0 1.2510000000e+02 3.7265382660e+02 5.7061556577e+02 5.9663212869e+02 3.0797999333e+00 3.1640212313e-01
1 1.2510000000e+02 7.1832807762e+02 7.8012436128e+02 7.2845299299e+02 2.2709060713e+00 6.9436636420e-01
2 1.2510000000e+02 8.3758521846e+02 8.8675517088e+02 8.8850464170e+02 2.5338376320e+00 3.5486113335e-01
3 1.2510000000e+02 7.8861460719e+02 9.2527626166e+02 9.5967503446e+02 3.4025809866e+00 1.1906388322e+00
4 1.2510000000e+02 7.0073844799e+02 7.1588136104e+02 7.2273292182e+02 3.9096361413e+00 1.1405930555e+00
5 1.2510000000e+02 5.4399456834e+02 5.8627152249e+02 5.6009058499e+02 1.3577650181e+00 1.4231753023e+00
6 1.2510000000e+02 8.9274015217e+02 9.8794063933e+02 8.9587704022e+02 3.1439322811e+00 1.5241283896e+00
7 1.2510000000e+02 2.9586347511e+02 6.0802096426e+02 6.1963092228e+02 2.7133034536e+00 -2.7111753220e-01
8 1.2510000000e+02 8.7201230425e+01 1.5909325001e+02 1.4604430288e+02 1.0108231080e-01 3.8379900601e-01
9 1.2510000000e+02 5.1411861305e+02 7.5768068061e+02 7.5576818984e+02 1.7736903639e+00 1.1373996709e+00
10 1.2510000000e+02 6.5109833696e+02 8.1286343161e+02 8.2684596042e+02 1.9894968053e+00 1.2275339531e+00
11 1.2510000000e+02 7.5696889043e+02 8.8320697046e+02 8.8746866668e+02 2.4127647822e+00 1.7203644924e+00
12 1.2510000000e+02 5.8749807712e+02 6.8986950686e+02 7.0372284603e+02 3.7050056236e+00 1.7444658257e+00
13 1.2510000000e+02 2.0210616861e+02 4.7999531416e+02 4.8457043734e+02 1.9542060278e+00 1.5911280054e+00
14 1.2510000000e+02 8.7588416671e+01 1.9216493363e+02 1.8198210995e+02 2.0210449646e+00 7.2860069823e-01
15 1.2510000000e+02 5.5646178431e+02 7.8174778193e+02 7.8494049365e+02 5.8764054915e-01 1.6303729271e+00
16 1.2510000000e+02 5.6646538266e+02 7.4852690557e+02 5.6838208982e+02 3.2960197111e+00 -5.9614684572e-01
17 1.2510000000e+02 7.2001471396e+02 8.1777458826e+02 8.3443253451e+02 3.3676481931e+00 1.3758429917e+00
18 1.2510000000e+02 2.7362414101e+02 3.4256400495e+02 3.3167926852e+02 3.4120742526e+00 -7.4711140710e-01
19 1.2510000000e+02 6.1697536855e+02 6.5039814704e+02 7.0234310079e+02 2.2656494018e+00 -7.7768436817e-02
20 1.2510000000e+02 5.6069007752e+02 5.8720528286e+02 6.4627241368e+02 7.1207138957e-01 4.8597422920e-01
21 1.2510000000e+02 3.5506157592e+02 5.4652078218e+02 5.6358755712e+02 2.2623635199e+00 1.5429744473e+00
22 1.2510000000e+02 1.9928869736e+02 4.5663151892e+02 4.7058819442e+02 2.0555991531e+00 1.6408290651e+00
23 1.2510000000e+02 5.1248976844e+00 3.4585652107e+02 3.4028246258e+02 3.5363627263e+00 3.0033980423e-01
24 1.2510000000e+02 6.6512011492e+01 1.0159340008e+02 9.6815402124e+01 2.5676514089e+00 -3.1915733048e-01
25 1.2510000000e+02 6.6049895453e+01 5.5035420704e+02 5.6126464240e+02 3.2667642841e+00 -6.9726362954e-01
26 1.2510000000e+02 2.0869201911e+02 5.8330836247e+02 5.9513353896e+02 2.4752629344e+00 9.0081309789e-01
27 1.2510000000e+02 6.4865839960e+02 6.9732646462e+02 6.5885830138e+02 5.4272815496e-01 -3.9848245626e-02
28 1.2510000000e+02 4.7421748782e+02 7.2106243270e+02 7.2887939274e+02 9.5226721301e-01 1.1549422148e+00
29 1.2510000000e+02 7.4212635492e+02 7.6027922277e+02 7.9685500254e+02 3.9431071666e+00 -3.9981755376e-02
30 1.2510000000e+02 5.5405088305e+02 6.4256418896e+02 6.8106308316e+02 5.3216495351e-01 -1.5409907227e-01
