     99207    0.12500000E+03    0.66366392E+02    0.45863137E+03    0.47009584E+03    0.13704823E+00    0.17381653E-01
     99561    0.12500000E+03    0.71361426E+02    0.19968197E+03    0.20151555E+03    0.73382420E+01    0.16532041E-01
     99634    0.12500000E+03    0.67762974E+02    0.21483055E+03    0.24611316E+03    0.10215537E-02    0.21509536E-01
    100218    0.12500000E+03    0.70675629E+02    0.19328213E+03    0.18681023E+03    0.19299769E+02    0.70269919E-02
    100290    0.12500000E+03    0.71029323E+02    0.16388302E+03    0.16809602E+03    0.41731322E+00    0.26517240E-02
    100803    0.12500000E+03    0.75967415E+03    0.76057788E+03    0.76503854E+03    0.15562852E+02    0.30634954E-02
    100810    0.12500000E+03    0.69814640E+02    0.43513553E+03    0.43423967E+03    0.12242725E-01    0.35609413E-02
    100882    0.12500000E+03    0.54886709E+03    0.55162230E+03    0.54988889E+03    0.61295529E-01    0.27753385E-01
    100884    0.12500000E+03    0.72122547E+02    0.15812919E+03    0.13727196E+03    0.13966258E+01    0.12066734E-02
    101780    0.12500000E+03    0.71892056E+02    0.37458399E+03    0.37206051E+03    0.54206031E+01    0.74838256E-02
    102478    0.12500000E+03    0.71156952E+02    0.56242280E+03    0.57013559E+03    0.85361862E-02    0.11505318E-02
    102579    0.12500000E+03    0.68889189E+02    0.89112285E+02    0.12150229E+03    0.84677940E+01    0.20092701E-01
    102732    0.12500000E+03    0.71889910E+02    0.29903975E+03    0.31551282E+03    0.19733221E+01    0.19976113E-02
    102942    0.12500000E+03    0.66230673E+02    0.23787184E+03    0.23384106E+03    0.34154499E-02    0.18978528E-01
    103932    0.12500000E+03    0.69569665E+02    0.12929835E+03    0.16203492E+03    0.30511931E-02    0.26497458E-01
    104233    0.12500000E+03    0.71110550E+02    0.40226707E+03    0.40605394E+03    0.19447266E+01    0.19049846E-02
    104281    0.12500000E+03    0.65240921E+03    0.65542777E+03    0.65626974E+03    0.47245002E-01    0.40498362E-02
    104749    0.12500000E+03    0.68429637E+02    0.86110893E+02    0.13668830E+03    0.35408952E-02    0.25624773E-01
    104892    0.12500000E+03    0.58120877E+03    0.58121547E+03    0.58706009E+03    0.67715016E-01    0.31625128E-02
    104926    0.12500000E+03    0.73076029E+03    0.73665338E+03    0.73335958E+03    0.51289707E-01    0.34066662E-02
    105689    0.12500000E+03    0.71720260E+02    0.11949979E+03    0.10821310E+03    0.87213636E-01    0.80433245E-02
    106112    0.12500000E+03    0.65103966E+02    0.18671340E+03    0.21668350E+03    0.12668758E+02    0.23098214E-01
    106327    0.12500000E+03    0.68844977E+02    0.63891448E+03    0.64716685E+03    0.20438988E-01    0.15302657E-01
    106434    0.12500000E+03    0.63682216E+02    0.38176628E+03    0.38977582E+03    0.99847198E+01    0.12535879E-01
    106641    0.12500000E+03    0.71049172E+02    0.14746160E+03    0.17616229E+03    0.28681548E-01    0.20856095E-01
    106967    0.12500000E+03    0.68820882E+02    0.19563519E+03    0.20291966E+03    0.53784453E-02    0.16001482E-01
    107323    0.12500000E+03    0.70873487E+02    0.45148641E+03    0.44768386E+03    0.24806218E+02    0.10702434E-02
    107485    0.12500000E+03    0.64264166E+02    0.11883112E+03    0.10341897E+03    0.39497641E-02    0.19843326E-01
    107528    0.12500000E+03    0.69033089E+02    0.18904692E+03    0.22021649E+03    0.23997951E+00    0.12361542E-01
    107543    0.12500000E+03    0.71613687E+02    0.57515668E+03    0.57393992E+03    0.18487219E+02    0.13703214E-02
    107550    0.12500000E+03    0.71218061E+02    0.15652246E+03    0.19867061E+03    0.60555892E+01    0.18362135E-01
    107618    0.12500000E+03    0.67721489E+02    0.24096957E+03    0.25186834E+03    0.85765943E-02    0.20658361E-01
    107692    0.12500000E+03    0.64420182E+02    0.63160926E+03    0.63621947E+03    0.54098765E+01    0.20905653E-01
    107923    0.12500000E+03    0.70753235E+02    0.31251701E+03    0.31569532E+03    0.27177980E+00    0.27573922E-02
    108092    0.12500000E+03    0.70782337E+02    0.15234013E+03    0.18981151E+03    0.18848355E+00    0.18476095E-01
      9530    0.12500000E+03    0.71318600E+02    0.34937838E+03    0.36424065E+03    0.56655678E+00    0.16166683E-02
      9643    0.12500000E+03    0.71346450E+02    0.12135910E+03    0.15881447E+03    0.41378282E+00    0.34790354E-02
      9693    0.12500000E+03    0.64884204E+02    0.20065736E+03    0.21949873E+03    0.17574411E+00    0.16930695E-01
