mh;MH;MA;MC;la2;laL;la1;la3;la4;la5
0.12510000E+03;0.18005652E+03;0.30150967E+03;0.18588899E+03;0.37666450E+01;0.14887080E+01;0.25860946E+00;0.15592468E+01;0.89594490E+00;-0.96648374E+00
0.12510000E+03;0.31798907E+03;0.43803505E+03;0.47702065E+03;0.15960710E+01;-0.58711600E+00;0.25860946E+00;0.35913379E+01;-0.26787239E+01;-0.14997300E+01
0.12510000E+03;0.54070876E+03;0.61151721E+03;0.56577260E+03;0.18914000E+00;0.65078700E+00;0.25860946E+00;0.15673270E+01;0.43165443E+00;-0.13481945E+01
0.12510000E+03;0.10490274E+03;0.22169909E+03;0.25997530E+03;0.31395450E+01;0.11208380E+01;0.25860946E+00;0.29908417E+01;-0.12396596E+01;-0.63034409E+00
0.12510000E+03;0.48465411E+03;0.55603616E+03;0.52808730E+03;0.32124270E+01;0.10894000E-01;0.25860946E+00;0.14646118E+01;-0.22616454E+00;-0.12275533E+01
0.12510000E+03;0.31186633E+03;0.41305349E+03;0.39722660E+03;0.34272300E+01;-0.16144700E+00;0.25860946E+00;0.18389618E+01;-0.78829009E+00;-0.12121187E+01
0.12510000E+03;0.48064573E+03;0.51264056E+03;0.57859942E+03;0.37706310E+01;-0.58098200E+00;0.25860946E+00;0.28480936E+01;-0.29039248E+01;-0.52515082E+00
0.12510000E+03;0.42151424E+03;0.54294487E+03;0.53063676E+03;0.41820020E+01;0.14604420E+01;0.25860946E+00;0.48942815E+01;-0.14985683E+01;-0.19352712E+01
0.12510000E+03;0.46189027E+03;0.46363357E+03;0.54192163E+03;0.14469890E+01;0.19214900E+01;0.25860946E+00;0.45765374E+01;-0.26283857E+01;-0.26661712E-01
0.12510000E+03;0.71363021E+03;0.82171207E+03;0.80846186E+03;0.18620200E+01;-0.49495800E+00;0.25860946E+00;0.42754332E+01;-0.20282626E+01;-0.27421286E+01
0.12510000E+03;0.76296582E+03;0.88405013E+03;0.92392959E+03;0.21784740E+01;-0.42565600E+00;0.25860946E+00;0.85481376E+01;-0.56783380E+01;-0.32954556E+01
0.12510000E+03;0.10638855E+03;0.17424474E+03;0.13326841E+03;0.23840680E+01;0.32381000E+00;0.25860946E+00;0.53671059E+00;0.10177166E+00;-0.31467225E+00
0.12510000E+03;0.24628409E+03;0.45019149E+03;0.44196578E+03;0.32535850E+01;-0.52401700E+00;0.25860946E+00;0.39269678E+01;-0.21042248E+01;-0.23467599E+01
0.12510000E+03;0.77190687E+02;0.42956827E+03;0.44754692E+03;0.17589740E+01;0.18475600E+00;0.25860946E+00;0.66075149E+01;-0.34719609E+01;-0.29507980E+01
0.12510000E+03;0.29615452E+03;0.36608482E+03;0.33681469E+03;0.21004330E+01;0.16747980E+01;0.25860946E+00;0.25253709E+01;-0.85310932E-01;-0.76526199E+00
0.12510000E+03;0.20233221E+03;0.33842938E+03;0.37356052E+03;0.16325870E+01;-0.28824100E+00;0.25860946E+00;0.29707033E+01;-0.20428012E+01;-0.12161432E+01
0.12510000E+03;0.54046296E+03;0.67444999E+03;0.71206266E+03;0.15321430E+01;0.45962000E-01;0.25860946E+00;0.71493073E+01;-0.44134356E+01;-0.26899097E+01
0.12510000E+03;0.49135661E+03;0.55384134E+03;0.60862242E+03;0.42135500E+00;0.13305760E+01;0.25860946E+00;0.55935788E+01;-0.31838019E+01;-0.10792008E+01
