MA MC MH la2 la3 la4 la5 laL m22Squared 
681.556 689.785 160.311 2.07909 15.8918 -7.62422 -7.25129 1.01631 10103.3 
668.27 659.439 609.393 1.12992 0.852621 -0.855567 -1.24307 -1.24601 -818123 
607.671 634.006 604.373 3.10495 3.14012 -1.14673 -0.0660674 1.92732 -613899 
416.438 418.06 199.573 0.271873 5.45314 -2.25226 -2.20754 0.993346 -19545.3 
588.893 589.297 259.8 3.936 10.9515 -4.63102 -4.61529 1.70517 -31801.5 
874.94 928.161 847.47 0.582068 4.95312 -3.95334 -0.781858 0.217926 -1.42322e+06 
698.31 718.593 685.65 0.259293 0.525513 -1.23936 -0.289524 -1.00338 -1.00095e+06 
272.107 337.56 255.214 1.41336 3.53268 -1.46601 -0.147201 1.91947 -14109.5 
738.793 744.425 103.635 0.102716 16.8028 -9.11795 -8.84187 -1.15705 -91500.6 
804.614 842.602 787.585 1.05833 4.2944 -2.51606 -0.448034 1.3303 -1.16008e+06 
385.956 385.765 136.877 1.45965 4.07228 -2.14708 -2.15194 -0.226735 -51191.6 
587.393 590.548 187.461 2.70238 12.3224 -5.24362 -5.12077 1.95798 48205.7 
378.782 408.576 219.677 2.74642 2.85202 -2.34871 -1.57344 -1.07013 -161276 
204.705 197.313 102.205 4.2014 1.8287 -0.421623 -0.51983 0.887246 32800.8 
254.362 248.411 32.6319 4.00557 2.83881 -0.952654 -1.05155 0.834611 48377.6 
228.456 264.307 109.818 0.831974 2.6521 -1.24701 -0.663162 0.74192 20778 
157.352 149.024 108.908 1.91109 0.592077 -0.128821 -0.213144 0.250113 -8586.05 
943.854 831.513 826.722 1.67831 -0.750942 3.16448 -3.42706 -1.01352 -1.42827e+06 
983.381 982.427 462.984 0.638971 24.1396 -12.3758 -12.4378 -0.673944 -469493 
666.799 580.333 578.404 0.29558 0.618125 1.74499 -1.81885 0.544265 -636166 
907.62 928.191 801.403 0.0850244 8.27882 -4.24776 -2.99966 1.0314 -1.22208e+06 
89.0654 82.897 73.6194 0.328763 0.513042 -0.00646739 -0.0415234 0.465052 17303.4 
963.225 961.544 208.806 0.687729 30.7713 -14.5041 -14.6111 1.65611 13021.2 
310.286 339.516 191.126 1.76983 2.21988 -1.61504 -0.987312 -0.382467 -96203.5 
727.845 727.276 216.533 2.96757 17.6843 -7.95188 -7.97924 1.75314 12320.2 
954.629 986.956 908.139 2.4405 4.03328 -3.5054 -1.43102 -0.903149 -1.70409e+06 
828.909 832.106 60.7777 3.61534 24.5146 -11.4683 -11.2928 1.75343 98722.6 
632.984 635.398 340.483 2.75076 9.69444 -4.8064 -4.7052 0.182837 -220793 
125.876 120.129 98.3273 3.34244 0.183588 -0.0553405 -0.102062 0.0261854 -17751.9 
372.308 369.963 331.442 0.50341 1.75369 -0.417716 -0.475236 0.860736 -167619 
652.627 671.795 597.844 2.9676 1.62225 -1.97104 -1.13201 -1.4808 -804446 
600.947 656.595 556.163 0.932833 5.22714 -3.16907 -0.856306 1.20176 -545908 
900.608 902.97 699.084 4.28099 11.7793 -5.46793 -5.32711 0.984236 -917876 
958.001 981.429 890.697 0.358369 6.18325 -3.55769 -2.05606 0.569494 -1.55222e+06 
579.741 599.631 401.862 1.27144 6.01154 -3.66054 -2.88528 -0.534288 -355320 
608.13 616.126 512.366 1.31873 4.6395 -2.09667 -1.77315 0.769676 -478459 
270.504 283.447 246.963 1.23051 -0.283744 -0.438239 -0.201298 -0.923281 -177855 
584.503 589.431 187.337 2.80224 9.27533 -5.25676 -5.06559 -1.04702 -133552 
878.39 888.383 382.972 0.488148 20.0062 -10.9097 -10.3262 -1.22974 -367754 
728.464 567.784 567.169 0.823681 -0.841632 3.43023 -3.45329 -0.864693 -695690 
992.845 945.298 923.124 2.01036 0.968692 0.838177 -2.20742 -0.400546 -1.72855e+06 
904.893 853.166 841.166 0.879701 -0.380575 1.16676 -1.83872 -1.05253 -1.47882e+06 
282.651 283.03 223.215 3.57724 2.47683 -0.503912 -0.496839 1.47608 -10323.7 
357.044 369.137 148.425 0.239261 4.91023 -2.03274 -1.74253 1.13496 24623.4 
892.48 885.893 722.632 3.98272 9.39685 -4.14594 -4.53305 0.717864 -1.00095e+06 
829.051 833.67 760.596 3.96256 2.86468 -2.05201 -1.79819 -0.985521 -1.21665e+06 
434.757 460.229 285.3 2.74913 3.63972 -2.53176 -1.77833 -0.670366 -203360 
835.278 842.35 382.793 1.90369 19.1058 -9.49976 -9.10764 0.498378 -262901 
858.508 893.85 818.638 4.02126 5.36758 -3.15174 -1.10497 1.11087 -1.27311e+06 
912.914 912.487 155.586 1.51481 26.798 -13.346 -13.3717 0.0802181 -43559.4 
905.579 715.928 714.766 0.228645 0.60195 5.05419 -5.10912 0.547016 -988677 
249.622 263.447 135.558 4.30096 1.86504 -0.960442 -0.726003 0.178592 -25944.5 
560.036 570.274 106.181 1.28503 11.8156 -5.3789 -4.99647 1.44024 64608.3 
794.901 807.491 724.72 3.93761 5.02318 -2.42907 -1.76233 0.831783 -1.0001e+06 
939.573 959.675 794.827 0.352833 9.67346 -5.41023 -4.14842 0.114801 -1.25655e+06 
460.44 478.013 379.24 1.11904 4.33521 -1.6717 -1.12668 1.53683 -194643 
368.868 366.902 98.1784 0.655085 2.71828 -2.0413 -2.08911 -1.41213 -104735 
904.381 913.178 514.18 3.30332 20.765 -9.67516 -9.14674 1.94312 -411172 
111.047 85.1326 61.2462 3.30804 -0.546912 0.0262306 -0.141785 -0.662467 -47592 
899.056 899.802 659.503 0.878948 12.8771 -6.21396 -6.16957 0.493574 -840018 
628.395 624.381 579.404 0.224882 1.51447 -0.811587 -0.97778 -0.274893 -688053 
929.497 929.34 129.567 1.13643 29.6053 -13.9896 -13.9992 1.61646 64246.3 
678.689 706.125 655.56 3.25589 2.32002 -1.76564 -0.509935 0.0444475 -856828 
538.826 532.866 414.67 3.7184 5.00254 -1.74512 -1.95621 1.30121 -265159 
782.329 790.069 641.536 0.398421 5.54774 -3.71489 -3.31267 -1.47982 -912690 
864.749 891.181 855.888 2.88025 0.824039 -1.78587 -0.251939 -1.21377 -1.53854e+06 
893.238 916.58 837.024 0.369743 5.7047 -3.0034 -1.60728 1.09403 -1.33501e+06 
826.615 835.869 158.764 3.23545 23.3255 -11.3831 -10.8746 1.06785 14210.1 
842.261 844.073 24.8974 1.05868 23.9887 -11.8133 -11.7123 0.463068 26783.3 
209.052 211.813 171.604 1.43749 0.877812 -0.273967 -0.235554 0.36829 -36608.3 
270.757 284.485 74.8292 0.105155 4.25884 -1.3708 -1.11888 1.76917 95864.1 
882.922 885.492 17.3482 3.30894 25.1317 -13.027 -12.8768 -0.772004 -47320.5 
867.62 706.683 701.583 0.85935 -0.755594 4.06805 -4.30542 -0.992964 -1.04453e+06 
784.176 786.777 627.502 0.321172 8.74391 -3.78981 -3.6548 1.2993 -708888 
841.415 803.381 788.046 3.63327 -0.0429356 0.630476 -1.43701 -0.849473 -1.29344e+06 
863.628 872.406 410.044 0.981986 18.8154 -10.0502 -9.54651 -0.781242 -383550 
138.861 201.014 115.647 2.34517 1.451 -0.795777 -0.0976292 0.55759 6994.9 
554.092 345.639 345.256 3.4765 1.04926 3.09483 -3.10358 1.04052 -175436 
917.677 935.694 825.259 1.03019 7.48353 -3.76531 -2.66176 1.05646 -1.29817e+06 
702.896 722.846 494.162 3.5826 8.19024 -5.06896 -4.12893 -1.00766 -549371 
906.395 910.255 9.41561 3.9788 28.3209 -13.806 -13.5743 0.94058 56742.9 
745.399 758.893 358.658 1.70808 13.4433 -7.72659 -7.05572 -1.33901 -338302 
918.168 936.021 856.731 2.04587 4.25252 -2.89591 -1.8019 -0.44528 -1.49492e+06 
514.922 549.261 411.063 0.314532 6.04039 -2.79692 -1.58919 1.65429 -237835 
533.534 551.375 299.778 3.73653 6.34907 -3.85854 -3.21885 -0.728318 -223808 
111.067 133.475 45.69 3.35939 2.46092 -0.350444 -0.16935 1.94113 113294 
375.446 368.772 349.545 3.54644 1.37404 -0.14615 -0.310297 0.917597 -188835 
626.194 632.273 330.769 2.83913 10.3769 -4.92453 -4.67167 0.78069 -171571 
213.553 219.975 31.0788 2.5892 2.20416 -0.829645 -0.737642 0.636877 36609.5 
646.485 648.976 567.543 3.78647 4.75244 -1.69033 -1.58369 1.47842 -554741 
902.235 910.565 210.923 3.65165 27.6526 -13.2154 -12.7163 1.72094 15167.7 
669.345 705.065 565.619 0.556002 7.77039 -3.73927 -2.11676 1.91436 -524000 
179.893 198.029 19.6892 2.82197 1.41958 -0.754872 -0.528355 0.136356 7476.41 
477.843 507.935 355.07 2.97413 6.3408 -2.67014 -1.6898 1.98086 -132275 
757.934 766.05 162.559 3.01949 17.5403 -9.46485 -9.05609 -0.980599 -112193 
708.736 760.57 644.145 3.11432 5.44908 -3.96101 -1.44399 0.0440781 -827178 
842.297 846.814 102.486 0.487979 24.1029 -11.8022 -11.55 0.750726 24424.1 
529.238 392.602 389.324 2.8125 1.76113 2.03903 -2.12373 1.67642 -201696 
959.812 952.99 862.889 4.25955 4.47708 -2.48797 -2.91925 -0.930147 -1.54544e+06 
349.91 387.553 251.946 1.75607 2.24678 -1.89175 -0.974288 -0.61926 -164429 
670.445 719.504 657.823 0.112849 3.7944 -2.53061 -0.277048 0.986737 -805749 
265.619 164.546 159.299 0.432429 -0.879595 0.690375 -0.746535 -0.935755 -107380 
877.242 864.851 823.439 1.95386 3.22671 -0.798572 -1.51203 0.916114 -1.30067e+06 
809.443 806.552 185.601 4.21235 20.9914 -10.1032 -10.2576 0.630523 -30738.5 
324.312 317.08 235.929 0.430689 3.20915 -0.664921 -0.818227 1.726 -6874.41 
565.17 582.645 244.43 3.58481 10.5853 -4.95385 -4.29095 1.34054 -38368.3 
445.643 451.251 403.945 4.49954 3.03771 -0.751631 -0.5854 1.70068 -223425 
522.696 517.739 469.399 4.30402 3.15208 -0.703304 -0.873736 1.57504 -345356 
270.921 273.18 122.614 1.53794 3.63997 -1.00505 -0.964441 1.67048 71022.1 
965.965 911.054 902.152 1.80394 1.44148 1.43645 -1.96992 0.908006 -1.57281e+06 
123.147 113.551 67.1974 1.22469 1.3698 -0.100919 -0.17598 1.0929 57107.2 
959.943 959.724 97.265 2.67512 31.1833 -15.057 -15.0709 1.05539 44947.1 
665.013 604.637 589.502 2.09691 0.986321 0.96806 -1.56538 0.389001 -671484 
704.736 724.148 464.764 4.14937 10.1681 -5.55424 -4.63758 -0.0236842 -433445 
181.549 207.501 18.6012 2.37946 3.38484 -0.87262 -0.538935 1.97328 118723 
798.754 792.054 600.269 0.987113 7.35141 -4.23639 -4.58864 -1.47362 -809823 
537.33 475.894 466.284 2.68125 1.57308 0.879017 -1.17825 1.27384 -357754 
234.083 250.319 78.9859 1.7791 2.0472 -1.06229 -0.802367 0.182537 -1431.14 
891.304 845.001 842.811 2.05766 1.85906 1.26744 -1.38958 1.73693 -1.31555e+06 
743.856 742.754 625.541 1.32556 4.22829 -2.62317 -2.67732 -1.0722 -847488 
718.734 724.46 111.278 3.4564 18.8814 -8.60473 -8.33162 1.94505 92940.9 
535.79 542.703 404.71 1.72608 5.57864 -2.28357 -2.03716 1.25791 -251456 
908.595 965.015 873.227 1.52845 4.83566 -4.53497 -1.04139 -0.740707 -1.56987e+06 
191.954 230.655 140.766 0.17664 -0.00555675 -0.821969 -0.281433 -1.10896 -106740 
314.915 357.744 284.528 3.06847 0.717407 -1.25312 -0.301007 -0.836717 -212547 
204.156 221.975 117.552 4.37688 2.6225 -0.711352 -0.460394 1.45075 60156.9 
982.293 990.103 583.567 4.27721 22.0388 -10.8262 -10.3171 0.895515 -626907 
580.897 614.125 551.678 0.188803 3.32268 -1.85919 -0.546847 0.916647 -553225 
421.356 470.256 399.211 2.00913 0.938002 -1.74121 -0.300275 -1.10349 -385517 
678.347 687.649 71.5255 2.04654 17.1148 -7.93926 -7.51931 1.65621 89995.2 
790.294 810.474 519.651 1.35443 12.5133 -6.92601 -5.85841 -0.271161 -556485 
830.935 830.557 248.86 4.0532 20.3856 -10.3653 -10.386 -0.365701 -145993 
711.463 731.02 644.143 4.12314 4.98589 -2.44038 -1.50803 1.03749 -767055 
624.363 662.947 552.688 1.09575 4.15368 -3.03562 -1.39409 -0.276038 -627633 
527.76 536.776 304.314 2.98655 6.52343 -3.3895 -3.07231 0.0616275 -181484 
987.087 988.849 365.38 3.02049 29.8248 -14.0095 -13.8945 1.92075 -150770 
852.443 852.44 227.157 1.18082 24.0293 -11.1549 -11.155 1.71934 847.308 
871.242 872.619 464.397 4.17285 19.3668 -9.05877 -8.9794 1.32867 -350924 
759.994 766.421 723.582 0.717568 1.79711 -1.21689 -0.89265 -0.312427 -1.06605e+06 
738.05 742.684 636.893 0.360449 6.59419 -2.52511 -2.29832 1.77076 -704106 
483.541 403.752 398.298 4.34503 1.33462 1.09759 -1.24216 1.19005 -245266 
324.382 236.55 226.938 0.820172 -0.551854 0.740506 -0.887743 -0.699091 -145308 
866.805 858.456 761.159 3.60484 5.77302 -2.36598 -2.84202 0.56502 -1.12453e+06 
927.557 961.731 854.782 3.70479 6.07447 -4.27722 -2.14341 -0.346159 -1.48225e+06 
784.821 761.232 756.375 2.81998 -1.12724 0.480889 -0.724447 -1.3708 -1.22716e+06 
985.978 998.435 970.213 1.78123 2.46927 -1.32656 -0.509607 0.633105 -1.84431e+06 
712.803 698.156 664.441 1.03809 3.21232 -0.417635 -1.10064 1.69404 -780446 
725.369 691.135 669.237 3.80284 0.245565 0.30908 -1.29358 -0.738931 -940473 
403.001 379.209 377.722 3.19684 1.10381 0.288914 -0.326126 1.0666 -220801 
516.73 519.898 487.327 2.65371 0.51501 -0.596383 -0.487846 -0.569219 -509421 
479.117 472.845 200.987 2.0313 4.58374 -2.9284 -3.12574 -1.47041 -169775 
179.485 223.224 155.752 0.637037 -0.272887 -0.713601 -0.131472 -1.11796 -116172 
647.205 654.862 376.003 4.12749 11.0356 -4.915 -4.5855 1.53507 -189860 
326.984 336.821 131.153 2.28207 3.16621 -1.69834 -1.48255 -0.0146812 -35290.6 
629.275 675.246 575.798 0.487664 2.88432 -3.04686 -1.0649 -1.22744 -737367 
985.871 988.56 626.335 2.35078 20.2762 -9.7539 -9.57837 0.943916 -727470 
575.388 558.017 557.516 1.03896 -1.13222 0.316102 -0.334563 -1.15068 -691284 
299.388 295.32 226.497 2.0323 -0.236644 -0.553477 -0.633424 -1.42355 -188749 
401.009 415.243 339.613 1.56869 1.69861 -1.13537 -0.751385 -0.188148 -242060 
944.749 923.046 917.604 1.85854 0.123624 0.504327 -0.83537 -0.207418 -1.69655e+06 
567.958 579.514 418.185 0.692407 3.88807 -2.87889 -2.44064 -1.43147 -436384 
503.751 510.322 445.146 3.86162 3.80105 -1.13918 -0.918925 1.74295 -290834 
469.388 508.042 458.734 1.6323 2.80242 -1.41203 -0.1634 1.22699 -346621 
824.343 844.745 569.187 2.00164 13.856 -7.00102 -5.87559 0.979342 -588683 
346.934 352.356 271.606 4.23619 3.47558 -0.895235 -0.769931 1.81041 -37981.1 
798.15 801.075 702.995 2.94388 4.73462 -2.51499 -2.36039 -0.140761 -996922 
476.567 481.42 41.1124 0.211671 8.38419 -3.87872 -3.72506 0.780408 43846.7 
755.091 761.949 709.378 0.778343 3.91206 -1.45009 -1.10622 1.35575 -924391 
756.132 761.768 129.924 2.37888 19.0415 -9.45144 -9.16875 0.421268 -8266.85 
629.092 639.615 155.753 3.69722 13.486 -6.58005 -6.13884 0.76706 -2098.31 
55.0849 70.2769 10.4967 0.763459 -0.340937 -0.111263 -0.0483204 -0.50052 -30509.8 
903.762 908.273 733.561 3.02285 9.01149 -4.87512 -4.60498 -0.468609 -1.10458e+06 
728.819 746.549 508.217 1.6443 9.67098 -5.37394 -4.50943 -0.212389 -529423 
602.557 596.4 355.711 3.52588 8.03981 -3.66483 -3.9088 0.466181 -224849 
777.405 782.65 218.998 1.44003 19.149 -9.46467 -9.19424 0.490072 -66263.2 
321.797 301.628 291.557 4.18915 0.950077 0.109055 -0.306489 0.752642 -124464 
120.059 100.201 67.9576 1.50338 1.3071 -0.017319 -0.161873 1.12791 59020.1 
838.457 841.137 290.812 3.60575 19.6822 -10.3682 -10.2194 -0.905361 -223932 
663.787 676.416 377.306 3.66535 10.0393 -5.48788 -4.92852 -0.377122 -307541 
849.182 724.149 716.332 3.13696 -0.687081 3.06463 -3.43675 -1.0592 -1.09036e+06 
921.563 931.35 318.907 1.79361 26.9547 -12.9527 -12.3534 1.6486 -103636 
204.274 236.27 139.776 4.37789 1.32033 -0.832536 -0.366692 0.121104 -31745.7 
409.507 397.85 394.973 1.89337 1.5582 0.117816 -0.193206 1.48281 -222274 
590.212 550.401 523.228 3.55865 1.61134 0.268283 -1.23244 0.647174 -508371 
333.083 377.699 331.439 0.308804 0.979646 -1.06612 -0.0180561 -0.104533 -226029 
979.354 999.808 970.16 0.954001 3.30727 -1.63408 -0.29618 1.37702 -1.79909e+06 
843.098 843.034 114.09 0.563896 24.7806 -11.5272 -11.5308 1.7226 78211.7 
794.777 797.807 691.667 4.18261 4.59891 -2.69214 -2.53268 -0.625905 -994684 
832.299 847.28 549.084 2.94526 14.5769 -7.29643 -6.46488 0.815597 -553630 
622.045 663.731 531.341 0.255844 6.3809 -3.50016 -1.72874 1.152 -494931 
647.125 665.147 456.72 0.52582 7.7812 -4.25473 -3.47309 0.0533877 -413955 
879.584 882.502 761.616 3.61801 8.10569 -3.36927 -3.19929 1.53714 -1.0671e+06 
952.737 922.189 905.474 2.14352 2.86104 0.44162 -1.45126 1.8514 -1.52773e+06 
578.496 602.259 448.113 3.71026 6.71574 -3.13914 -2.21186 1.36474 -319021 
64.5142 122.569 54.1266 3.58356 1.87474 -0.37931 -0.0203646 1.47507 83405.9 
378.554 381.833 44.4499 2.93382 4.75753 -2.41777 -2.33537 0.00439807 -3685.43 
277.133 276.678 73.7669 3.9669 1.23289 -1.1709 -1.17921 -1.11722 -78492.5 
934.028 940.901 893.741 3.3555 2.37067 -1.64265 -1.21681 -0.488779 -1.62712e+06 
411.831 471.494 383.179 2.12458 4.3067 -2.11817 -0.376412 1.81212 -183990 
636.034 677.039 617.396 4.31516 3.04306 -2.16548 -0.38604 0.491537 -732610 
401.268 204.726 203.784 0.488798 -1.14864 1.96178 -1.97449 -1.16135 -153336 
840.643 876.593 769.002 2.57696 6.32357 -3.94579 -1.90556 0.472228 -1.15415e+06 
645.81 666.521 568.255 4.19585 4.72214 -2.45416 -1.55591 0.712071 -602735 
955.575 977.435 707.585 1.30231 15.5934 -8.21202 -6.81548 0.565852 -967111 
498.862 503.87 159.95 1.08883 7.944 -3.85557 -3.68959 0.398841 -27031.8 
585.286 597.088 241.387 2.56129 10.1328 -5.15896 -4.6978 0.276042 -99830.8 
904.076 919.627 690.057 4.39474 12.2012 -6.57504 -5.63775 -0.0115895 -953060 
202.092 174.815 135.501 3.19466 0.0734977 -0.0317067 -0.371488 -0.329697 -56672.7 
714.539 747.07 583.966 2.4889 8.87982 -4.37314 -2.80173 1.70495 -578857 
226.483 247.692 2.73792 1.55022 0.793015 -1.17987 -0.847499 -1.23435 -74712.8 
156.466 154.706 45.1769 0.427038 -0.520777 -0.352722 -0.37082 -1.24432 -79383.1 
405.62 406.546 154.329 2.14969 3.92016 -2.35002 -2.32517 -0.755026 -93326 
626.637 673.071 626.563 1.81817 2.62027 -1.99606 -0.00152977 0.622671 -747481 
736.182 756.579 597.934 2.69066 8.1006 -4.05405 -3.04778 0.99877 -654608 
929.661 935.072 742.316 3.91529 10.3772 -5.50961 -5.1761 -0.308494 -1.12073e+06 
500.545 521.648 460.999 0.70323 2.9755 -1.34126 -0.628345 1.00589 -364169 
793.724 792.424 289.847 0.032842 16.678 -8.95404 -9.02219 -1.29819 -246583 
756.616 818.691 725.873 4.27722 4.03907 -3.9849 -0.753129 -0.698954 -1.09608e+06 
804.651 809.407 570.021 4.32073 10.3562 -5.58352 -5.32982 -0.557129 -683564 
992.725 999.711 677.71 3.62726 17.0153 -9.15543 -8.69542 -0.835571 -969147 
663.52 662.781 266.07 3.46155 12.7258 -6.07288 -6.10525 0.547651 -108445 
281.552 286.549 195.86 2.0243 1.34327 -0.769848 -0.676033 -0.102614 -82931.7 
768.369 785.265 645.384 3.61759 6.76599 -3.74067 -2.87314 0.152193 -823830 
450.175 383.872 376.201 1.38808 -0.69955 0.817445 -1.01015 -0.892251 -337050 
513.053 521.249 225.896 1.79859 8.66678 -3.78659 -3.50641 1.37377 -18923 
577.976 574.536 122.148 2.80103 11.2633 -5.14256 -5.27358 0.847174 21427.3 
691.482 726.459 565.311 3.43168 8.02557 -4.25941 -2.6203 1.14586 -569811 
876.024 879.421 186.828 1.4624 25.9946 -12.3015 -12.1045 1.58861 26327.2 
556.612 566.026 90.5821 0.159581 9.7514 -5.3333 -4.984 -0.565902 -50656.4 
216.851 229.265 4.49481 0.562733 0.296014 -0.959753 -0.776724 -1.44046 -87211.4 
924.289 935.926 588.917 4.34818 17.4209 -9.10143 -8.386 -0.0665671 -697674 
852.647 899.349 823.003 1.88082 3.25053 -3.52495 -0.820839 -1.09526 -1.42095e+06 
874.474 613.751 611.627 0.779289 1.21115 6.36875 -6.45478 1.12512 -680086 
247.098 276.393 246.712 2.4332 1.48229 -0.509989 -0.00315292 0.969144 -63084.6 
171.797 134.616 128.35 2.27463 -0.551435 0.161028 -0.215485 -0.605892 -69613.8 
578.954 580.459 539.21 1.19661 1.98441 -0.791999 -0.734352 0.45806 -553776 
220.886 258.461 193.233 3.61872 2.01338 -0.784501 -0.189233 1.03965 -11762.4 
957.694 972.64 693.846 1.33286 16.7078 -8.15417 -7.20068 1.35295 -880969 
878.063 890.768 784.367 4.41679 5.0155 -3.31666 -2.5739 -0.875053 -1.28342e+06 
757.901 761.299 71.1903 2.42529 18.3468 -9.57879 -9.40818 -0.640176 -48877 
563.507 592.08 407.193 1.05408 5.17952 -3.59858 -2.50733 -0.926393 -387674 
106.309 154.956 72.8022 2.94669 -0.240164 -0.51922 -0.0991726 -0.858557 -62556.8 
807.819 832.98 676.61 1.84036 6.94739 -4.5829 -3.21849 -0.853997 -967284 
360.853 425.286 359.668 2.43618 1.84261 -1.68816 -0.0141037 0.140351 -250229 
226.047 242.603 88.1833 0.353717 1.54008 -0.972284 -0.715861 -0.148066 -24513 
448.782 447.76 180.592 4.44417 4.80471 -2.75891 -2.78921 -0.74341 -110215 
939.161 976.332 871.428 3.81051 6.8619 -4.37962 -2.02652 0.455764 -1.49119e+06 
228.768 279.533 203.613 3.51475 2.49334 -1.03253 -0.179733 1.28108 -5390.37 
162.684 180.107 11.595 0.937831 2.39813 -0.632504 -0.43512 1.3305 80247.9 
667.911 677.811 657.847 2.85651 -0.606611 -0.660778 -0.220466 -1.48786 -955565 
965.709 973.98 478.017 0.025963 24.1482 -12.1651 -11.6348 0.348272 -435925 
239.728 277.408 189.512 2.94663 1.47002 -1.00017 -0.356177 0.113672 -64950.7 
783.897 784.801 34.2888 3.97106 19.9293 -10.1817 -10.1348 -0.387196 -25783 
237.343 289.646 230.952 4.33341 -0.0390039 -0.960392 -0.0494564 -1.04885 -170150 
277.443 303.208 271.11 4.12815 1.35808 -0.551827 -0.0574138 0.748839 -101684 
437.471 473.709 329.256 3.15432 4.34299 -2.46234 -1.37106 0.509592 -185980 
309.561 313.157 132.595 0.124126 3.12153 -1.36699 -1.29299 0.461551 -7231.83 
227.502 229.164 45.6591 1.45973 1.53242 -0.845904 -0.820812 -0.134293 -12296.4 
427.782 445.323 358.317 4.22155 2.94118 -1.40851 -0.902344 0.630324 -218637 
984.255 981.702 850.113 2.94699 8.88877 -3.90027 -4.06612 0.922383 -1.38957e+06 
259.957 258.687 27.4267 2.08931 1.84523 -1.08249 -1.10426 -0.341513 -22171.4 
920.764 930.717 653.952 0.0689032 15.1381 -7.55186 -6.94286 0.643398 -816370 
924.573 936.981 798.57 4.26771 6.82041 -4.3512 -3.58785 -1.11864 -1.34312e+06 
805.813 833.612 643.324 0.119471 7.84677 -5.39723 -3.89102 -1.44147 -914963 
810.27 817.832 352.501 2.90538 17.0465 -9.20259 -8.79569 -0.951806 -306113 
782.146 783.291 32.8141 2.41935 21.1933 -10.1504 -10.0911 0.951717 55440.6 
317.452 335.888 110.083 3.98017 4.25245 -1.86309 -1.46503 0.924328 31700.1 
792.522 802.255 611.857 3.00222 7.89059 -4.70564 -4.19264 -1.00769 -809720 
240.423 264.238 179.516 1.96265 2.08669 -0.819852 -0.422647 0.844196 -13364.9 
500.216 527.187 381.427 3.27758 3.01278 -2.64641 -1.7306 -1.36424 -373531 
674.47 679.639 313.132 3.78889 10.5255 -6.12825 -5.89691 -1.4997 -286859 
733.457 774.681 670.983 2.67204 5.02052 -3.5046 -1.44987 0.0660492 -896440 
934.162 943.44 393.64 1.07187 23.7928 -12.4355 -11.8598 -0.502508 -340314 
934.295 931.046 470.252 4.42053 23.0786 -10.5699 -10.7702 1.73844 -337071 
842.968 900.926 821.189 2.74743 5.36169 -3.93929 -0.598916 0.823483 -1.29887e+06 
311.097 357.196 260.381 3.0388 1.9097 -1.49709 -0.478926 -0.0663195 -139610 
468.066 517.629 458.704 2.32333 3.52044 -1.75794 -0.143364 1.61914 -322836 
425.077 441.505 231.534 2.12805 6.43804 -2.57049 -2.09998 1.76757 -249.721 
750.768 748.242 339.367 1.34356 15.6276 -7.28584 -7.41098 0.930799 -174011 
272.754 294.029 246.133 2.59505 0.783399 -0.626764 -0.228256 -0.0716205 -125497 
883.807 877.764 647.578 2.31709 12.2196 -5.62608 -5.97789 0.615617 -801459 
277.316 294.812 73.9979 1.00874 2.26608 -1.51113 -1.18032 -0.425376 -36693.5 
221.08 131.476 129.775 1.83814 -1.12562 0.514677 -0.529363 -1.1403 -102690 
503.073 510.092 471.782 1.66429 0.702817 -0.739102 -0.504063 -0.540347 -477856 
181.345 179.352 37.3949 2.93086 1.46239 -0.496569 -0.520316 0.445506 24163.5 
113.95 93.2393 75.6482 1.9406 -0.453815 0.0218127 -0.119999 -0.552001 -44850.2 
804.083 837.867 656.997 2.96656 10.3923 -5.3845 -3.55119 1.4566 -775143 
755.761 781.072 607.633 2.29785 7.92631 -4.62283 -3.33726 -0.033776 -740479 
394.224 404.319 253.268 4.39146 2.00534 -1.77457 -1.50817 -1.27739 -205592 
233.961 223.841 202.188 2.48707 -0.150603 -0.0758765 -0.228991 -0.45547 -109324 
220.401 250.239 162.131 1.11297 2.64311 -0.832441 -0.368336 1.44234 34711.6 
660.905 693.209 564.716 2.80776 5.86733 -3.39377 -1.94811 0.52545 -606010 
380.995 179.63 178.671 3.85247 -0.669246 1.85978 -1.87114 -0.680603 -105034 
567.872 571.116 3.71304 3.16543 11.4753 -5.45072 -5.32858 0.696021 42092.8 
371.853 413.595 308.993 1.91103 4.01054 -1.79078 -0.707212 1.51255 -99420.3 
603.133 517.328 508.391 3.37957 1.47045 1.4372 -1.74017 1.16748 -446271 
592.62 529.971 519.701 4.42155 1.18531 0.984009 -1.34031 0.829016 -490009 
832.316 835.219 74.8219 3.8102 21.8412 -11.5149 -11.3549 -1.02851 -73438.2 
976.048 961.02 910.224 2.10758 3.51011 -1.08962 -2.05171 0.368785 -1.6347e+06 
481.403 373.266 371.409 1.99069 0.570702 1.50437 -1.55007 0.525 -244118 
859.659 860.835 232.001 1.86696 22.6045 -11.3893 -11.3225 -0.107267 -114140 
307.354 313.716 167.811 4.4608 1.92257 -1.22626 -1.09568 -0.39937 -80489.3 
740.135 709.333 684.959 3.68638 1.86022 0.176162 -1.29935 0.737023 -893735 
522.089 531.619 97.3455 4.4477 10.8592 -4.6795 -4.34763 1.83203 91914.7 
759.507 748.564 702.74 1.07442 2.66606 -0.82628 -1.37166 0.468117 -959358 
