MA MC MH la2 la3 la4 la5 laL m22Squared 
758.279 807.3 680.311 4.05128 5.18223 -4.38986 -1.85344 -1.06108 -989859 
874.564 871.121 368.813 3.55222 22.0403 -10.1927 -10.3913 1.45635 -183914 
785.24 823.062 672.738 0.588776 9.37468 -4.72082 -2.71046 1.94341 -787544 
928.057 976.95 871.765 3.87408 5.94671 -4.75242 -1.67419 -0.479898 -1.54899e+06 
622.296 631.202 190.364 0.0684802 12.7347 -6.16929 -5.80035 0.765012 -26181.6 
365.784 368.017 195.674 4.07989 2.79881 -1.63241 -1.57825 -0.411848 -101500 
286.532 305.71 172.341 1.10715 2.01124 -1.24125 -0.865873 -0.0958839 -65205.3 
715.423 718.606 620.615 1.311 3.90088 -2.24397 -2.09311 -0.436201 -796722 
597.947 636.76 591.509 0.396593 0.489089 -1.71035 -0.126547 -1.34781 -781329 
629.828 632.644 300.957 1.14883 11.3776 -5.17579 -5.0583 1.14353 -111949 
411.659 430.527 235.298 3.89718 4.27282 -2.41057 -1.88542 -0.0231796 -112133 
325.867 349.659 282.711 1.18445 3.24298 -0.965168 -0.433999 1.84381 -48270.5 
368.101 303.622 296.612 1.27469 1.2608 0.646174 -0.785238 1.12174 -108074 
233.555 229.052 59.9316 1.02554 0.872037 -0.773187 -0.842027 -0.743178 -52157.7 
181.235 211.736 166.803 3.20693 -0.122995 -0.479122 -0.0830003 -0.685118 -97107.4 
434.969 430.076 328.005 1.13704 2.1162 -1.2087 -1.34858 -0.441069 -241867 
574.151 579.776 278.638 0.161656 8.9027 -4.37886 -4.16436 0.359482 -133524 
212.251 278.147 210.571 3.24428 1.74736 -1.07974 -0.0117394 0.655887 -48988.6 
517.102 556.537 492.382 0.689596 3.64064 -1.81164 -0.412365 1.41664 -399150 
333.322 330.086 236.341 4.45134 3.49133 -0.841975 -0.91292 1.73643 -6632.58 
128.786 138.688 59.7154 2.18404 1.36784 -0.302682 -0.215149 0.85001 44307.3 
376.68 361.495 341.859 4.40572 1.99049 -0.0429971 -0.413448 1.53404 -140901 
290.393 303.404 29.679 2.24658 2.41174 -1.63427 -1.37893 -0.60146 -38159.6 
372.287 402.293 354.161 2.62006 1.81433 -0.985717 -0.217584 0.611026 -213883 
613.907 618.346 416.626 0.298155 7.41416 -3.54031 -3.35951 0.514342 -316029 
313.236 356.735 266.225 1.24144 0.556922 -1.41332 -0.450146 -1.30654 -220818 
631.032 422.79 421.177 1.78389 -1.44308 3.6038 -3.64882 -1.4881 -444833 
389.59 382.509 149.15 0.21899 6.01515 -1.95981 -2.14051 1.91483 71386.7 
473.775 496.805 239.407 2.95113 5.20089 -3.50074 -2.76204 -1.06188 -178892 
756.802 796.892 747.95 2.55668 1.41669 -2.27867 -0.220127 -1.08211 -1.18434e+06 
304.076 375.963 303.404 1.87311 0.249004 -1.62239 -0.00673758 -1.38013 -267628 
670.766 668.092 21.282 2.28073 13.9613 -7.30904 -7.42735 -0.775119 -47813 
638.799 650.966 524.779 1.77962 5.61191 -2.71096 -2.19233 0.708617 -507903 
782.307 835.897 720.094 3.2053 5.53346 -4.41052 -1.54453 -0.421596 -1.06259e+06 
980.488 980.335 641.276 0.776404 17.957 -9.08058 -9.09052 -0.214072 -835424 
669.99 661.994 627.258 2.23404 0.726514 -0.56405 -0.916026 -0.753562 -832507 
621.822 633.868 181.964 2.0671 14.0548 -6.34219 -5.84228 1.87035 46964.6 
935.459 991.255 892.129 0.729402 5.38447 -4.86145 -1.30858 -0.785564 -1.63933e+06 
840.145 845.102 61.9138 1.0666 22.0563 -11.8765 -11.6004 -1.42064 -93638.2 
895.311 893.44 141.352 2.39102 25.1541 -12.805 -12.9156 -0.566564 -74246.9 
724.261 733.607 139.77 3.52119 18.666 -8.79547 -8.34521 1.52527 53231.6 
143.301 144.278 91.0487 1.3646 1.56622 -0.211637 -0.202347 1.15223 53148.9 
428.249 359.8 356.143 0.667297 1.4589 0.848093 -0.934618 1.37238 -170625 
750.174 796.017 699.774 1.65789 6.5586 -3.55019 -1.20756 1.80085 -870387 
351.258 354.935 27.948 2.25376 3.38218 -2.11176 -2.02593 -0.755507 -47282.4 
881.034 888.89 717.58 2.1596 8.991 -4.77741 -4.31784 -0.10425 -1.03615e+06 
740.949 747.372 224.332 3.36552 16.4552 -8.5564 -8.24048 -0.341706 -121328 
363.569 405.236 309.369 2.84013 3.25814 -1.6614 -0.602699 0.994039 -131263 
686.543 682.927 480.933 2.74128 7.49495 -3.80299 -3.96664 -0.274679 -479216 
224.512 242.349 130.875 1.72338 2.298 -0.825109 -0.549895 0.923 21599.9 
390.328 398.045 209.025 2.29062 4.09099 -1.9967 -1.79563 0.298658 -69309.6 
643.363 624.093 574.404 0.414235 3.30199 -0.580464 -1.38765 1.33388 -579160 
613.787 604.336 496.257 3.70053 3.53407 -1.77538 -2.15585 -0.397158 -516576 
258.257 268.4 113.952 4.14943 1.10747 -1.0641 -0.887566 -0.844193 -77057.1 
168.941 182.155 61.5762 2.03497 2.15461 -0.562303 -0.408974 1.18333 64027.5 
958.603 971.233 541.641 1.65778 22.1195 -11.1424 -10.3368 0.640279 -548003 
532.531 536.882 162.067 4.21364 9.88004 -4.40593 -4.25215 1.22197 21416.9 
756.824 764.593 290.492 4.11918 17.6793 -8.46119 -8.07055 1.14751 -99328.5 
378.405 425.843 323.305 2.34519 1.98149 -1.89979 -0.638908 -0.557204 -242772 
460.463 474.301 38.1181 3.95768 9.04478 -3.90714 -3.47963 1.65802 97430.6 
558.36 565.936 557.218 3.665 0.695774 -0.302538 -0.0210536 0.372182 -598461 
349.038 366.894 97.639 2.86487 3.9372 -2.2781 -1.85562 -0.196516 -30959.1 
796.69 776.251 748.699 2.88828 1.00418 -0.163017 -1.22556 -0.384401 -1.14436e+06 
752.155 758.143 34.1985 0.279933 19.8866 -9.6281 -9.32922 0.929244 53895 
445.884 470.491 250.186 4.19401 6.86689 -2.99621 -2.25097 1.61971 -27167.4 
755.217 761.981 560.762 0.988291 7.3389 -4.5678 -4.22861 -1.4575 -717110 
922.135 899.48 877.274 3.68643 0.494893 0.0299945 -1.33392 -0.809033 -1.58818e+06 
812.549 810.652 79.58 3.32262 22.4986 -10.7037 -10.8055 0.989493 47214.2 
898.67 900.285 114.475 0.541247 25.1735 -13.2248 -13.1288 -1.18017 -97628.2 
434.435 464.364 403.995 3.00019 1.23386 -1.31077 -0.421727 -0.498636 -356600 
697.719 724.569 551.159 3.34466 6.01987 -4.28665 -3.02459 -1.29136 -685701 
199.78 215.981 88.8549 3.10386 2.65583 -0.751679 -0.529061 1.37509 67424.4 
847.645 912.154 841.415 3.77861 4.37347 -3.92571 -0.173896 0.273862 -1.39938e+06 
245.846 236.773 152.587 1.6796 2.11688 -0.469291 -0.614008 1.03358 15982.5 
144.366 121.611 77.5017 1.2394 0.410897 -0.0451211 -0.245144 0.120633 -4712.82 
593.412 633.312 503.774 0.446884 5.25709 -3.24284 -1.62518 0.389071 -484031 
951.597 958.027 622.363 2.31341 17.126 -8.96887 -8.56303 -0.405892 -799235 
993.814 993.092 413.153 4.22295 28.9216 -13.4527 -13.5001 1.96881 -222247 
709.423 716.063 275.718 3.70795 13.9401 -7.3731 -7.0603 -0.493276 -181892 
330.89 248.848 246.322 0.236853 0.468237 0.765291 -0.806625 0.426904 -95514.7 
867.182 868.683 612.014 2.79159 11.6774 -6.32321 -6.23709 -0.882855 -802549 
383.526 395.489 245.584 2.26883 3.72771 -1.74202 -1.43401 0.551671 -87237.7 
151 170.272 109.308 4.09564 0.371329 -0.38396 -0.179339 -0.191969 -35513.5 
792.612 779.771 755.655 2.71806 2.83915 -0.278208 -0.945505 1.61544 -1.04427e+06 
490.442 493.203 207.284 1.27935 7.23876 -3.35446 -3.26471 0.619594 -48438 
535.4 538.189 355.856 3.18277 5.37724 -2.74322 -2.64426 -0.0102416 -253886 
699.056 632.29 618.867 3.85796 1.47038 1.19133 -1.74636 0.915341 -710599 
564.258 586.734 414.778 2.34588 7.44346 -3.27329 -2.41832 1.75185 -238066 
503.506 536.947 374.189 1.47058 5.99962 -3.02545 -1.87554 1.09863 -213551 
888.304 887.219 597.666 1.22481 15.5873 -7.07292 -7.13662 1.37773 -631034 
141.825 155.311 14.4137 4.25441 -0.120459 -0.461382 -0.328947 -0.910789 -55532.8 
826.832 837.633 375.527 1.1571 18.2106 -9.5609 -8.96673 -0.317043 -301227 
497.901 520.533 385.603 0.333981 4.44448 -2.40126 -1.63951 0.403713 -272948 
547.175 556.093 360.372 4.22412 5.85485 -3.12663 -2.80144 -0.0732267 -264168 
852.421 856.563 293.019 1.86936 20.1305 -10.8222 -10.5883 -1.27996 -249179 
627.403 638.78 515.896 2.04357 4.53326 -2.58274 -2.10664 -0.156117 -541745 
517.264 488.416 448.383 3.35918 -0.00146331 -0.140323 -1.09912 -1.2409 -477189 
250.322 297.827 189.091 1.98386 1.55231 -1.30521 -0.444609 -0.197508 -83462.9 
614.949 655.969 521.132 0.645143 6.96755 -3.48418 -1.76124 1.72213 -438941 
107.609 108.035 64.5352 3.57627 0.878036 -0.125564 -0.122529 0.629942 29792 
553.262 559.15 529.644 3.91242 1.71002 -0.639111 -0.422639 0.648271 -521815 
668.832 670.336 54.4708 4.46415 13.4559 -7.40957 -7.34299 -1.29671 -84405.6 
444.359 452.323 119.953 2.19177 6.80405 -3.2611 -3.02509 0.517869 2562.08 
356.639 393.986 313.74 2.32987 1.45713 -1.4017 -0.475222 -0.419794 -222270 
122.382 98.9537 4.05164 0.980663 -0.914268 -0.0758472 -0.247222 -1.23734 -74911.5 
748.582 774.036 724.054 2.70158 3.52506 -1.87774 -0.596873 1.05045 -984941 
952.519 953.77 639.177 1.14376 15.1291 -8.32039 -8.24156 -1.43281 -903802 
765.7 809.048 669.698 3.15426 7.89737 -4.53314 -2.27711 1.08712 -831201 
655.24 620.696 595.111 2.00705 2.39365 0.214324 -1.24236 1.36561 -625673 
709.313 605.919 596.631 2.52799 2.26598 2.06257 -2.43168 1.89688 -597146 
512.718 529.754 245.356 0.536981 6.39678 -3.93613 -3.3492 -0.888544 -174171 
619.943 620.104 40.6857 4.01509 13.6429 -6.33011 -6.32352 0.989272 56556.1 
456.539 400.006 399.553 3.66032 -0.287215 0.794178 -0.806156 -0.299193 -337391 
551.819 393.613 391.265 3.69757 0.557449 2.44119 -2.50207 0.496559 -276127 
90.5661 75.638 69.5266 2.52338 -1.34668 0.0263393 -0.0556592 -1.376 -92937.8 
761.727 768.592 676.662 1.51367 4.56916 -2.36909 -2.02189 0.178176 -904960 
660.886 670.337 560.903 1.45462 4.44505 -2.4344 -2.0186 -0.0079448 -629706 
777.963 783.254 400.191 1.01229 16.6452 -7.62764 -7.35464 1.66296 -219670 
721.474 740.675 637.758 0.810127 3.40539 -2.80814 -1.88033 -1.28308 -891117 
440.044 450.65 327.636 2.63635 4.79934 -1.73816 -1.42595 1.63523 -115734 
280.177 279.412 8.08984 1.78864 3.18044 -1.28193 -1.29608 0.602427 36325.6 
960.037 882.819 880.634 1.102 0.0908846 2.28778 -2.41515 -0.036485 -1.55324e+06 
669.652 711.247 574.491 2.6032 7.59492 -3.85469 -1.9564 1.78383 -552130 
733.378 778.446 689.495 0.675063 3.31721 -3.28359 -1.0318 -0.998175 -1.01121e+06 
646.581 636.641 627.704 2.53551 1.654 0.0240858 -0.3975 1.28058 -710529 
376.596 369.227 239.129 1.18387 1.95349 -1.21705 -1.39866 -0.662215 -154440 
503.367 560.405 486.694 1.60504 3.14981 -2.27806 -0.272777 0.598971 -437495 
288.931 340.619 275.289 0.0477766 0.252552 -1.20262 -0.127191 -1.07726 -216760 
529.725 568.824 502.955 1.69248 3.12256 -1.87636 -0.456815 0.789387 -458157 
689.638 714.278 470.945 4.33984 8.43454 -5.33735 -4.19413 -1.09695 -509961 
264.43 275.594 238.81 3.1137 0.178022 -0.412295 -0.213058 -0.44733 -141131 
276.61 261.553 176.035 1.7847 0.848557 -0.484476 -0.752278 -0.388196 -85468.9 
596.381 595.807 179.054 4.26616 10.9609 -5.32491 -5.3475 0.288493 -46662.4 
750.67 769.87 700.818 2.08718 3.75193 -2.16055 -1.1957 0.395677 -958348 
604.507 646.801 579.01 3.80088 1.82992 -2.24771 -0.498647 -0.916435 -725964 
930 953.363 693.914 0.220249 15.3807 -7.78943 -6.33525 1.25606 -887021 
367.497 380.961 351.611 2.54476 2.23541 -0.521816 -0.188771 1.52482 -154984 
306.541 304.089 154.527 3.3043 0.920479 -1.1087 -1.15818 -1.34641 -129236 
876.092 849.328 808.212 4.44796 0.928953 -0.363081 -1.88927 -1.3234 -1.3865e+06 
740.042 740.894 338.213 0.955457 15.8141 -7.20136 -7.15966 1.45309 -140842 
202.419 247.567 135.371 1.56633 2.18064 -1.04568 -0.374255 0.760706 9384.45 
827.684 826.528 351.424 0.475942 17.3607 -9.21639 -9.27956 -1.13521 -315696 
935.581 884.784 877.09 3.69299 0.19307 1.30403 -1.75202 -0.254928 -1.554e+06 
642.39 623.27 594.65 3.86247 -0.33449 -0.176112 -0.975888 -1.48649 -797173 
770.177 780.269 481.1 1.75426 14.0508 -6.4943 -5.97719 1.57929 -367342 
497.756 496.488 193.026 2.34577 6.93979 -3.43679 -3.47845 0.0245452 -73032.6 
265.544 305.813 230.85 4.12914 0.542093 -1.04498 -0.28458 -0.787466 -154238 
199.109 111.703 110.354 1.96474 -1.12441 0.443973 -0.453869 -1.13431 -93000.1 
953.708 961.516 854.826 1.98208 7.99734 -3.44935 -2.9551 1.59289 -1.36506e+06 
692.041 682.848 590.474 3.37568 3.18882 -1.7348 -2.1525 -0.698482 -739589 
482.404 498.135 471.018 2.39348 2.13593 -0.689172 -0.179395 1.26736 -367020 
415.795 326.572 326.306 3.19615 -1.27011 1.09167 -1.09739 -1.27584 -290160 
738.494 746.949 443.838 4.31499 13.3801 -6.17192 -5.75684 1.4513 -306157 
659.233 671.13 604.757 1.81141 4.77058 -1.66092 -1.13784 1.97182 -612135 
835.995 869.011 707.598 1.21635 7.91567 -5.13549 -3.27505 -0.494862 -1.03134e+06 
451.323 478.68 414.937 2.04736 2.31793 -1.36169 -0.520845 0.435395 -317997 
507.797 431.418 418.199 0.0398941 1.7415 0.999809 -1.371 1.37031 -266855 
427.737 469.106 363.933 0.687104 2.13488 -2.06087 -0.834684 -0.760671 -310927 
945.991 945.914 939.503 3.65257 2.14932 -0.197356 -0.202125 1.74984 -1.65944e+06 
534.34 563.562 447.748 1.00416 4.24036 -2.46557 -1.40527 0.369525 -378594 
798.539 794.293 756.536 0.735564 0.508717 -0.855816 -1.07935 -1.42645 -1.23102e+06 
482.771 497.418 301.263 3.84397 4.97287 -2.82608 -2.35159 -0.204794 -193912 
924.029 950.519 840.616 0.266383 7.70954 -4.07342 -2.43231 1.20381 -1.34042e+06 
855.656 872.812 605.169 1.88581 13.7634 -7.02667 -6.04664 0.690068 -690698 
787.622 826.002 786.497 0.618269 0.719245 -2.07607 -0.0292668 -1.38609 -1.32103e+06 
941.332 963.842 736.936 0.323544 11.5232 -7.08574 -5.66844 -1.23094 -1.16064e+06 
809.047 840.864 658.056 1.80022 10.557 -5.39541 -3.66052 1.50107 -775236 
168.743 158.158 52.2455 4.01872 1.7125 -0.311063 -0.425416 0.976021 53605.7 
107.488 89.2588 82.3677 3.9301 -0.195001 0.0397242 -0.0788109 -0.234087 -27734.9 
425.584 454.611 358.16 3.12872 3.47151 -1.7176 -0.873211 0.8807 -203261 
788.893 810.755 636.946 3.052 9.21819 -4.73589 -3.58007 0.902226 -756800 
826.195 835.452 357.609 2.50441 18.5914 -9.67478 -9.16639 -0.249813 -270886 
682.761 693.135 217.337 0.612969 15.0769 -7.39434 -6.92258 0.76002 -48477.2 
262.284 284.38 146.914 2.55793 1.7223 -1.17931 -0.780114 -0.237126 -57517.1 
196.278 183.176 29.3103 0.528051 0.528003 -0.458109 -0.622414 -0.552521 -35154.5 
331.794 324.256 40.6352 1.09047 2.63918 -1.62842 -1.79186 -0.781097 -50571.3 
636.3 649.852 381.92 0.130073 9.76072 -4.85615 -4.28011 0.62446 -253935 
786.612 796.124 645.98 1.31557 6.69234 -3.82675 -3.32917 -0.463574 -862634 
834.619 863.447 787.038 2.10459 2.68949 -2.89283 -1.27505 -1.47839 -1.32832e+06 
965.87 970.562 227.555 3.39397 28.239 -14.8604 -14.5602 -1.18162 -175069 
510.935 529.442 301.699 3.56204 7.63202 -3.44605 -2.80971 1.37627 -98758.4 
728.271 760.327 675.817 2.6246 4.0584 -2.79408 -1.21705 0.0472705 -910597 
966.553 916.895 901.662 2.27638 1.4088 1.08774 -2.00326 0.493285 -1.59614e+06 
340.641 369.806 212.873 1.51619 4.06561 -1.85341 -1.16864 1.04355 -27478.2 
752.878 755.026 129.434 3.17911 17.208 -9.19674 -9.08969 -1.07845 -98770 
505.075 329.428 326.259 1.4052 1.38368 2.38779 -2.45647 1.31499 -133312 
843.656 857.101 613.332 0.477526 12.6451 -6.30105 -5.54529 0.798753 -704015 
585.179 589.267 133.573 1.76235 12.4741 -5.52244 -5.36375 1.58788 60408.6 
822.319 828.04 6.76305 4.07743 21.2966 -11.4853 -11.1733 -1.36207 -82518.4 
354.923 345.152 323.11 2.99943 0.784899 -0.13037 -0.356442 0.298087 -190761 
178.246 161.363 133.66 1.74358 1.76688 -0.04031 -0.229799 1.49677 54848.5 
883.438 933.961 819.322 0.508383 8.50881 -4.83865 -1.80403 1.86613 -1.22965e+06 
379.062 389.111 245.786 4.27026 2.01905 -1.63124 -1.37612 -0.9883 -180630 
515.539 516.335 15.1644 0.200289 8.78251 -4.41524 -4.38811 -0.0208342 -1720.72 
703.019 743.074 599.15 0.343513 6.62041 -4.14934 -2.23504 0.23603 -703678 
907.972 911.251 654.294 0.229138 12.8368 -6.74607 -6.54888 -0.458126 -883925 
332.803 229.794 223.151 3.74271 0.640101 0.907928 -1.00736 0.540666 -66874.1 
791.009 715.822 704.997 0.572051 -0.00110015 1.61795 -2.12629 -0.509447 -1.02487e+06 
316.055 331.685 314.729 0.108113 -0.00705278 -0.348414 -0.0138166 -0.369284 -220456 
349.791 350.552 307.852 2.40262 0.814682 -0.473377 -0.455766 -0.11446 -196472 
524.899 532.63 395.49 1.27091 5.178 -2.23839 -1.96819 0.971414 -254038 
358.783 392.049 349.25 4.36927 0.962399 -0.937009 -0.111532 -0.0861428 -249165 
508.698 487.584 463.659 1.68557 2.16162 -0.0284945 -0.723676 1.40945 -344664 
514.657 521.244 492.085 3.97353 2.58038 -0.601011 -0.375507 1.60386 -387237 
838.613 902.982 830.213 4.46878 4.27977 -3.93657 -0.231651 0.111546 -1.37176e+06 
742.966 746.969 57.2049 3.46335 17.2927 -9.26456 -9.06746 -1.03934 -69441.5 
702.936 671.121 665.984 1.1136 1.90086 0.608861 -0.835883 1.67383 -785775 
501.354 502.445 160.941 1.62967 7.70459 -3.76173 -3.72553 0.21734 -38651.2 
398.369 410.408 311 3.00111 4.09287 -1.34594 -1.02414 1.72279 -89185.3 
252.704 252.485 177.431 1.82711 0.054936 -0.531368 -0.53502 -1.01145 -124173 
961.844 962.251 815.116 4.09987 10.0156 -4.33432 -4.30846 1.3728 -1.24575e+06 
504.81 518.948 456.078 2.1165 3.91344 -1.25214 -0.773776 1.88753 -301788 
296.316 334.896 292.569 0.0676031 2.63564 -0.841289 -0.036456 1.75789 -64812.7 
938.803 935.715 566.721 4.44253 17.2067 -9.06537 -9.2567 -1.11533 -709841 
792.59 804.776 682.84 0.474672 4.66197 -3.31912 -2.6758 -1.33295 -1.01321e+06 
664.993 688.766 459.09 2.63173 7.21324 -4.88823 -3.82465 -1.49963 -512279 
959.191 961.023 462.79 3.75842 24.9127 -11.7805 -11.6642 1.46796 -339513 
921.374 932.328 523.424 1.58009 20.012 -10.172 -9.50093 0.339088 -527425 
966.432 986.81 868.126 3.4025 5.80214 -4.29561 -2.98015 -1.47362 -1.59646e+06 
495.458 482.225 390.761 2.97891 2.02686 -1.10564 -1.53322 -0.612004 -342425 
966.21 817.43 813.507 4.2026 -1.17028 4.27941 -4.49084 -1.38171 -1.4072e+06 
991.001 914.162 913.368 1.9173 0.00777844 2.39511 -2.44303 -0.040135 -1.67091e+06 
969.875 980.689 441.566 3.99616 27.1971 -13.0192 -12.322 1.85595 -277646 
220.153 192.769 192.261 1.52977 1.56114 0.183614 -0.190082 1.55467 20154.2 
955.591 958.187 506.859 0.107848 23.2619 -11.0084 -10.8442 1.40933 -428524 
917.055 927.296 733.257 2.83418 10.1123 -5.63655 -5.01228 -0.536571 -1.1078e+06 
973.046 970.365 533.64 3.37787 22.8969 -10.7678 -10.94 1.18898 -497591 
637.972 635.182 19.665 1.3149 13.3351 -6.60186 -6.71925 0.013984 72.83 
195.39 212.559 149.983 3.82172 2.74859 -0.490627 -0.259145 1.99882 75971 
291.066 283.681 194.712 0.593014 0.772776 -0.63318 -0.773453 -0.633857 -114184 
384.417 417.87 305.437 2.14876 2.85122 -1.78732 -0.900337 0.163566 -176685 
439.533 441.947 356.137 0.38947 3.0304 -1.16681 -1.0965 0.767091 -207246 
167.957 198.899 140.581 3.61205 1.90628 -0.514719 -0.139576 1.25198 36238.8 
272.235 286.701 238.979 2.7767 -0.515719 -0.548145 -0.280939 -1.3448 -195604 
804.392 835.25 680.316 3.98043 8.94222 -4.71626 -3.0441 1.18186 -854139 
922.643 916.619 857.636 2.36205 2.8107 -1.54624 -1.91238 -0.647923 -1.51029e+06 
417.975 461.442 344.42 2.43533 2.78881 -2.18998 -0.926662 -0.327834 -257089 
910.093 908.594 763.786 3.63742 9.55749 -3.95674 -4.04687 1.55388 -1.0727e+06 
299.34 297.726 15.2997 2.77638 1.43758 -1.44495 -1.47681 -1.48418 -90284.7 
704.3 734.784 617.994 1.62097 4.20885 -3.33564 -1.88582 -1.01261 -825111 
836.492 846.533 336.673 4.1 21.1316 -10.248 -9.68951 1.1941 -154436 
271.633 285.22 81.2433 2.31179 2.54742 -1.36023 -1.11019 0.0770086 -8540.7 
672.156 682.136 37.1569 4.12532 13.8732 -7.88957 -7.44288 -1.45921 -91066.9 
618.5 615.381 313.101 0.963205 11.1304 -4.57419 -4.70141 1.85484 -83817.1 
719.474 723.624 421.167 0.23624 11.5842 -5.8206 -5.62268 0.140895 -346236 
364.942 374.156 186.64 4.2652 2.65156 -1.85022 -1.62516 -0.823814 -119523 
813.935 826.038 422.756 4.3413 16.1069 -8.65005 -7.99405 -0.537181 -389953 
206.586 220.889 107.488 0.709958 3.03593 -0.716376 -0.514313 1.80524 86138.6 
322.361 322.483 246.241 0.46548 2.76218 -0.717812 -0.715215 1.32916 -40834.4 
711.518 719.99 605.929 3.05074 4.51613 -2.69953 -2.29869 -0.482095 -763474 
775.464 825.071 752.221 1.25506 2.92649 -3.21078 -0.586748 -0.871042 -1.18439e+06 
492.271 431.753 424.246 1.10413 0.998891 0.817868 -1.03024 0.786524 -312372 
844.728 841.967 381.14 1.49962 18.031 -9.23696 -9.39088 -0.59688 -326656 
932.458 990.331 930.796 3.95246 4.73199 -3.72879 -0.0511732 0.952024 -1.67515e+06 
291.388 271.326 211.205 1.65567 0.920808 -0.292842 -0.665929 -0.0379631 -91512.4 
152.204 154.613 11.8355 2.59009 -0.700171 -0.404921 -0.380492 -1.48558 -90181.8 
860.004 878.179 635.454 2.3533 11.0506 -6.59312 -5.54903 -1.09153 -873659 
555.571 552.252 66.667 0.385053 9.96322 -4.9055 -5.027 0.0307111 -7030.48 
869.598 866.79 718.979 2.49881 9.39899 -3.79273 -3.95383 1.65244 -933862 
663.64 649.085 629.128 3.75329 -0.405172 -0.105834 -0.737253 -1.24826 -867143 
914.279 867.727 866.632 0.977788 -0.070294 1.3394 -1.40218 -0.13307 -1.51015e+06 
481.224 498.141 396.941 4.28368 2.33837 -1.77059 -1.22305 -0.655269 -354779 
267.782 307.483 266.093 1.49989 0.954689 -0.769706 -0.0149007 0.170083 -131318 
322.235 320.61 35.9912 0.260932 2.23471 -1.6599 -1.69443 -1.11963 -70346.2 
905.646 915.912 728.971 2.43687 11.4943 -5.39028 -4.77222 1.33178 -982203 
615.405 596.811 546.18 3.45461 2.09795 -0.583803 -1.32875 0.185395 -585407 
806.59 742.069 738.762 3.19584 0.838065 1.57023 -1.73206 0.676234 -1.05062e+06 
950.413 940.05 922.359 2.54841 0.244735 -0.220706 -0.868169 -0.844139 -1.75258e+06 
463.437 437.163 431.822 3.1411 2.05636 0.314315 -0.467713 1.90296 -257781 
550.918 546.367 59.2577 0.885462 9.62633 -4.7923 -4.95735 -0.123321 -14485.8 
547.945 561.14 337.774 4.43117 5.6568 -3.55976 -3.07608 -0.979042 -287430 
307.331 315.782 229.375 1.41948 3.07528 -0.865416 -0.69138 1.51848 -13333 
60.0802 91.622 23.8701 1.88863 -1.10637 -0.208371 -0.0502321 -1.36497 -83742 
503.498 524.555 304.711 4.33688 4.91044 -3.37028 -2.65487 -1.11471 -253156 
501.824 498.059 82.5959 2.12552 8.07562 -3.92417 -4.0486 0.102848 -7420.23 
700.253 720.845 612.9 0.516445 4.374 -2.86262 -1.8955 -0.384118 -774537 
940.116 950.66 431.475 0.139334 22.8564 -12.1872 -11.5283 -0.859084 -424330 
885.658 889.143 688.883 3.07753 10.2666 -5.32421 -5.1198 -0.177438 -959859 
685.881 533.433 528.855 3.10454 -0.351479 2.99128 -3.15199 -0.512187 -590371 
538.984 524.115 441.344 3.16838 1.99509 -1.05932 -1.58172 -0.645946 -428658 
574.658 579.424 351.74 1.37494 8.46751 -3.59427 -3.4125 1.46074 -159044 
644.961 651.22 182.639 3.0287 12.0084 -6.59071 -6.32259 -0.904908 -121475 
778.324 783.991 473.336 2.59153 12.9123 -6.60073 -6.3081 0.00345861 -447885 
187.548 234.743 132.756 3.75693 0.971863 -0.94867 -0.290008 -0.266815 -51394.9 
933.347 961.545 769.12 2.2488 11.6011 -6.38601 -4.62014 0.594932 -1.14709e+06 
226.123 222.806 169.353 2.42706 0.734236 -0.321785 -0.370997 0.041454 -54852.4 
677.446 690.524 478.09 1.31478 6.74256 -4.39791 -3.80664 -1.46198 -545614 
285.301 284.524 193.778 0.29255 1.2216 -0.709923 -0.724553 -0.212871 -87981.6 
382.806 380.397 107.601 2.62578 4.78615 -2.16942 -2.2302 0.386533 235.351 
384.928 390.886 298.374 3.63995 3.48698 -1.13007 -0.977309 1.3796 -94566.1 
158.301 138.957 112.339 1.84325 0.131721 -0.0155093 -0.205553 -0.0893408 -30646.8 
856.291 857.228 718.555 3.8637 6.31164 -3.63747 -3.58439 -0.910217 -1.08773e+06 
943.864 904.157 885.045 2.49018 2.0368 0.6475 -1.77762 0.906673 -1.51174e+06 
550.763 496.732 494.505 0.939596 0.393508 0.898755 -0.971706 0.320557 -469672 
504.502 534.922 478.279 2.5085 2.81508 -1.47086 -0.425857 0.918365 -401926 
573.624 616.604 556.356 0.164635 2.11237 -2.01307 -0.322439 -0.223142 -632568 
510.086 545.663 432.536 3.20123 2.86544 -2.4493 -1.20795 -0.791804 -422092 
678.302 656.469 602.529 3.55413 2.85716 -0.640632 -1.60376 0.612767 -689000 
147.569 130.218 111.953 1.88463 1.28384 0.00655093 -0.152742 1.13765 43779.2 
831.536 832.219 104.021 3.03879 24.4703 -11.2847 -11.2471 1.93849 95668.8 
339.751 345.378 233.335 2.4078 1.12781 -1.13516 -1.00775 -1.01511 -170321 
800.743 833.726 738.331 2.32513 3.48664 -3.36893 -1.5873 -1.4696 -1.1792e+06 
153.611 182.17 107.191 2.63444 0.95234 -0.516978 -0.200056 0.235305 -8739.88 
950.678 968.632 788.309 0.867048 9.85953 -5.80466 -4.66581 -0.610943 -1.27983e+06 
724.271 724.37 565.149 1.50358 5.31062 -3.39516 -3.39041 -1.47495 -728046 
