S	T
-0.0240371	0.06945
-0.0212601	0.0673831
-0.0138118	0.0273437
-0.00768281	-0.008003
0.00192175	-0.0195199
-0.0117489	0.004702
-0.00236586	0.0177536
-0.00047899	-0.0144776
-0.00981262	0.0955974
0.000303097	-9.40145e-05
-0.00167528	-0.0123301
-0.0080342	0.0704089
-0.00596324	-0.0162791
-0.0243788	0.0909175
-0.0112491	0.00438103
-0.00381109	0.0133899
-0.00955846	0.0558407
-0.00465376	0.0314155
-0.0147232	0.105494
-0.0306527	0.0441718
-0.00264477	0.00372295
-0.0219057	-0.0318716
-0.0159031	0.0491426
-0.00722239	0.0464918
0.00445063	-0.00614093
-0.00922634	0.102736
-0.00112729	-0.00177067
-0.00378528	0.0598918
-0.00245029	-0.0117072
-0.0138538	0.00537111
-0.00851982	0.0830844
-0.0153654	0.00343991
-0.00434819	0.00840713
-0.00614848	0.0189445
-0.00618816	0.0478408
-0.00529565	0.00495196
-0.0265178	0.0280834
-0.000886153	0.00136028
-0.00371181	0.00572628
-0.00456285	0.0925528
-0.00590407	0.000954853
-0.0224291	0.0955943
-0.0269003	0.080082
0.00568123	-0.000425018
-0.00745427	0.0980058
-0.00202826	-0.00403891
-0.000680899	-9.34361e-05
0.00441152	-0.00656107
-0.00470156	0.0219789
-0.00984916	0.0502351
-0.0129496	0.0147445
-0.00501969	0.00858085
0.00172618	-0.000953852
-0.0152182	0.01741
-0.0186183	0.00468793
0.00137449	-0.00708961
-0.0110406	0.0185784
-0.000677243	-0.00139435
-0.00136285	0.00307542
0.0114137	-0.00858814
-0.0222391	0.0551885
0.0101819	-0.00269763
-0.00470491	0.0830166
-0.00745996	-0.0128027
-0.0155261	0.0862588
-0.0168246	-0.00656098
-0.0135357	0.0689922
-0.0103815	0.0353309
-0.0113837	0.0421689
-0.00689573	0.091647
-0.00416187	-0.00738984
-0.00281642	0.0353366
-0.00412637	0.0391677
-0.00588128	-0.00891003
-0.00437184	0.107212
-0.0166326	0.0322272
-0.00190231	-0.0211575
-0.00591041	0.0102164
-0.0293967	0.0943739
-0.0196751	-0.0167884
-0.0138794	0.0434697
-0.00149136	-0.0136696
-0.0214938	0.0116407
-0.0240087	0.0397126
-0.0165742	-0.0284414
-0.00743185	0.0014611
-0.0145539	0.070466
0.00278766	-0.00130454
-0.0218267	0.0506962
-0.0122348	0.0496471
-0.01739	0.0520443
-0.0205898	0.0577927
-0.0146053	0.0747172
0.00867306	-0.0116161
-0.00493231	0.0368002
-0.0032763	0.0570509
-0.00896498	0.0909885
0.001321	-0.00841211
-0.0140816	-0.0246669
-0.0194809	-0.0209626
-0.0019342	-0.0209842
-0.0125351	0.00643187
-0.00828412	0.0936235
-0.00750114	0.0428173
-0.00610802	-0.0039112
-0.0031687	0.00923668
-0.00812531	0.0161266
-0.0103876	0.0834874
-0.00426226	0.0381217
0.00226155	-0.0139408
-0.00568752	0.0103778
-0.0106906	0.0170332
-0.0170398	0.0492378
-0.00339321	-0.0137069
-0.00832635	-0.0183221
-0.0227614	0.0248878
-0.0124211	0.0870376
-0.0186541	0.0988951
-0.000570713	-0.0145611
-0.0653868	0.0306595
-0.00662306	-0.0192608
-0.0059969	0.0253467
-0.0230553	0.0122096
-0.00433001	0.106095
8.6481e-05	-0.0150128
0.00399268	-0.00888575
-0.00627779	0.016321
-0.0156076	0.0174769
0.00162655	-0.0128035
-0.00377992	0.014688
0.0109677	-0.0137642
-0.00166921	0.00412094
-0.00494082	0.00940214
0.00844703	-0.00542776
-0.00639541	-0.0239829
-0.00659868	0.0179368
-0.00363627	0.03688
-0.0211744	0.0180581
-0.00610444	0.11566
-0.00874161	0.017583
-0.0132309	-0.00879507
-0.00858835	0.0502375
-0.0164795	0.0159835
-0.011352	0.0546588
-0.000342979	-0.0140267
-0.0140349	0.00789272
-0.0128342	0.0827772
-0.0213598	-0.0215219
-0.0222323	0.0330767
-0.0221923	0.0559505
0.00176066	-0.00831415
0.00150243	-0.0200334
-0.0111966	0.0690607
-0.00418446	-0.0194743
-0.00576517	0.033006
-0.00738298	0.000883228
-0.0110098	0.0977908
-0.0094063	0.090193
-0.00955088	-0.0231276
-0.00228649	-0.0154519
-0.0185878	0.03401
-0.000622293	0.000774507
-0.0251799	0.0147076
-0.0122288	0.0641903
-0.0105682	0.00480337
-0.00327395	0.0444497
-0.019059	0.0432495
-0.00496229	0.068543
-0.00222147	0.00999071
0.00358418	-0.0141192
-0.00894443	0.025167
-0.0221729	0.0158217
-0.00708729	0.0318512
0.00505303	-0.00519622
-0.00536851	0.050241
-0.018123	0.105782
-0.0504905	0.0338898
-0.0179389	-0.0254406
-0.0173714	0.064043
-0.0141426	0.0670008
-0.0184817	-0.0117464
-0.00321162	0.0110591
-0.0213117	0.10036
-0.0286079	0.0949843
-0.00299456	0.00500273
0.00334694	-0.012703
-0.0199772	-0.00369916
-0.0295053	0.0388868
-0.0256919	0.0780117
-0.0130234	0.00347428
-0.00678108	0.0972853
-0.00116188	-0.0021122
0.00130137	-0.0118503
-0.0206867	-0.0167672
-0.00582608	0.0277255
-0.00225239	-0.00400092
0.00341648	-0.0160949
-0.0167484	0.099336
0.00434243	-0.015186
-0.0149284	0.014098
0.0168015	-0.00983366
-0.0196388	-0.012638
-0.0146291	0.000719904
-0.00864928	0.0175323
-0.0126608	0.037083
-0.0214291	0.0180315
-0.00431115	-0.0113865
-0.0160999	0.0636503
-0.00342029	-0.00944688
-0.00799414	0.0564827
-0.0125174	0.0529521
-0.0226744	0.0267734
-0.0100188	0.110872
-0.00981526	0.100816
-0.00948028	0.0554314
-0.0212136	0.0971956
-0.00497975	0.106026
-0.011068	0.0435816
-0.017219	-0.0282869
0.0174955	-0.00291314
-0.0168167	0.0108125
-0.00177593	0.00830291
-0.000570862	0.000162485
-0.0175745	0.00709652
-0.00994047	-0.0227488
-0.0199589	-0.000543416
-0.0225583	0.0381322
-0.0220636	0.0964361
0.00576001	-0.0148068
-0.0150944	0.0528824
-0.0116759	0.0509751
-0.00467716	0.0453989
-0.0314307	-0.00567586
-0.0066401	0.0398276
-0.00726085	0.025223
-0.0151217	0.032529
-0.00297473	-0.00798342
-0.00219645	0.00785669
-0.00423005	0.0330342
-0.00588693	0.039895
0.00878067	-0.0136864
-0.012169	0.0389828
-0.0068996	0.061796
-0.0179669	-0.0130285
-0.0106345	0.0559779
-0.00589617	0.0385418
-0.00575296	0.0504734
-0.00416732	-0.0224612
0.00152677	-0.00636765
-0.00423525	0.0421118
-0.00510856	-0.0173094
-0.00585347	0.0784714
-0.00435737	-0.0155597
-0.0147379	0.0474282
-0.0221458	-0.0049325
-0.00114938	0.00179984
-0.0396533	0.0727946
-0.00848946	0.0402246
-0.0175013	-0.0147962
-0.0235449	0.0592259
-0.0180186	-0.0155952
-0.0212211	0.0684327
-0.029027	0.0840174
-0.00204354	-0.00253215
-0.00563532	0.113459
-0.00844894	0.0684373
-0.0200975	-0.00360647
-0.00604801	0.0786738
-0.0128916	-0.0129022
-0.00523766	0.0110895
-0.00141603	-0.00749241
-0.00481071	0.0203834
-0.000909677	-0.00567719
-0.0155351	-0.0108274
-0.0176752	0.0478516
-0.00531451	0.0276867
-0.00690731	0.107613
-0.013345	0.0308551
0.00156828	-0.00146469
-0.0218928	-0.0201553
-0.00755872	0.0617491
-0.0140983	-0.0104163
-0.00520475	0.00291759
-0.0166514	-0.0306302
-0.00703482	0.0427551
-0.0164191	0.101301
-0.0133436	0.108448
-0.00801874	0.0820982
-0.0185357	0.0723927
-0.0119145	0.00245415
-0.0162635	0.0164057
-0.0141749	0.0422917
0.000657599	-0.00348356
-0.00450834	-0.0145014
-8.70148e-05	-0.00561846
-0.00463739	0.0125221
-0.00254095	-0.00283074
-0.00562305	-0.0175595
-0.00713021	0.0424894
-0.0141438	0.0598302
-0.0163105	0.0441651
-0.00270329	-0.0132824
-0.0210266	0.0466747
-0.00552093	0.0954137
-0.0166146	0.086882
-0.00214528	-0.000453475
-0.0133738	-0.019282
-0.0212398	0.0845439
-0.0183214	0.0785664
-0.00313722	-0.0124834
-0.00410033	0.0184784
-0.0155913	-0.0151619
-0.0152458	-0.00570049
0.000184501	-0.0161336
-0.0105958	0.0371117
-0.00412073	0.0825809
-0.00181072	-0.0125075
-0.0153711	-0.0263528
-0.00138545	-0.0157461
-0.00633439	0.0306174
-0.0337492	0.0852057
-0.0170814	0.087398
-0.0037967	0.0109203
-0.0117678	0.0399279
-0.00251129	0.0158488
-0.013843	0.000622869
0.00447458	-0.00601806
-0.00879199	0.0847289
-0.0105003	0.00377767
0.00204796	-0.00141714
-0.018238	0.0540213
-0.00487578	0.0206675
-0.0223158	0.0455333
-0.00155566	0.00817569
-0.00530081	0.0131659
-0.0122025	0.00906269
-0.0204651	0.0962808
-0.0112171	0.0453596
-0.0077747	0.0197363
-0.00693802	0.0904134
-0.00737418	-0.0214053
-0.00550154	0.0848923
-0.00156379	0.00470787
-0.0192987	0.0603057
-0.0160261	-0.0253903
-0.0124964	0.00912407
-0.0162489	0.0671431
-0.0083636	0.0739333
0.00152251	-0.00692718
-0.00745311	0.00125678
-0.00831826	-0.00288849
0.00747085	-0.0126882
-0.0258276	0.0214763
0.00225336	-0.0164908
0.00785853	-0.00648384
0.0043298	-0.015595
-0.0220842	0.0368875
-0.0210335	0.00142348
-0.00305525	0.010294
-0.0221538	0.0220541
-0.00987579	0.0820324
-0.00812698	0.104873
-0.0136755	0.0443492
-0.0214437	0.00218765
-0.0178283	-0.0151139
-0.00767569	-0.00472169
-0.00818271	-0.00531545
0.00368944	-0.00102081
-0.00376726	0.0158312
-0.00638044	-0.0167258
-0.0187845	0.08785
-0.00322271	0.0477888
-0.00399832	0.00141179
0.0238578	-0.00143556
-0.00519218	0.0813934
-0.0206927	0.00906714
-0.00581887	-0.0200552
-0.00427407	0.0751905
-0.00881621	0.108468
-0.0176754	-0.0206867
-0.00676072	0.10695
-0.00140416	-0.0135161
0.000327694	-0.00215418
-0.00381314	0.0329354
-0.00397191	0.0334011
-0.0167578	0.081363
0.028142	0.0464985
-0.00629875	-0.00265498
-0.0117958	-0.013497
-0.00813104	0.0632642
-0.00485653	0.0885994
0.0113521	-0.00808057
-0.0154801	0.0598441
-0.00571732	0.0521932
-0.00514946	0.0205413
-0.0070479	0.112053
-0.00754284	0.101548
0.0110545	-0.00394483
-0.0222083	0.0432551
-0.0120982	0.0820887
-0.00612067	-0.0130248
-0.00300463	0.00400029
-0.00343701	0.0167045
-0.00443125	0.0131614
-0.00344334	0.0393701
-0.011326	0.00882023
-0.00775866	-0.017792
-0.00162946	-0.0112531
-0.0377821	0.0532234
0.0010529	-0.000641236
-0.00344438	0.0648523
-0.0223056	0.0198932
0.000490692	-0.000206623
-0.0173918	0.102704
-0.0122788	0.0420589
-0.0212538	0.0248263
-0.00732291	0.041876
-0.0105397	-0.0127797
-0.00977184	-0.0059426
-0.0141227	0.042735
-0.00682252	0.0605081
-0.00941467	0.0931458
-0.00419453	0.0397793
-0.0078705	0.0967636
-0.00310196	0.0010169
-0.000302064	-0.000806912
-0.00267696	-0.00887713
-0.00746353	0.0908918
-0.00425534	-0.012982
-0.0068287	-0.0250447
-0.00551323	0.0322469
-0.0106205	0.00440595
0.00208745	-0.0164386
-0.0159204	0.0589487
-0.0126155	0.02893
-0.0157142	0.0700239
0.00464305	-0.0152296
-0.0207126	0.00331464
-0.0045574	0.0790444
-0.00158335	0.00717416
-0.00100257	-0.0145891
-0.0320315	0.0205377
-0.00658445	-0.0128845
-0.0139083	0.108348
-0.0203498	0.0830226
-0.00997474	0.0740824
-0.00703446	0.0976396
-0.0331477	0.0765896
-0.0203093	0.0121893
-0.0221896	0.0593232
-0.0170263	0.0533666
-0.00313138	0.0353435
-0.00385048	0.0109868
-0.0106427	0.1107
-0.00267622	0.0103876
-0.0168423	0.0757296
-0.00546853	0.0584789
-0.00424248	0.0630962
-0.00573505	0.00375499
-0.0138282	0.0741389
-0.00954003	0.0956866
-0.0134853	-0.0258845
-0.0106471	-0.0139622
-0.0100188	0.028128
-0.0049186	0.0889389
-0.000664886	-0.00193133
-0.000264759	-2.11525e-05
0.00374027	-0.0112538
-0.00452732	0.0147583
-0.00419714	0.0618984
-0.00514195	0.107044
-0.0229289	0.0567134
-0.00421378	-0.00348152
-0.0129256	-0.0170113
-0.0100858	0.0511805
-0.00969082	0.0712091
0.00123093	-0.00490837
-0.0040998	0.0157597
-0.00692764	0.0669084
-0.00527778	-0.0185318
-0.00278748	0.0264283
-0.0220068	0.0475489
-0.0178098	0.0890793
-0.0228962	0.000996962
-0.00563883	0.000991583
-0.00244202	-0.00162126
-0.00749335	0.0908676
-0.00711273	0.0871283
-0.00627302	0.0512381
-0.000859143	-0.00867317
-0.00469834	-0.00833746
-0.0183828	0.0922876
-0.00609328	-0.00293429
-0.0213069	0.00149483
-0.00995741	0.0842122
-0.0186584	0.0231149
-0.0041029	-0.0129652
-0.0038747	0.018593
-0.000369917	-0.0190713
0.00723534	-0.0102971
-0.0177396	0.0306339
-0.00781761	-0.0110095
-0.015738	0.0664369
-0.00558104	-0.0207396
-0.0194573	0.0115034
-0.000620768	-0.00457972
-0.0045249	0.0785727
0.00351977	-0.0047345
-0.0169028	-0.0112951
-0.02291	0.0372118
-0.000196253	-0.0113459
0.00417772	-0.0139042
-0.0172653	0.0806653
-0.00802257	0.0615846
0.000550562	-0.0100308
-0.00972597	0.0509895
-0.0294278	0.0346497
-0.00441707	-0.000913866
-0.00131001	4.93123e-05
0.00172973	-0.014354
0.00177282	-0.000549715
-0.0030129	0.0183278
-0.0386123	0.080846
-0.0121288	0.000601165
-0.0120986	0.0476523
-0.000932487	0.00497299
-0.00298955	0.0335572
-0.0224034	0.0486492
-0.00646318	0.0082021
-0.0162253	0.0214772
-0.0370873	0.0766801
-0.00556014	0.101246
-0.00743231	0.0311106
-0.00609179	0.00460645
-0.0109355	0.0879117
-0.00220923	-0.0127753
-0.0226753	0.0951498
-0.0188111	0.00503061
-0.0128033	0.0507554
-0.000447946	-0.0207882
-0.00397061	0.093198
-0.000477845	-0.016534
-0.00261993	-0.00998613
-0.0212473	-0.0180811
-0.0129406	0.0792712
0.00547698	-0.00330281
-0.0174837	0.0537252
-0.0710356	0.0423665
-0.0197997	0.0358261
-0.000905287	-0.0117334
-0.0099621	0.077214
-0.00684075	-0.0127683
-0.0048119	0.0492596
-0.00277906	0.0270209
-0.0144085	-0.0263806
-0.0293204	0.0216214
-0.00816599	0.0581719
-0.0169407	0.0557227
0.0132129	-0.00308822
-0.00459615	0.0419298
-0.0146181	0.0441286
0.00320837	-0.0103289
0.0023921	-0.0105219
-0.0148288	0.0608469
0.00360362	-0.0146459
-0.0147515	0.0483549
-0.00349948	0.00721474
-0.00137349	0.00656915
-0.0094799	-0.0127592
-0.00666746	0.080536
-0.0116271	-0.0187005
-0.00571476	0.000704658
-0.0132534	0.0356601
-0.0221736	0.0179235
-0.0106346	0.10238
-0.0141581	0.0674283
-0.0160641	0.0612368
0.000290497	-0.00306887
-0.00919371	0.0973098
-0.00291136	0.0168906
-0.00741067	0.0969383
0.00493662	-0.00836476
-0.0224159	0.0457962
-0.0214078	0.0855189
-0.0202196	-0.0171312
-0.0121678	0.0589888
-0.004986	0.0386625
-0.00210867	0.00453864
-0.0230129	0.0620505
-0.00540782	0.0741738
-0.0385333	0.0178181
0.00965372	-0.00371265
-0.0220534	0.0387315
-0.0102552	0.0663256
-0.00333272	0.0556279
-0.000946414	-0.00608098
-0.00554724	0.0163281
-0.0139362	0.0230537
-0.00826348	0.0210432
-0.00733243	0.0535849
-0.00130943	-4.32372e-05
-0.00904318	0.0706343
-0.0100742	0.0141694
-0.0130365	0.00104077
-0.0110148	0.0873164
-0.00324147	0.0428411
-0.017138	0.0207571
-0.00040259	-0.000340981
-0.0188181	0.0442287
-0.0283939	0.0583054
-0.00767096	0.0448878
-0.0222055	0.0138543
-0.00302564	0.0017919
-0.0095697	0.0961057
-0.0173867	0.0165872
0.00222886	-0.00504647
-0.0208769	-0.0042835
-0.00796179	0.00839672
-0.00259803	0.0259753
-0.00718342	0.00513081
-0.00658504	0.101286
-0.0122122	0.0457023
-0.0100596	-0.00764227
-0.0732403	0.0415344
-0.0166989	0.0186629
-0.0071376	0.00708504
0.000574077	-0.0017733
0.00274011	-0.0086476
-0.00466152	0.0674382
-0.00553805	0.0768846
-0.00414756	-0.0139635
-0.0134441	-0.0268339
-0.0207177	-0.0109704
0.00157143	-0.0138794
-0.010592	0.0733872
-0.00684041	-0.0141297
-0.0107853	0.0107886
-0.0138133	-0.0256346
-0.0179951	0.0273873
-0.00662611	0.0184783
-0.0164361	0.0923877
-0.000104781	-0.00484416
-0.016817	0.0648951
-0.0066121	0.0197632
-0.00151194	0.00531203
-0.000106507	-0.00253388
-0.00259946	0.00875841
-0.010953	0.0426622
-0.0213407	0.0190122
-0.00338564	0.01126
-0.00992272	0.0635878
-0.0001525	-0.00849202
-0.00463378	0.0624145
-0.00492207	0.100027
-0.0247402	0.0958176
-0.00763866	0.014234
0.0137806	-0.00671414
0.0143901	-0.00911504
-0.0293399	0.0825195
-0.0196585	-0.0155616
-0.00652674	-0.0239815
-0.0125648	0.0782522
-0.0164149	0.0242405
-0.0207188	0.0895907
-0.0212962	0.021904
-0.0119515	0.102143
-0.00475606	0.0447222
0.00317322	-0.0180051
-0.0132166	0.0472671
-0.0161234	0.0988335
-0.00863346	0.0250033
-0.020968	0.091202
-0.00869443	0.00516478
-0.0663587	0.0391833
-0.0111374	0.0807984
-0.00709383	0.0251607
-0.0215724	-0.0220809
-0.00159564	0.00735013
-0.0132256	0.0731957
-0.00866197	0.0937307
-0.00343535	0.0329862
0.0236543	-0.000754279
-0.0169539	-0.0276905
-0.00647055	0.0404682
-0.0145547	0.0273623
-0.0103961	0.0440265
-0.00389302	-0.0142414
-0.00633489	-0.00222801
-0.0165968	0.0872666
-0.000248437	-0.0116686
-0.0134652	0.0482691
-0.00385527	-0.0165109
0.00143048	-0.00968503
-0.000974695	0.0041191
-0.0109893	0.0532426
-0.0252821	0.0786218
-0.01843	0.0787457
-0.0062352	0.00843269
0.00790219	-0.00478841
-0.0203953	0.0363642
-0.0136214	0.0352192
-0.0236434	0.0392663
-0.000569737	-0.0112993
-0.00572722	0.00548976
-0.00364863	0.0160679
-0.0164392	0.0286288
-0.0163897	0.0589188
0.00493121	-0.0147427
-0.013842	-0.0129692
-0.00222472	0.0282131
-0.0141745	0.058148
-0.00951784	0.0251958
-0.00520506	0.0223427
-0.059344	0.0369736
-0.00528186	0.0703358
-0.00890635	0.0141778
-0.00219761	-0.0194295
-0.0183678	0.0586743
-0.00212224	-0.00438562
-0.0118565	0.0342476
-0.00527291	-0.0198044
-0.00584284	0.108458
-0.00695391	0.0498986
-0.0219872	-0.0203207
-0.00120284	-0.00353188
-0.0019734	0.0221065
5.2462e-05	-0.00876831
-0.00260347	-0.0185145
-0.0163733	0.0843806
-0.018101	0.100484
-0.0111173	0.0873369
-0.00467073	0.0292356
-0.0107557	0.0942684
-0.003647	-0.000111649
-0.0162031	-0.00181477
-0.000181211	-0.0171281
-0.00337219	0.0548561
-0.00552057	-0.00167068
-0.0247127	0.0880464
-0.00155568	-0.00556846
-0.00928675	0.0253608
-0.0190939	0.0087205
-0.00221522	-0.00378809
-0.00483391	0.00263574
-0.0135154	0.0327482
-0.0441871	0.0483762
-0.0177181	0.00792546
-0.00485213	0.010304
-0.00046007	-0.000235555
-0.0120034	0.0429839
-0.0235441	0.0822744
-0.00835209	0.0925097
-0.00981234	-0.0245569
-0.00294813	-0.0211876
-0.00933367	0.00291381
0.0149809	-0.00197858
-0.0136222	0.0822483
-0.00844687	0.104944
-0.0104801	0.0142581
-0.00801278	0.0210653
-0.0104942	0.0964709
-0.0193762	0.053001
-0.00689846	0.0448588
-0.0137888	-0.010308
-0.0223392	0.0273424
-0.0225347	0.085276
-0.00237318	0.0184932
-0.0409307	0.0747305
-0.021182	0.037008
-0.00704053	0.0756243
-0.00726866	0.112158
-0.0028336	0.0137559
-0.0189783	0.0742689
-0.00226508	-0.0213802
-0.00581834	0.0719043
-0.0107812	0.0223304
-0.0213633	0.0676814
-0.019034	0.0157344
-0.0233635	0.0443042
0.00839799	-0.0154704
-0.00933332	0.0133831
-0.022238	0.00531084
0.00871402	-0.00605802
0.00652438	-0.00181224
-0.000540168	-0.0031727
-0.022754	0.0731828
-0.0117497	0.0990967
-0.0111069	0.10536
-0.00150419	0.00473529
-0.0177077	0.0490877
-0.0220935	0.00288268
-0.022466	0.0643956
-0.00344007	0.00471783
-0.00273323	0.0119254
-0.0117743	0.0300671
-0.0180852	0.0225109
-0.00241309	-0.00695541
-0.0139416	0.0672385
-0.00939008	0.0264445
-0.0223762	0.0826344
-0.0207005	0.0990751
-0.0167804	0.0533002
-0.00323473	-0.0224844
-0.0109189	0.0609932
0.00847628	-0.00396534
0.00406499	-0.0110564
-0.0316641	0.0941494
0.00444024	-0.00413021
-0.0179027	0.0271692
-0.00679594	0.0317977
0.00315905	-0.0109793
-0.0103878	0.0309692
0.00249934	-0.00130328
-0.00734375	0.00897513
-0.0153652	0.00178555
-0.00336217	0.0485457
-0.00453363	-0.0226422
-0.0101328	0.112305
0.00470659	-0.0177526
-0.00677443	0.0541308
-0.00534944	0.107153
-0.00050589	-0.00539639
-0.00949824	0.0835676
-0.000777668	-0.010643
-0.00516517	-0.0169467
-0.00493697	0.00215277
-0.00657045	0.0544476
0.00159664	-0.00941532
-0.0182042	0.0134735
0.00484256	-0.00481754
-0.00532706	0.0958873
-0.00977638	0.0429521
-0.0216678	-0.00422696
0.00902561	-0.013194
-0.0215154	-0.00500741
-0.0216744	0.0815494
0.000939369	-0.000129493
-0.0165493	-0.0208843
-0.00704195	0.0843705
-0.0248149	0.00910104
-0.0169466	0.0112428
-0.0209699	0.0628812
0.00189699	-0.00306189
-0.00968089	-0.0124348
0.00553028	-0.006861
-0.01094	-0.00241572
-0.0203382	0.0762836
-0.00606737	0.0191736
-0.00311722	0.0138814
-0.0217207	0.0916376
-0.0476167	0.0536541
-0.00342175	0.0303978
-0.00632476	0.00114636
-0.0214469	0.000607515
-0.0135667	0.075238
-0.00528211	-0.0173386
-0.00443598	0.0542392
-0.00412468	-0.000756404
-0.00903811	0.0997307
-0.00843284	0.0795561
-0.0019129	-0.017341
-0.00593831	0.0899967
-0.000524858	-0.0101121
-0.0121257	0.0741835
-0.007443	0.0981941
-0.0333334	0.0926888
-0.0036461	0.0281002
-0.00431484	0.0461905
-0.0195738	0.0902968
0.000600226	-0.000205662
-0.00796401	0.113998
-0.00283591	-0.00953405
1.71722e-05	-0.00305747
-0.00655943	0.0104477
-0.00242108	0.00327221
-0.0022908	-0.00713686
-0.00560824	0.0179625
0.00173593	-0.00473915
0.000725267	-0.00152408
-0.00025194	-2.39182e-05
0.00745831	-0.00251279
-0.000963506	0.00463989
-0.0226537	0.0911541
-0.0241758	0.0829575
-0.0113064	0.0317565
0.0111885	-0.00405486
-0.00783001	0.0789538
0.00491394	-0.0060861
-0.0191629	0.0845919
-0.00358888	0.0491736
-0.0377364	0.0673394
-0.0135711	0.0172934
-0.0210927	0.0127417
-0.0205818	-0.0211764
-0.0223112	0.0315594
-0.0155237	-0.0243673
-0.0104708	0.0784262
-0.0184348	0.0318697
-0.00454577	0.0683273
-0.00180472	-0.00789308
0.0136455	-0.00954381
-0.00791098	0.0525627
-0.015784	0.104837
-0.00327436	0.0422936
-0.00413066	0.0486329
-0.0194145	0.00654086
-0.00407217	0.0120924
-0.0101213	-0.0243699
-0.0108139	-0.00157582
-0.00643225	0.062623
0.00112265	-0.00827035
-0.0115827	0.0742464
0.0231573	-0.00590068
-0.00826553	0.0410965
-0.0140609	0.103501
-0.00318916	0.012611
-0.0217558	-0.032693
-0.00250318	0.0137627
-0.00408707	0.0126429
-0.0189742	-0.0291645
-0.0157592	0.0400374
-0.0113679	0.011883
-0.0146193	0.00822868
-0.00471202	0.0901127
-0.0128819	0.10928
-0.0124098	0.0286001
-0.022112	0.071224
-0.00893898	0.00555613
-0.0195615	-0.0241197
0.00581382	-0.00746658
-0.0081829	-0.00514099
-0.00563568	0.00649309
-0.00539625	0.00323708
-0.000900672	0.000490402
0.00148907	-0.00120717
-0.00841669	0.0321465
-0.00833173	0.0887286
-0.00126643	0.00951955
-0.00243853	0.0177925
-0.00597055	0.0187447
-0.0157649	0.0184736
-0.00400344	-0.0144414
-0.000354716	-0.00779298
-0.00261865	0.0083245
-0.0152502	0.087253
0.00299254	-0.00762259
-0.00636882	0.0490697
-0.0180254	-0.0313961
-0.00614795	0.0404345
-0.0104136	0.0330426
-0.00181845	0.00666501
-0.0191664	0.0753467
-0.0205614	0.0353892
-0.00753673	0.112342
-0.00836771	0.085342
-0.0198359	-0.01757
-0.00674356	0.00598037
-0.00451808	0.0392741
-0.0085155	0.0741265
-0.000585491	-0.000976063
-0.0030239	0.00936595
-0.00311349	0.00247296
-0.00232674	-0.0161212
-0.000245686	-0.000289858
-0.00167212	0.0114412
-0.00684985	0.0324592
-0.0164833	0.0523826
-0.00453872	0.010832
-0.00786576	-0.0220217
-0.00485903	0.0403112
0.000436103	-0.00482667
-0.00315728	-0.0188387
-0.0114422	0.0277393
-0.00315057	0.00775153
-0.00518788	-0.017936
0.00341894	-0.0111629
-0.0153344	0.00316493
0.00714451	-0.00757004
0.00109382	-0.00829797
-0.00720746	0.0364794
0.00321032	-0.0015615
-0.0209749	-0.00908613
-0.0012482	-0.000494791
-0.00472344	-0.00474119
-0.0136558	0.0753138
-0.0171366	0.0558199
-0.00988868	0.0791847
-0.00064817	0.000559878
-0.000642041	0.000614237
-0.0437988	0.0782233
-0.00846729	0.0375537
-0.00423384	0.00660332
0.043868	0.0155833
-0.0103231	-0.00235201
0.000662806	-0.0117896
-0.00388477	0.0634607
-0.0211856	-0.0208877
-0.00576694	0.034822
-0.0210385	0.0857649
-0.020082	0.0536867
-0.0210083	0.0434626
-0.00494766	0.00388816
-0.00433525	0.0447194
-0.0179488	-0.015472
0.0108478	-0.00565436
-0.0197554	-0.0299201
-0.0157331	0.0838224
-0.0201987	0.0711323
0.00708007	-0.0117784
-0.00225803	-0.000925583
-0.00503022	-0.0167501
0.0043242	-0.0112001
-0.000762469	-0.005383
-0.015014	0.0961131
-0.00899943	0.0822901
-0.0082463	0.106948
0.0133046	-0.0105597
-0.0139886	-0.017736
-0.00358752	0.0192053
-0.000446069	-0.00382559
-0.00665803	0.0654204
-0.00771534	0.0463778
-0.015898	0.0772485
-0.0160727	0.000764081
0.00798334	-0.00893734
-0.0162314	0.0719227
-0.020412	0.0869184
-0.0076487	0.0322745
-0.0105019	0.0274232
-0.0175944	0.0889354
-0.0209133	-0.00507083
-0.0176475	0.104156
-0.00688091	0.0299889
-0.00348943	0.0132511
-0.00317094	0.0283787
-0.0140817	0.090908
-0.000961074	-0.00315282
-0.00827758	0.0185279
-0.00811926	0.0339002
-0.0179718	0.0892706
-0.00430588	-0.017184
-0.000956862	-0.00386089
-0.00396664	0.0345184
-0.00687293	0.100598
-0.00301818	-0.02
-0.0100972	0.0931142
-0.00624314	0.107166
-0.00837144	0.0746416
-0.0199344	0.0742601
-0.0053508	0.0336306
-0.000657934	-0.017896
-0.00513519	0.0805902
-0.0067042	0.0145843
-0.00384347	0.00819683
-0.0165975	-0.0177064
-0.0213791	-0.00318243
-0.00407361	-0.00337782
-0.00795546	0.0363033
-0.00520145	0.0354661
-0.00726201	0.00974099
-0.00284224	-0.0081151
-0.0108508	0.106789
-0.0283935	0.0402032
-0.00422346	-0.000454286
-0.0152963	0.0215252
0.00111762	-0.00344777
0.015291	-0.00700999
-0.00603012	-0.0215082
-0.0107564	0.0950692
-0.0193607	-0.00758766
