MA MC MH la2 la3 la4 la5 laL m22Squared 
641.554 655.213 670.571 73.4008 -430.204 0.0437618 0.62916 -429.532 -2.68929e+07 
331.435 337.106 202.937 271.504 306.138 -1.25995 -1.13467 303.743 1.8299e+07 
490.544 346.714 357.051 -414.018 497.125 2.11014 -1.86971 497.366 2.98436e+07 
359.496 514.021 487.142 216.939 450.696 -2.67516 1.78581 449.807 2.67459e+07 
186.244 383.903 371.99 -239.837 -261.836 -2.01103 1.71343 -262.133 -1.614e+07 
210.298 232.777 212.734 -360.972 359.801 -0.312138 0.017027 359.506 2.16653e+07 
711.422 810.478 793.037 252.724 -260.095 -2.95327 2.02899 -261.019 -1.70537e+07 
305.144 299.345 568.44 386.518 -281.736 3.91669 3.80084 -274.019 -1.72288e+07 
202.903 256.749 256.136 -255.367 -269.137 -0.414182 0.40379 -269.148 -1.6419e+07 
748.614 752.399 774.866 -421.917 355.197 0.473142 0.66089 356.331 2.03629e+07 
943.877 946.019 42.4183 343.007 223.138 -14.8259 -14.692 193.62 1.17135e+07 
832.718 819.106 910.978 -103.704 -468.082 2.99809 2.25496 -462.829 -2.96683e+07 
272.555 292.658 287.773 267.593 -435.435 -0.23461 0.140902 -435.528 -2.65221e+07 
54.8958 22.3784 195.735 399.271 -154.536 0.666338 0.583294 -153.286 -9.35288e+06 
533.027 542.242 472.789 291.348 -342.126 -1.32867 -1.0012 -344.456 -2.12921e+07 
137.545 101.697 272.19 -304.871 41.9691 1.19508 0.911638 44.0758 2.51912e+06 
90.5103 55.224 446.558 374.923 -487.937 3.32981 3.15986 -481.448 -2.95341e+07 
253.131 128.261 141.752 -94.6253 175.702 0.847166 -0.726773 175.822 1.05999e+07 
171.972 158.789 288.113 311.549 -252.627 1.02709 0.882986 -250.717 -1.53384e+07 
59.6813 223.44 231.395 398.239 -339.954 -0.706347 0.825928 -339.835 -2.06725e+07 
721.762 928.044 905.006 111.487 -103.529 -6.32156 4.92587 -104.925 -7.9877e+06 
763.464 757.653 662.564 154.848 284.403 -2.08551 -2.37765 279.94 1.60629e+07 
404.306 411.532 436.428 -85.6816 61.6632 0.251433 0.446254 62.3609 3.3929e+06 
871.02 873.563 644.886 396.008 332.443 -5.81121 -5.66458 320.967 1.85919e+07 
895.264 950.033 843.845 -103.675 385.071 -4.81782 -1.47769 378.775 2.14978e+07 
947.388 805.314 826.832 -37.5348 402.984 4.69522 -3.5345 404.145 2.30899e+07 
358.705 84.0872 90.5463 -97.7547 -97.3468 2.02801 -1.99073 -97.3095 -5.90518e+06 
725.322 415.37 433.753 150.097 -110.843 6.10035 -5.58448 -110.327 -7.05283e+06 
132.946 374.981 382.184 -4.18382 -459.897 -1.94134 2.12158 -459.717 -2.81124e+07 
148.28 624.021 614.689 187.342 414.951 -6.26241 5.88036 414.568 2.43323e+07 
499.676 665.522 637.838 -115.31 -273.849 -3.78949 2.59701 -275.042 -1.74581e+07 
669.875 666.097 1.30015 416.662 153.288 -7.24829 -7.41508 138.625 8.38903e+06 
257.831 322.98 317.807 225.576 267.779 -0.680039 0.570507 267.67 1.59963e+07 
276.868 235.057 372.685 66.411 -325.243 1.73585 1.02846 -322.479 -1.97929e+07 
342.402 343.872 379.993 443.747 24.5723 0.415379 0.448732 25.4364 1.25052e+06 
59.4757 558.327 559.567 -258.254 -31.7257 -5.06983 5.11563 -31.6799 -2.54337e+06 
899.9 901.238 734.83 190.726 477.773 -4.53874 -4.45907 468.775 2.72884e+07 
188.221 179.686 892.436 -215.479 212.287 12.6792 12.5754 237.542 1.27822e+07 
692.234 598.325 602.438 -201.219 -165.995 2.08429 -1.92108 -165.831 -1.07613e+07 
610.228 601.993 858.111 438.986 382.698 6.34445 6.01456 395.057 2.24346e+07 
520.667 469.781 474.59 339.902 -346.477 0.907877 -0.757793 -346.327 -2.14088e+07 
819.299 763.609 769.862 163.225 179.672 1.61511 -1.29821 179.989 9.70684e+06 
734.993 730.964 684.031 -284.901 -431.136 -0.999821 -1.19499 -433.331 -2.71592e+07 
264.12 255.959 56.451 -43.9273 19.0846 -0.959804 -1.10009 17.0247 1.02389e+06 
587.807 561.187 698.962 233.088 -54.62 3.37438 2.36353 -48.8821 -3.93525e+06 
449.4 934.391 924.162 234.82 -107.706 -11.4042 10.7759 -108.334 -8.26409e+06 
705.355 710.129 536.111 307.832 173.321 -3.6953 -3.472 166.154 9.48015e+06 
654.341 648.886 935.934 392.575 111.461 7.63484 7.39989 126.496 5.90306e+06 
481.781 307.197 316.3 295.912 123.731 2.36992 -2.18235 123.918 7.29894e+06 
157.368 99.8537 176.094 194.656 -369.75 0.59211 0.103186 -369.054 -2.23957e+07 
706.02 716.419 227.371 -397.175 -443.51 -7.87151 -7.38261 -458.764 -2.7866e+07 
479.213 468.45 946.572 -330.023 -22.7239 11.3483 11.0112 -0.364411 -1.81405e+06 
891.877 18.0976 56.6838 -453.888 -348.771 13.1866 -13.0913 -348.676 -2.11069e+07 
882.627 847.351 991.989 122.034 -65.5606 5.40462 3.38775 -56.7682 -5.40347e+06 
784.526 752.844 909.716 -380.043 137.053 5.11462 3.50488 145.672 7.16033e+06 
676.18 674.084 975.149 -395.312 -207.255 8.2516 8.1581 -190.845 -1.3451e+07 
540.123 933.635 919.722 -229.188 -462.83 -10.0094 9.15718 -463.682 -2.9752e+07 
490.842 418.638 481.801 330.428 -45.495 2.02495 -0.145312 -43.6154 -3.10369e+06 
572.438 694.192 690.758 313.696 199.761 -2.62697 2.46977 199.603 1.11249e+07 
591.239 590.283 524.071 66.1071 -106.922 -1.20058 -1.2379 -109.361 -7.16739e+06 
206.115 193.602 362.712 250.374 253.015 1.63725 1.47196 256.124 1.52365e+07 
137.424 168.719 98.4593 -203.469 222.826 -0.468507 -0.151881 222.206 1.34276e+07 
299.195 298.361 32.7305 31.4076 -423.093 -1.44507 -1.46153 -425.999 -2.57819e+07 
977.623 821.496 824.135 -13.726 97.0896 4.7134 -4.56983 97.2332 4.52577e+06 
365.544 369.019 178.127 -92.1679 92.9877 -1.7681 -1.68374 89.5359 5.3549e+06 
547.372 565.817 614.647 -111.012 162.799 0.613228 1.29181 164.704 9.21165e+06 
187.697 225.278 229.751 46.8092 333.553 -0.222833 0.290096 333.62 2.00838e+07 
558.294 620.207 578.497 -296.228 -20.5371 -2.03188 0.37951 -22.1895 -2.01214e+06 
262.739 247.166 409.915 185.651 184.844 1.89834 1.63591 188.378 1.10638e+07 
748.217 118.116 132.036 -174.457 141.124 9.07792 -8.96284 141.239 8.51234e+06 
57.727 132.426 89.4412 -94.1422 -394.633 -0.392312 0.0771255 -394.948 -2.39167e+07 
853.918 819.272 927.4 16.2106 379.153 4.0788 2.163 385.395 2.16024e+07 
686.282 690.092 336.448 197.249 412.184 -6.08554 -5.91226 400.186 2.39913e+07 
546.97 525.334 472.481 -205.662 -198.364 -0.48809 -1.25483 -200.107 -1.25562e+07 
803.087 819.638 532.294 244.105 427.359 -6.86312 -5.97546 414.52 2.45184e+07 
519.163 552.859 422.419 17.134 234.995 -2.69909 -1.50527 230.791 1.36097e+07 
716.588 610.864 639.438 200.489 327.486 2.9095 -1.72876 328.667 1.90718e+07 
929.409 820.94 833.808 212.503 -34.3543 3.48918 -2.78548 -33.6506 -3.42687e+06 
211.504 418.547 416.889 -339.207 238.926 -2.17848 2.13269 238.88 1.41085e+07 
329.88 384.487 318.873 425.835 -469.363 -1.40723 -0.117993 -470.888 -2.86996e+07 
721.121 728.549 591.645 -384.004 190.428 -3.1646 -2.80869 184.455 1.04624e+07 
977.628 875.701 919.431 -404.538 242.323 4.41879 -1.82436 244.918 1.31307e+07 
458.947 396.086 459.282 190.424 -166.58 1.78142 0.00507942 -164.793 -1.03945e+07 
433.93 411.342 544.197 -168.757 75.6268 2.41328 1.78227 79.8224 4.23823e+06 
814.578 838.208 812.95 64.6367 -181.391 -1.33452 -0.043804 -182.77 -1.23823e+07 
438.514 568.856 577.071 420.989 204.835 -2.01415 2.32527 205.146 1.17486e+07 
180.204 123.855 174.659 105.831 29.839 0.533726 -0.0325194 30.3403 1.77506e+06 
302.032 184.44 230.642 -489.737 -68.2307 1.2622 -0.628386 -67.5968 -4.19708e+06 
533.928 486.625 581.616 396.954 327.173 2.47453 0.879082 330.527 1.93256e+07 
332.683 295.158 411.125 -99.4099 -259.571 1.74277 0.964132 -256.864 -1.58824e+07 
463.236 432.337 482.67 423.024 -120.414 1.21831 0.303754 -118.892 -7.66083e+06 
966.068 598.379 602.984 250.168 -135.114 9.59682 -9.41401 -134.931 -8.89268e+06 
64.1216 52.0742 263.143 417.033 -457.188 1.12256 1.07629 -454.989 -2.76726e+07 
541.826 731.441 709.342 -136.762 239.636 -4.51568 3.46338 238.583 1.34318e+07 
763.594 870.824 840.558 -45.4147 -360.863 -3.75198 2.04014 -362.575 -2.33546e+07 
620.683 672.249 661.699 234.127 -405.134 -1.33428 0.869168 -405.599 -2.54209e+07 
385.795 512.94 470.807 269.015 -232.961 -2.57317 1.20334 -234.331 -1.46241e+07 
320.612 264.442 292.981 -221.394 -366.291 0.805917 -0.280159 -365.766 -2.23063e+07 
474.681 504.465 395.151 -438.436 -99.6316 -2.10693 -1.14312 -102.882 -6.53827e+06 
758.806 766.877 468.365 135.56 -14.3856 -6.29666 -5.88969 -26.572 -2.04676e+06 
182.775 658.924 658.27 453.239 -262.786 -6.63688 6.60837 -262.815 -1.67711e+07 
424.832 406.831 720.394 -60.8869 -164.242 6.08808 5.59331 -152.561 -1.02703e+07 
994.491 992.081 328.021 483.479 -165.003 -14.4068 -14.565 -193.975 -1.19538e+07 
790.719 693.228 721.216 124.139 -255.406 3.04478 -1.73647 -254.097 -1.64173e+07 
324.329 298.569 433.585 159.694 -282.67 1.89864 1.36834 -279.403 -1.72843e+07 
245.739 253.085 61.0792 384.869 262.031 -1.05733 -0.936233 260.037 1.57289e+07 
697.332 803.406 776.489 168.841 -356.797 -3.33329 1.92779 -358.203 -2.28829e+07 
145.257 149.581 137.304 -227.215 75.4749 -0.0792694 -0.0371322 75.3585 4.52269e+06 
255.474 203.189 322.914 -199.354 323.554 1.43712 0.644564 325.636 1.94976e+07 
83.3341 69.891 305.852 119.48 124.921 1.49911 1.43104 127.852 7.54998e+06 
986.208 986.768 623.784 450.706 22.9564 -9.67863 -9.64208 3.63569 -558195 
205.935 108.581 134.95 -405.177 -51.4665 0.612085 -0.399854 -51.2542 -3.13812e+06 
839.906 838.593 253.92 -474.088 -144.033 -10.5188 -10.5917 -165.143 -1.01228e+07 
446.006 452.315 512.184 190.863 -469.199 0.860543 1.04784 -467.291 -2.88032e+07 
119.159 412.925 414.712 -391.809 224.468 -2.55848 2.60736 224.517 1.32429e+07 
670.157 672.874 466.591 21.3551 193.971 -3.94445 -3.82383 186.202 1.08328e+07 
198.857 188.897 906.5 359.439 -263.714 13.0531 12.9255 -237.736 -1.60303e+07 
681.335 318.423 323.545 -49.6537 408.573 6.04984 -5.94118 408.681 2.45224e+07 
975.344 314.365 322.359 272.919 36.1049 14.1708 -14.0026 36.2731 1.98727e+06 
917.245 989.807 960.975 98.1343 -462.501 -3.21612 1.35721 -464.36 -2.99482e+07 
528.906 541.459 434.545 -333.938 391.288 -1.94634 -1.50228 387.839 2.30928e+07 
596.339 62.2134 81.9424 -202.431 -377.006 5.85951 -5.76552 -376.913 -2.28227e+07 
661.151 675.725 573.183 -62.7299 -204.488 -2.43821 -1.79426 -208.72 -1.3288e+07 
495.87 512.801 578.091 434.47 -179.1 0.894754 1.45916 -176.746 -1.13643e+07 
855.888 816.355 907.382 -52.6319 -315.261 3.6852 1.50039 -310.075 -2.04112e+07 
184.558 91.7798 150.605 -314.1 418.093 0.659275 -0.188048 418.564 2.52844e+07 
369.83 283.871 356.099 -189.044 442.274 1.69237 -0.164715 443.802 2.66035e+07 
15.1325 244.399 229.775 -217.69 -379.097 -1.09783 0.868654 -379.326 -2.30609e+07 
105.641 74.6024 318.507 -255.039 333.291 1.67684 1.49195 336.46 2.01583e+07 
303.077 225.536 302.072 229.713 262.979 1.3446 -0.0100508 264.314 1.58127e+07 
715.3 606.764 642.972 -214.317 454.992 3.11887 -1.62338 456.488 2.6798e+07 
501.285 228.228 236.829 333.74 -442.739 3.35776 -3.22556 -442.607 -2.6897e+07 
118.229 295.753 303.595 302.451 146.607 -1.13674 1.29209 146.762 8.6971e+06 
106.169 45.213 218.682 -97.9452 -146.06 0.908937 0.60397 -144.547 -8.84304e+06 
771.142 544.83 571.999 -28.1909 266.903 5.42278 -4.41995 267.906 1.55582e+07 
826.492 798.143 978.713 -32.2491 -327.54 6.06291 4.54077 -316.936 -2.10955e+07 
529.708 372.596 410.214 -357.685 -485.555 2.82919 -1.85595 -484.581 -2.96615e+07 
419.453 669.857 654 -370.268 -309.244 -4.85428 4.16046 -309.938 -1.96116e+07 
108.838 569.246 568.426 30.5395 -124.447 -5.17431 5.14346 -124.478 -8.17912e+06 
44.1794 835.406 837.507 -247.962 53.6934 -11.4422 11.5584 53.8095 1.8535e+06 
418.982 938.766 936.902 363.472 352.814 -11.7198 11.6042 352.698 1.95883e+07 
227.231 250.74 192.717 -188.28 414.253 -0.610869 -0.239504 413.402 2.49432e+07 
526.37 571.589 550.216 76.0318 330.514 -1.2166 0.424222 329.722 1.9348e+07 
132.995 20.5408 104.298 -288.152 -296.55 0.458091 -0.112522 -296.204 -1.79469e+07 
287.411 293.906 388.323 -181.824 461.641 1.00202 1.12681 463.77 2.77639e+07 
547.733 634.247 578.116 178.414 -151.067 -2.81428 0.56525 -153.316 -9.94651e+06 
664.379 676.851 349.225 -495.159 -10.6719 -5.83146 -5.27862 -21.782 -1.56208e+06 
337.001 221.32 242.905 148.485 322.144 1.23285 -0.901687 322.475 1.93969e+07 
610.137 525.367 557.296 -303.17 -228.753 2.16184 -1.01938 -227.61 -1.43952e+07 
570.779 736.508 742.017 454.887 -94.2157 -3.44553 3.71472 -93.9465 -6.78645e+06 
713.14 713.908 27.6861 -21.0006 -31.2912 -8.42743 -8.39121 -48.1098 -2.91295e+06 
944.649 882.636 911.669 363.5 -15.566 2.73334 -1.01168 -13.8444 -2.50008e+06 
811.651 691.42 710.988 -327.411 299.992 3.43969 -2.53276 300.899 1.71982e+07 
467.604 297.855 308.975 430.545 -85.5978 2.25864 -2.03562 -85.3747 -5.35747e+06 
882.27 294.764 310.117 348.134 420.918 11.5804 -11.2735 421.225 2.52985e+07 
285.525 429.174 389.879 -7.76026 -438.986 -2.22834 1.16468 -440.049 -2.6934e+07 
131.275 459.345 445.088 291.429 -279.771 -3.41494 2.9888 -280.197 -1.73526e+07 
763.994 179.269 188.86 -18.4928 218.304 9.17246 -9.05578 218.421 1.31466e+07 
218.227 367.289 334.48 195.28 -325.482 -1.8227 1.06177 -326.243 -1.99667e+07 
129.43 86.4452 267.967 397.494 -190.957 1.21642 0.909746 -188.831 -1.15709e+07 
741.303 739.291 606.709 -328.541 -330.962 -2.89969 -2.99813 -336.86 -2.11216e+07 
718.454 772.146 744.169 368.285 440.461 -2.0235 0.621517 439.059 2.54625e+07 
336.02 913.518 905.868 -439.044 -472.497 -12.1542 11.6942 -472.957 -3.02627e+07 
848.959 254.88 262.395 225.207 -159.5 10.9005 -10.772 -159.371 -9.78223e+06 
359.892 332.111 593.252 -155.021 -88.9034 4.31085 3.67549 -80.917 -5.60067e+06 
465.277 783.945 776.336 -471.697 97.1854 -6.7744 6.38204 96.7931 4.65213e+06 
721.036 554.78 558.044 -278.15 -278.271 3.56508 -3.44502 -278.151 -1.74554e+07 
539.247 488.738 621.508 376.271 250.888 3.29384 1.57785 255.76 1.4705e+07 
441.889 429.323 986.361 108.521 -4.45774 13.212 12.8502 21.6044 -638401 
937.497 758.818 782.025 -32.4655 -154.269 5.59943 -4.41764 -153.087 -1.04873e+07 
7.71907 610.365 604.558 149.649 289.559 -6.27173 6.03859 289.326 1.67778e+07 
517.403 835.425 817.729 422.752 325.491 -7.59275 6.62593 324.524 1.83016e+07 
892.394 899.597 773.943 -219.663 -268.329 -3.6882 -3.26159 -275.279 -1.78567e+07 
622.711 583.919 749.858 330.68 -356.454 4.43079 2.88385 -349.14 -2.22531e+07 
906.124 945.475 953.153 -51.457 340.17 -0.963157 1.44491 340.652 1.87979e+07 
656.771 208.453 224.297 417.277 453.477 6.5231 -6.29649 453.704 2.73557e+07 
573.017 624.138 514.927 -158.328 -111.76 -3.06695 -1.04433 -115.871 -7.54238e+06 
169.496 277.673 245.607 0.0142355 207.32 -1.07662 0.522075 206.765 1.2392e+07 
151.546 136.115 826.789 462.339 52.8932 11.0631 10.9164 74.8726 3.16383e+06 
306.654 291.251 699.47 -94.4741 -214.823 6.83524 6.53086 -201.457 -1.31699e+07 
248.19 726.386 720.158 91.2372 94.4536 -7.84993 7.55221 94.1558 4.66068e+06 
96.3254 963.386 961.005 129.78 449.952 -15.259 15.1076 449.801 2.53731e+07 
305.44 293.507 869.957 76.9906 -346.859 11.2008 10.9646 -324.694 -2.11628e+07 
79.8755 566.84 562.025 -39.4753 467.338 -5.29387 5.11421 467.158 2.76388e+07 
50.3852 34.1503 8.28448 146.738 365.419 0.00454129 -0.0408163 365.383 2.21114e+07 
941.248 942.752 266.391 317.119 132.635 -13.5609 -13.4673 105.607 6.24899e+06 
523.552 642.972 622.83 -54.6649 297.323 -2.72326 1.88067 296.481 1.7166e+07 
288.856 268.818 472.875 385.996 468.283 2.68561 2.3163 473.285 2.81941e+07 
391.399 457.833 393.259 -495.832 -318.111 -1.84045 0.0241123 -319.927 -1.967e+07 
432.665 368.062 455.352 254.025 15.441 2.04253 0.332912 17.8165 663490 
550.233 118.764 146.453 143.964 -88.13 4.89119 -4.64849 -87.8873 -5.36149e+06 
361.318 729.549 720.502 261.652 474.592 -6.85454 6.42097 474.159 2.76559e+07 
881.739 596.995 616.209 -465.944 -1.10311 7.34301 -6.57263 -0.332729 -779563 
728.129 640.4 704.529 6.172 365.864 3.40916 -0.558699 368.714 2.13204e+07 
85.3612 74.2492 548.513 -18.608 -148.815 4.90989 4.85127 -139.054 -9.01672e+06 
281.656 272.303 645.47 42.9056 -253.223 5.745 5.57376 -241.905 -1.54724e+07 
973.917 626.441 644.354 -149.411 -74.9427 9.56523 -8.8129 -74.1904 -5.32009e+06 
388.106 424.604 450.851 241.06 354.176 -0.110444 0.869858 354.936 2.10728e+07 
169.08 52.5485 59.6838 0.339469 246.052 0.440009 -0.413543 246.078 1.48846e+07 
596 583.65 719.2 -93.0872 116.23 3.159 2.67751 122.067 6.35249e+06 
220.311 170.976 257.597 416.1 169.75 0.932449 0.294458 170.977 1.02141e+07 
108.677 443.6 432.622 -1.86703 149.623 -3.21551 2.89759 149.305 8.661e+06 
277.412 511.673 518.583 -349.951 121.628 -2.93696 3.17224 121.863 6.8368e+06 
582.14 318.742 330.904 -340.633 -315.636 4.05168 -3.79056 -315.375 -1.93042e+07 
582.981 744.187 717.711 464.655 430.766 -4.17496 2.89581 429.487 2.49606e+07 
326.901 315.358 725.895 325.743 -492.265 7.18632 6.94129 -478.137 -2.99888e+07 
104.108 88.6751 152.829 -97.1226 -67.6231 0.305188 0.206861 -67.1111 -4.10801e+06 
207.177 61.0953 124.608 278.479 -399.182 0.842489 -0.452695 -398.792 -2.41643e+07 
189.037 186.735 153.671 -38.0513 -387.052 -0.171697 -0.200282 -387.424 -2.34925e+07 
859.422 706.319 742.875 -406.379 42.4255 4.8367 -3.08584 44.1764 1.56965e+06 
81.8473 143.52 97.2473 -361.807 276.656 -0.41377 0.0455759 276.288 1.67009e+07 
308.744 364.172 268.578 -168.214 367.793 -1.61586 -0.383177 365.794 2.19921e+07 
611.954 962.315 949.063 16.0092 489.189 -9.53289 8.69577 488.352 2.77517e+07 
459.666 446.145 909.607 -162.448 438.363 10.5854 10.1806 459.129 2.61299e+07 
915.09 916.385 465.451 59.4546 190.61 -10.3359 -10.2575 170.016 9.85542e+06 
256.881 285.952 266.074 -70.2586 -323.136 -0.442096 0.079443 -323.499 -1.97184e+07 
343.156 355.257 61.286 -104.329 -101.442 -2.16312 -1.8838 -105.488 -6.39125e+06 
528.546 670.039 659.991 -265.931 284.219 -3.02328 2.58159 283.778 1.63019e+07 
153.21 399.301 396.099 409.344 86.2924 -2.28889 2.20472 86.2082 4.90319e+06 
529.684 540.065 67.7603 -77.5216 -461.914 -4.92735 -4.56035 -471.402 -2.85366e+07 
740.234 739.697 376.094 -137.053 204.801 -6.69096 -6.71724 191.393 1.12994e+07 
277.654 263.513 840.743 396.244 169.298 10.6594 10.4064 190.364 1.01064e+07 
427.906 443.567 212.687 373.428 -305.973 -2.72927 -2.2782 -310.98 -1.89097e+07 
777.475 801.662 834.975 -424.998 -75.9923 0.269775 1.53209 -74.1905 -5.88408e+06 
279.981 464.87 461.179 34.2862 121.52 -2.33216 2.2192 121.407 6.92171e+06 
156.752 435.799 427.912 -77.1207 339.791 -2.84488 2.61977 339.566 2.0183e+07 
594.143 594.024 768.452 -238.977 107.623 3.92947 3.92478 115.477 5.80719e+06 
459.158 474.417 418.589 -238.322 -171.617 -1.05922 -0.588434 -173.265 -1.08357e+07 
723.604 870.493 868.13 474.366 -418.964 -3.93722 3.80143 -419.1 -2.68696e+07 
132.067 147.051 28.5072 -103.764 51.3936 -0.413014 -0.274786 50.7058 3.06689e+06 
987.979 348.896 360.083 -414.595 -389.042 14.2492 -13.9871 -388.78 -2.37867e+07 
757.886 761.078 520.482 -245.623 -174.843 -5.17528 -5.01504 -185.034 -1.17393e+07 
687.951 647.601 705.05 -42.2137 82.4176 2.1746 0.393598 84.9858 4.14881e+06 
269.903 39.9818 77.2829 -69.2255 -28.0129 1.24964 -1.10508 -27.8683 -1.69842e+06 
928.652 805.781 811.691 35.088 283.37 3.67955 -3.36361 283.686 1.58499e+07 
66.0685 28.921 137.375 -106.274 -6.46374 0.356337 0.239719 -5.86769 -392833 
653.462 662.716 382.795 65.4324 -1.42617 -5.03734 -4.63483 -11.0983 -964691 
650.824 895.404 891.777 188.791 -129.459 -6.35632 6.14207 -129.673 -9.43785e+06 
116.093 946.75 939.126 457.604 219.18 -14.8264 14.3513 218.705 1.14712e+07 
328.759 954.896 947.963 -384.273 356.949 -13.4995 13.0635 356.513 1.97775e+07 
927.898 708.62 704.73 443.025 -177.589 5.839 -6.02073 -177.771 -1.17513e+07 
609.039 696.16 686.237 442.352 98.8878 -2.10571 1.65232 98.4345 5.01502e+06 
932.372 939.862 831.012 -66.5974 126.757 -3.41697 -2.95355 120.387 5.90416e+06 
102.709 846.384 842.582 -62.7393 -84.924 -11.7694 11.5572 -85.1362 -6.57199e+06 
934.53 974.48 917.679 -139.617 -461.117 -3.03624 -0.515745 -464.669 -2.98042e+07 
339.399 257.705 246.06 -492.34 -138.53 0.70912 -0.903006 -138.724 -8.51613e+06 
599.33 609.453 243.85 -48.0291 -202.225 -5.35739 -4.95296 -212.535 -1.29807e+07 
664.685 657.896 645.19 -355.463 229.074 -0.125234 -0.421984 228.527 1.2997e+07 
186.379 169.447 141.28 -170.715 248.705 -0.0450705 -0.244182 248.416 1.49932e+07 
854.523 826.117 889.991 -45.3439 -229.832 2.6002 1.02245 -226.21 -1.52735e+07 
614.528 478.846 487.304 -3.52555 -300.624 2.58647 -2.31641 -300.354 -1.86511e+07 
617.789 628.666 399.751 287.187 113.51 -4.11423 -3.66618 105.73 6.07875e+06 
754.643 633.959 693.399 79.2273 -88.2252 4.07297 -1.46545 -85.6176 -6.14284e+06 
428.754 391.339 545.846 476.803 431.693 2.89982 1.88574 436.478 2.5818e+07 
271.887 406.82 407.354 48.9 -111.548 -1.50615 1.5205 -111.534 -7.08146e+06 
380.585 369.499 838.516 -170.947 287.068 9.4999 9.22508 305.793 1.70992e+07 
493.585 463.348 683.083 162.49 -106.93 4.64085 3.68459 -98.6042 -6.90034e+06 
54.9294 820.534 818.314 -419.658 376.017 -11.1359 11.0156 375.897 2.14085e+07 
993.056 456.672 466.216 -22.1981 499.423 12.9952 -12.7041 499.714 2.9806e+07 
83.7104 487.555 477.65 -438.646 -162.015 -3.97024 3.65427 -162.331 -1.02799e+07 
173.856 103.551 168.72 193.076 -306.252 0.615487 -0.029074 -305.666 -1.85546e+07 
823.959 968.613 932.164 -484.257 257.994 -5.4297 3.14002 255.705 1.37364e+07 
183.334 158.243 290.231 345.009 2.59437 1.11977 0.836523 4.55066 106919 
421.262 490.247 416.895 269.098 -321.704 -2.13864 -0.0604839 -323.903 -1.99489e+07 
222.968 255.976 120.381 423.535 -68.3248 -1.10451 -0.582045 -70.0113 -4.26579e+06 
202.109 187.86 224.918 447.983 -267.88 0.344594 0.160951 -267.374 -1.62816e+07 
559.84 451.834 480.103 -190.766 -179.794 2.24094 -1.37024 -178.923 -1.12887e+07 
842.619 973.625 945.396 -35.7769 -173.754 -4.827 3.03666 -175.544 -1.24108e+07 
454.122 459.564 578.531 -129.846 -430.075 1.9586 2.12293 -425.993 -2.64488e+07 
515.182 524.246 251.698 72.2825 -368.275 -3.65035 -3.33896 -375.264 -2.28362e+07 
598.009 594.674 657.398 438.107 454.02 1.36347 1.23204 456.616 2.67682e+07 
293.178 410.196 363.296 251.641 -380 -1.95954 0.760632 -381.199 -2.33326e+07 
704.359 774.389 744.629 94.3951 301.098 -2.45821 0.964198 299.604 1.70219e+07 
957.968 964.169 760.72 306.534 -242.721 -5.99584 -5.60193 -254.318 -1.65477e+07 
955.415 783.957 806.411 22.229 -85.0832 5.51823 -4.33804 -83.9031 -6.37807e+06 
978.388 114.842 132.642 -271.767 391.733 15.6729 -15.5273 391.879 2.36797e+07 
599.26 507.008 562.349 404.706 255.431 2.66432 -0.70852 257.387 1.49435e+07 
784.355 369.687 387.631 162.807 -455.3 8.13229 -7.68317 -454.851 -2.78263e+07 
121.528 312.617 293.536 459.021 166.609 -1.56201 1.17976 166.227 9.88705e+06 
527.888 614.409 552.097 -347.368 -129.313 -2.83429 0.43203 -131.715 -8.58047e+06 
263.233 62.3585 117.572 -491.602 355.328 1.24492 -0.916587 355.656 2.14952e+07 
646.573 750.321 715.308 -114.599 457.968 -3.24283 1.54685 456.272 2.65884e+07 
967.643 990.891 959.677 -262.02 462.325 -1.75848 -0.253694 460.313 2.60143e+07 
316.1 784.448 784.453 219.116 119.662 -8.51727 8.51753 119.662 6.01076e+06 
195.671 443.009 424.328 -258.621 402.873 -2.87811 2.34264 402.338 2.39878e+07 
651.109 678.488 650.403 371.449 92.7335 -1.21829 -0.0151741 91.5 4.69117e+06 
647.852 649.287 490.582 -275.47 -184.929 -3.0201 -2.95857 -190.908 -1.20343e+07 
338.594 153.257 157.951 318.885 -327.108 1.53049 -1.48221 -327.06 -1.98423e+07 
786.633 767.602 757.792 -388.755 -147.278 0.241516 -0.736044 -147.773 -1.00911e+07 
261.055 386.667 388.621 461.207 493.136 -1.31942 1.3695 493.186 2.95436e+07 
731.163 741.678 272.104 372.718 37.4502 -8.12234 -7.61053 21.7173 1.16616e+06 
290.39 282.217 354.053 123.474 -356.595 0.832627 0.677964 -355.085 -2.1739e+07 
823.05 831.314 16.4497 -310.998 -293.354 -11.6413 -11.1895 -316.184 -1.91348e+07 
379.059 219.647 262.827 -333.58 295.135 1.92138 -1.23285 295.823 1.77639e+07 
525.63 714.431 718.016 466.079 -306.359 -3.78397 3.95368 -306.189 -1.95605e+07 
667.113 559.557 597.409 -479.728 214.703 2.90386 -1.45651 216.15 1.23668e+07 
290.842 265.635 237.541 -148.226 249.843 -0.00179239 -0.465383 249.375 1.49783e+07 
575.119 584.921 208.006 -117.51 232.057 -5.12651 -4.75074 222.179 1.33589e+07 
240.513 399.253 402.402 368.28 393.39 -1.63647 1.71989 393.473 2.34876e+07 
548.009 542.286 803.923 -269.073 241.106 5.92336 5.71714 252.746 1.40026e+07 
