MA		MC		MH		la2		la3		la4		la5		laL		m22Squared		
964.73		980.369		571.562		461.614		139.846		-10.9865		-9.98119		118.878		6.54067e+06		
797.557		960.949		955.036		-177.456		-259.499		-4.93512		4.5607		-259.873		-1.75507e+07		
496.588		554.71		469.647		372.488		164.804		-2.44958		-0.430163		161.924		9.35785e+06		
311.34		294.237		241.032		-334.993		73.9029		-0.29946		-0.641758		72.9616		4.29915e+06		
393.384		299.726		352.089		52.4656		106.109		1.63669		-0.508693		107.237		6.24162e+06		
880.982		889.928		660.658		-337.54		97.5906		-6.1363		-5.61272		85.8416		4.32185e+06		
859.384		991.228		988.974		-336.396		45.2418		-4.1056		3.95809		45.0943		772787		
885.037		782.19		850.417		296.078		-342.971		4.67409		-0.992815		-339.29		-2.19789e+07		
150.323		135.496		173.148		49.368		-89.2039		0.262059		0.122004		-88.8198		-5.43498e+06		
701.72		686.807		703.992		261.191		376.529		0.737147		0.0527723		377.319		2.18426e+07		
573.369		551.744		876.875		127.205		285.685		8.07754		7.27342		301.036		1.66797e+07		
117.679		633.685		627.929		-410.285		-458.815		-6.5267		6.28671		-459.055		-2.85688e+07		
549.356		592.214		488.081		-330.614		304.558		-2.66739		-1.05045		300.84		1.77292e+07		
968.801		172.726		176.807		131.402		233.161		15.0401		-14.993		233.209		1.40503e+07		
154.369		106.746		232.299		354.55		-109.033		0.908903		0.497939		-107.627		-6.62106e+06		
926.505		775.12		807.701		-281.6		-178.929		5.10894		-3.40458		-177.225		-1.20297e+07		
749.658		685.398		775.438		283.397		-97.7165		3.69739		0.649693		-93.3694		-6.85295e+06		
903.315		436.54		439.751		415.763		-375.39		10.3811		-10.2881		-375.297		-2.30982e+07		
218.386		251.056		132.031		-298.528		-304.954		-1.0069		-0.50004		-306.461		-1.85807e+07		
660.315		649.173		623.775		427.743		136.872		-0.29313		-0.775356		135.803		7.44007e+06		
339.451		789.796		780.43		17.213		133.652		-8.64663		8.16054		133.166		6.84054e+06		
471.448		655.596		643.463		363.452		259.165		-3.69003		3.1691		258.644		1.4824e+07		
167.2		163.462		145.4		346.659		-150.591		-0.0717592		-0.112607		-150.775		-9.1666e+06		
738.849		690.765		839.81		-215.587		93.026		4.90559		2.63376		100.565		4.67525e+06		
689.293		782.418		775.676		291.399		389.84		-2.43831		2.09117		389.493		2.23672e+07		
956.421		968.99		648.402		384.995		-314.295		-8.96815		-8.16837		-331.431		-2.08978e+07		
596.86		293.473		297.15		299.936		-29.1656		4.49942		-4.42765		-29.0938		-1.93724e+06		
541.629		521.495		734.059		-318.377		259.888		4.76387		4.05647		268.709		1.51835e+07		
563.905		587.766		327.44		-241.88		286.332		-4.39107		-3.48291		278.458		1.66367e+07		
88.435		75.7716		284.44		-309.023		40.8207		1.27642		1.2077		43.3048		2.45882e+06		
195.771		180.86		647.721		247.366		-362.754		6.48504		6.29944		-349.97		-2.20179e+07		
410.281		452.379		357.243		-267.496		465.769		-1.8729		-0.672685		463.223		2.77772e+07		
169.313		165.463		33.8521		-267.043		-210.003		-0.412176		-0.454772		-210.87		-1.27633e+07		
86.3235		107.756		5.12866		173.232		-191.221		-0.260171		-0.122702		-191.604		-1.15952e+07		
611.963		620.338		335.589		326.27		424.445		-4.6685		-4.32743		415.449		2.49161e+07		
547.348		541.121		453.201		-428.67		183.752		-1.33259		-1.55659		180.863		1.05343e+07		
941.553		842.437		874.353		107.482		-45.7718		3.82733		-2.0165		-43.961		-4.18933e+06		
650.754		576.129		642.105		314.336		344.007		2.84106		-0.184769		346.664		2.01541e+07		
754.554		728.522		756.518		-146.131		447.165		1.32497		0.0490474		448.539		2.59992e+07		
772.876		777.996		574.425		-458.555		-179.863		-4.68065		-4.41821		-188.962		-1.20952e+07		
14.6839		688.613		682.367		300.993		263.12		-7.97368		7.69067		262.837		1.49746e+07		
694.537		737.055		615.87		481.328		490.042		-3.71507		-1.70344		484.623		2.85689e+07		
164.498		161.7		422.836		-268.42		-231.928		2.53745		2.50729		-226.883		-1.40877e+07		
226.695		116.453		156.115		-256.465		-467.053		0.803752		-0.446467		-466.696		-2.82913e+07		
196.591		124.204		146.882		174.405		-88.1835		0.485307		-0.282132		-87.9803		-5.36736e+06		
838.287		763.126		829.242		-341.245		106.677		3.72868		-0.249226		110.157		5.29097e+06		
693.916		433.577		442.56		292.88		287.617		4.98052		-4.72041		287.877		1.70295e+07		
409.161		404.995		443.852		-471.292		325.957		0.6011		0.488994		327.047		1.93976e+07		
417.507		208.79		227.298		-185.184		435.776		2.29344		-2.02671		436.043		2.62843e+07		
926.538		932.985		131.424		-381.057		-119.409		-14.2967		-13.9005		-147.606		-8.96708e+06		
161.078		203.351		200.83		-18.2694		214.969		-0.271402		0.237729		214.935		1.29263e+07		
22.608		338.191		321.477		83.6637		-207.936		-2.06371		1.69933		-208.3		-1.28122e+07		
990.487		988.293		543.675		-414.73		159.823		-11.1838		-11.3273		137.312		7.71842e+06		
115.976		302.433		309.194		-415.732		329.586		-1.22084		1.3575		329.723		1.97623e+07		
463.436		356.476		412.58		202.334		82.1896		2.16216		-0.73617		83.6156		4.71963e+06		
174.182		167.15		881.297		232.937		388.43		12.4123		12.333		413.175		2.34504e+07		
400.381		345.023		461.565		497.634		-465.447		2.2352		0.87146		-462.341		-2.84051e+07		
109.939		373.438		375.079		-214.219		-169.564		-2.08442		2.12502		-169.524		-1.05403e+07		
832.545		961.079		937.459		-410.378		-324.877		-4.5506		3.06856		-326.359		-2.15076e+07		
639.181		631.59		631.238		248.247		-171.396		0.152031		-0.166751		-171.41		-1.117e+07		
732.311		849.516		848.119		-376.871		-87.1592		-3.10278		3.02441		-87.2376		-6.71788e+06		
227.105		266.493		241.953		-270.426		93.1312		-0.527451		0.115086		92.7188		5.49389e+06		
739.241		878.74		854.824		-469.071		-117.342		-4.41483		3.04458		-118.712		-8.64542e+06		
184.158		345.742		333.602		-474.912		476.266		-1.55116		1.2786		475.993		2.85826e+07		
192.358		172.89		362.987		-297.565		189.967		1.80084		1.56583		193.334		1.14363e+07		
874.412		288.19		303.339		497.154		313.299		11.4102		-11.1141		313.595		1.87935e+07		
441.713		519.489		499.928		-487.698		-463.308		-1.56487		0.905847		-463.967		-2.85773e+07		
961.637		875.291		908.97		-366.417		305.679		3.61399		-1.62797		307.665		1.69662e+07		
92.9373		730.575		722.954		75.7796		-354.169		-8.86016		8.49404		-354.535		-2.25003e+07		
598.864		615.721		422.612		23.4406		-251.022		-3.65171		-2.97504		-257.649		-1.59491e+07		
41.4034		621.773		614.781		54.694		248.277		-6.50297		6.21722		247.991		1.42515e+07		
173.104		190.168		119.156		316.774		-90.045		-0.465405		-0.260539		-90.7709		-5.52149e+06		
107.776		33.1114		147.257		329.262		479.788		0.514037		0.166384		480.469		2.90327e+07		
773.062		838.604		830.339		378.978		499.888		-1.97345		1.51759		499.432		2.88447e+07		
702.685		760.055		655.04		12.6768		-132.499		-3.84238		-1.06894		-137.41		-9.17365e+06		
208.32		232.383		220.144		124.631		-415.657		-0.26676		0.0837177		-415.84		-2.52619e+07		
782.909		432.167		434.996		357.911		-193.15		7.08294		-7.00187		-193.069		-1.20622e+07		
154.492		745.783		739.613		-88.1108		-270.394		-8.94788		8.64497		-270.697		-1.74756e+07		
525.197		489.531		511.034		-255.9		-260.815		0.953587		-0.242524		-260.104		-1.62628e+07		
376.812		370.484		479.124		-238.738		484.616		1.60338		1.4471		487.666		2.90525e+07		
771.258		805.681		757.768		42.8558		379.567		-2.13486		-0.340851		377.091		2.16716e+07		
126.057		89.8107		252.061		471.378		497.386		1.04589		0.787303		499.219		3.00837e+07		
273.457		323.326		272.687		-279.131		-7.98063		-0.990518		-0.00694871		-8.97809		-692035		
242.947		159.46		175.37		433.603		-124.764		0.643188		-0.467122		-124.588		-7.60106e+06		
415.653		415.873		133.385		-40.6859		48.0707		-2.56697		-2.5609		42.9428		2.56314e+06		
81.4754		223.538		205.686		417.934		-460.962		-0.842647		0.589408		-461.215		-2.79955e+07		
145.684		150.111		147.18		313.504		72.3879		-0.0360408		0.00723752		72.3591		4.33556e+06		
662.587		618.427		639.852		-27.9417		472.537		1.38027		-0.489294		473.428		2.78311e+07		
365.811		335.313		298.24		340.706		457.786		-0.0347822		-0.741469		457.01		2.74785e+07		
717.375		723.49		677.608		-24.1755		281.874		-1.20786		-0.916673		279.75		1.6011e+07		
471.63		378.263		414.685		6.04364		-294.664		1.7885		-0.834019		-293.709		-1.8118e+07		
393.13		500.748		489.719		-472.113		-146.896		-1.77011		1.40911		-147.257		-9.39108e+06		
718.166		716.901		370.285		-174.815		-152.684		-6.19704		-6.25704		-165.138		-1.02677e+07		
680.716		683.485		583.168		17.3002		25.1364		-2.16215		-2.03731		20.937		586853		
534.309		551.132		427.759		-357.942		320.77		-2.29741		-1.69391		316.778		1.88042e+07		
630.812		349.33		366.097		100.22		324.069		4.7572		-4.36077		324.465		1.93673e+07		
935.711		612.923		613.623		-252.345		-347.188		8.2745		-8.2461		-347.16		-2.17618e+07		
129.072		162.681		107.505		-29.9101		16.1722		-0.408379		-0.0843147		15.6795		925744		
489.74		485.949		138.675		-5.00188		450.843		-3.52333		-3.64556		443.674		2.68109e+07		
637.735		633.946		571.82		80.0819		-287.695		-1.15821		-1.31745		-290.171		-1.82139e+07		
886.792		863.262		881.822		304.956		89.5008		1.21565		-0.145252		90.5712		3.92579e+06		
154.53		142.856		893.63		488.705		-251.661		12.9162		12.8015		-225.943		-1.52703e+07		
381.874		379.995		320.788		-138.296		3.70899		-0.66197		-0.709277		2.33775		-64338.4		
681.447		788.72		729.407		152.886		251.443		-4.09401		1.11812		248.467		1.39721e+07		
596.915		567.784		722.096		266.576		-305.07		3.84975		2.72844		-298.492		-1.91064e+07		
384.805		222.825		263.786		-44.9763		-202.873		1.95578		-1.29705		-202.214		-1.23764e+07		
59.16		41.2904		601.043		451.995		-507.689		5.97104		5.91171		-495.806		-3.07267e+07		
763.013		923.029		928.797		-433.612		-84.3914		-4.28172		4.63471		-84.0384		-6.811e+06		
871.418		889.867		883.776		180.489		-178.673		-0.71547		0.358444		-179.03		-1.23963e+07		
359.995		335.078		524.672		378.015		159.953		2.97975		2.40737		165.34		9.45514e+06		
419.253		319.536		363.314		141.914		-58.7451		1.71133		-0.723381		-57.7572		-3.75923e+06		
527.606		291.692		295.945		-240.51		-193.653		3.23523		-3.15263		-193.57		-1.18893e+07		
722.24		746.381		706.595		-435.129		-254.874		-1.54114		-0.369397		-256.785		-1.65381e+07		
891.437		700.004		709.402		405.798		274.564		5.25314		-4.81539		275.001		1.56355e+07		
634.809		600.954		692.167		-311.634		52.749		2.6404		1.25774		56.6471		2.46987e+06		
743.729		735.6		757.528		184.393		-339.97		0.739724		0.342317		-338.888		-2.16559e+07		
97.6297		79.9417		224.05		461.523		327.351		0.775801		0.671998		328.798		1.97972e+07		
485.175		635.022		604.498		-93.3788		359.507		-3.39899		2.14857		358.257		2.09494e+07		
322.253		71.5563		116.295		-241.014		369.882		1.77029		-1.49254		370.16		2.23735e+07		
828.153		818.24		963.934		-298.403		-234.292		4.56031		4.02093		-225.71		-1.55174e+07		
795.872		781.605		846.986		-355.454		154.243		2.13142		1.38762		157.762		8.11237e+06		
753.695		782.259		753.556		339.851		-469.348		-1.45339		-0.00347378		-470.805		-2.96269e+07		
7.11284		327.688		321.303		-411.533		225.449		-1.84204		1.70509		225.312		1.34285e+07		
502.859		513.665		392.755		246.743		272.255		-1.99254		-1.6295		268.633		1.59481e+07		
781.486		997.807		971.243		-437.242		400.716		-7.2246		5.49596		398.987		2.22585e+07		
478.145		449.058		563.967		-131.435		-191.054		2.36922		1.47789		-187.207		-1.19651e+07		
588.482		91.4872		100.637		-159.713		326.175		5.61338		-5.55529		326.233		1.9722e+07		
381.528		213.805		240.036		404.857		370.434		1.84672		-1.45328		370.828		2.23258e+07		
654.13		720.632		706.482		498.9		-83.1058		-1.84446		1.17706		-83.7732		-6.06785e+06		
867.334		897.301		810.97		-200.865		-170.305		-3.31078		-1.56315		-175.179		-1.19165e+07		
334.601		318.855		727.923		382.326		152.353		7.24589		6.90583		166.505		9.01649e+06		
567.373		97.0688		107.793		-424.869		-272.881		5.20006		-5.12745		-272.808		-1.65325e+07		
821.981		826.428		830.568		-467.218		350.245		-0.00777095		0.2345		350.471		1.98294e+07		
439.322		295.026		290.66		125.18		-379.779		1.70874		-1.79326		-379.863		-2.31568e+07		
179.695		146.221		289.822		333.112		412.961		1.21498		0.854423		415.03		2.4948e+07		
491.803		454.509		627.803		-234.246		-143.16		3.68251		2.51615		-136.961		-9.0766e+06		
897.302		636.246		643.111		288.308		-302.25		6.76059		-6.47033		-301.96		-1.91006e+07		
750.022		721.492		809.038		-372.151		-75.2526		2.90785		1.52042		-70.8243		-5.59509e+06		
840.402		718.874		751.652		-50.875		-31.5696		3.92783		-2.33485		-29.9767		-2.94403e+06		
210.574		168.945		341.83		-10.17		-408.719		1.72028		1.19813		-405.801		-2.47911e+07		
197.755		184.048		960.827		-265.055		39.4429		14.782		14.6091		68.834		2.31918e+06		
190.944		167.831		307.232		28.4394		-491.985		1.23135		0.9573		-489.796		-2.98293e+07		
845.836		414.186		428.677		-2.13526		-374.482		9.18933		-8.78568		-374.078		-2.30052e+07		
231.661		229.573		201.799		437.648		-468.774		-0.182061		-0.213893		-469.17		-2.84737e+07		
523.506		70.8951		89.4446		341.3		-45.2638		4.49479		-4.3965		-45.1655		-2.74923e+06		
543.174		578.11		454.375		72.4905		-394.249		-2.7584		-1.46378		-398.471		-2.45268e+07		
945.363		530.203		549.277		-327.941		-406.558		10.4631		-9.78264		-405.878		-2.51655e+07		
978.243		983.055		217.924		245.942		154.58		-15.3405		-15.0286		124.211		7.42179e+06		
258.845		148.131		203.369		-102.378		-442.95		1.06541		-0.423723		-442.309		-2.68495e+07		
448.277		696.776		691.897		432.39		-33.5742		-4.81395		4.59001		-33.7982		-3.00277e+06		
737.221		754.027		654.959		-426.762		453.316		-2.72074		-1.89247		448.703		2.62958e+07		
642.404		594.613		696.329		122.282		310.129		3.14675		1.19292		314.469		1.80607e+07		
830.974		798.248		786.388		480.295		495.263		0.570489		-1.1916		494.642		2.86969e+07		
662.788		187.13		208.968		134.24		-340.761		6.82334		-6.53746		-340.475		-2.06915e+07		
711.784		692.949		730.974		-243.863		347.226		1.33194		0.457501		349.015		2.00523e+07		
812.907		89.773		108.076		-129.865		141.46		10.8464		-10.7267		141.58		8.54449e+06		
547.922		547.398		851.976		437.476		180.759		7.05255		7.03359		194.845		1.03395e+07		
56.5027		213.053		189.132		-111.485		-161.698		-0.856298		0.538344		-162.016		-9.87612e+06		
93.8438		82.5948		671.775		-190.761		170.054		7.3773		7.31171		184.743		1.02774e+07		
546.026		554.517		529.511		-42.7794		-302.332		-0.602372		-0.293526		-303.228		-1.89109e+07		
419.143		426.854		471.163		14.9048		327.293		0.549719		0.765304		328.608		1.9442e+07		
63.9819		16.8217		750.397		-96.3207		279.806		9.36319		9.23725		298.407		1.69322e+07		
747.861		781.303		680.63		-306.9		-25.3088		-3.27707		-1.58701		-30.1729		-2.75245e+06		
194.835		207.24		204.191		323.678		1.48398		-0.103139		0.0616919		1.44253		3907.8		
978.286		958.7		910.777		-120.204		-27.1656		-0.853549		-2.10734		-30.1265		-3.48217e+06		
934.22		944.484		401.574		-148.355		202.567		-12.3946		-11.7573		178.415		1.04744e+07		
824.38		308.748		316.597		-443.164		-19.3214		9.73604		-9.57382		-19.1591		-1.3599e+06		
707.238		739.091		543.258		202.877		87.2722		-4.91102		-3.38846		78.9727		4.18885e+06		
634.847		968.596		969.898		-117.099		381.757		-8.80135		8.88477		381.841		2.12261e+07		
924.572		984.079		923.527		319.02		332.056		-3.78558		-0.0319057		328.239		1.81579e+07		
549.455		538.303		952.802		32.9436		289.073		10.4137		10.0127		309.5		1.6914e+07		
754.802		558.538		570.83		-350.815		21.5831		4.4888		-4.02998		22.0419		682193		
119.121		826.082		817.528		-229.676		-14.4025		-11.2744		10.8097		-14.8672		-2.23641e+06		
880.415		878.853		362.638		102.676		251		-10.5448		-10.6356		229.819		1.36447e+07		
923.908		305.335		308.13		-444.316		-451.564		12.5932		-12.5366		-451.507		-2.75133e+07		
99.7358		139.773		36.6518		310.56		223.467		-0.459089		-0.142175		222.865		1.34842e+07		
562.226		630.959		569.085		475.661		-445.928		-2.58218		0.128235		-448.382		-2.7782e+07		
465.513		508.857		494.612		-143.511		142.074		-0.934102		0.461671		141.601		8.07985e+06		
405.253		592.722		559.901		-147.47		-295.538		-3.71671		2.46644		-296.788		-1.85874e+07		
760.417		787.369		678.52		-332.124		-37.1297		-3.32601		-1.94733		-42.403		-3.48684e+06		
376.881		449.578		466.575		90.4333		-259.095		-0.735501		1.25013		-258.58		-1.60836e+07		
206.447		201.656		376.012		148.808		-394.666		1.69667		1.63205		-391.338		-2.3965e+07		
733.594		639.287		647.377		226.563		-209.155		2.31147		-1.96745		-208.811		-1.34746e+07		
525.883		490.955		675.535		260.134		452.134		4.14481		2.97103		459.249		2.68792e+07		
603.696		556.032		550.251		335.06		253.76		0.807729		-1.01911		253.549		1.47382e+07		
406.096		389.905		541.728		143.916		36.4336		2.55026		2.12432		41.1081		1.90076e+06		
900.761		821.942		840.457		-127.919		-187.304		2.75231		-1.73511		-186.287		-1.26861e+07		
329.706		273.714		403.789		-0.718818		-401.915		2.01457		0.897936		-399.003		-2.44721e+07		
289.232		267.243		333.823		-247.649		223.273		0.863498		0.459092		224.595		1.33687e+07		
973.968		871.339		929.073		423.203		-201.683		4.84708		-1.41179		-198.247		-1.37235e+07		
733.629		650.959		688.675		406.985		-98.9349		2.72636		-1.05655		-97.2651		-6.83464e+06		
940.253		357.565		360.416		-302.241		-234.028		12.5301		-12.4624		-233.96		-1.44181e+07		
591.382		590.872		867.658		310.677		244.684		6.68094		6.661		258.026		1.4109e+07		
60.6249		136.507		142.983		-325.648		420.949		-0.217278		0.277098		421.009		2.54369e+07		
850.206		851.03		720.828		-473.991		309.837		-3.40508		-3.35872		303.073		1.73016e+07		
364.825		348.018		662.995		117.31		173.188		5.46015		5.0642		183.713		1.02384e+07		
140.103		214.045		232.927		-401.069		-179.813		-0.293251		0.572181		-179.534		-1.09732e+07		
752.35		709.916		753.712		428.404		-124.889		2.08456		0.0339024		-122.77		-8.56574e+06		
889.126		686.848		720.822		-112.931		-201.505		6.05808		-4.4775		-199.924		-1.31378e+07		
173.869		174.64		175.876		299.045		333.014		0.00272037		0.0115972		333.028		2.00917e+07		
948.88		868.284		892.357		-29.5889		62.7094		3.12048		-1.71973		64.1102		2.28709e+06		
381.633		372.182		477.207		47.7706		-62.4498		1.59183		1.35637		-59.5016		-4.05625e+06		
894.578		617.415		639.626		484.983		-178.095		7.38627		-6.46356		-177.172		-1.154e+07		
404.898		391.384		590.335		-107.717		-445.223		3.4053		3.04965		-438.768		-2.72495e+07		
555.943		474.196		528.835		-11.0056		477.824		2.29718		-0.485935		479.635		2.84663e+07		
371.303		205.651		244.828		223.105		62.8114		1.87095		-1.28768		63.3947		3.71651e+06		
541.861		530.362		803.15		-495.152		-423.348		6.21481		5.80734		-411.326		-2.61819e+07		
370.26		625.408		625.354		-33.9489		372.734		-4.19903		4.19683		372.732		2.17741e+07		
908.967		908.448		696.577		281.362		340.926		-5.60374		-5.63489		329.687		1.89809e+07		
850.788		862.272		591.378		-29.4051		-164.062		-6.83224		-6.18204		-177.076		-1.14154e+07		
128.075		397.305		387.939		315.499		-101.954		-2.4589		2.21583		-102.197		-6.48553e+06		
912.843		878.591		898.237		-258.588		463.939		1.59079		-0.437122		465.093		2.65319e+07		
376.173		383.487		456.597		-359.622		-402.78		0.923093		1.10673		-400.75		-2.46688e+07		
328.679		857.864		857.247		-371.364		-394.413		-10.3933		10.3583		-394.448		-2.53402e+07		
928.955		870.505		885.833		-473.611		239.975		2.18292		-1.29318		240.865		1.30068e+07		
666.034		777.327		744.78		397.901		433.342		-3.47304		1.8358		431.704		2.50156e+07		
545.494		572.88		459.017		-96.9898		141.354		-2.44766		-1.43544		137.471		7.89778e+06		
126.584		207.768		224.966		313.72		-412.779		-0.325567		0.571524		-412.533		-2.5066e+07		
135.104		142.312		101.801		298.636		-315.09		-0.196454		-0.13037		-315.417		-1.91085e+07		
898.5		847.715		939.355		-5.13524		-33.5016		4.17158		1.24074		-28.0893		-3.46463e+06		
50.9359		159.656		113.87		-184.759		-164.933		-0.585283		0.171391		-165.347		-1.00321e+07		
430.105		429.354		2.87964		-412.26		-251.129		-3.03543		-3.05674		-257.221		-1.5566e+07		
795.075		849.254		817.173		409.346		-462.806		-2.35555		0.588723		-464.572		-2.94496e+07		
471.939		455.791		381.711		368.5		-396.961		-0.777653		-1.27277		-399.011		-2.4438e+07		
347.648		324.829		340.14		-241.297		264.728		0.421824		-0.0853281		265.065		1.58093e+07		
796.599		208.364		224.209		43.3593		-216.881		9.88182		-9.6553		-216.655		-1.32116e+07		
479.758		481.267		833.517		-262.389		167.819		7.62908		7.67701		183.125		9.69249e+06		
489.604		546.493		535.221		426.84		68.2942		-1.17549		0.772519		67.8913		3.53558e+06		
394.813		661.418		657.803		-58.467		351.945		-4.73206		4.57446		351.787		2.04233e+07		
255.97		939.891		933.895		-54.1667		99.0526		-13.7006		13.3294		98.6814		4.22748e+06		
225.754		295.028		246.641		-212.877		267.462		-1.02925		0.16305		266.596		1.60117e+07		
495.56		487.747		872.765		-284.305		-465.864		8.78287		8.52896		-448.552		-2.8668e+07		
497.592		479.621		813.087		296.135		-385.871		7.41351		6.83311		-371.624		-2.38114e+07		
657.885		664.549		775.398		-420.681		-218.297		2.49193		2.78322		-213.022		-1.40937e+07		
367.125		338.718		524.722		246.399		446.223		2.98524		2.32257		451.531		2.67742e+07		
667.099		712.872		711.064		477.855		138.463		-1.08634		1.00122		138.377		7.36283e+06		
542.256		516.856		798.56		471.34		-84.7298		6.56783		5.67877		-72.4832		-5.66179e+06		
187.314		185.317		239.846		-23.6119		-339.45		0.395408		0.370806		-338.684		-2.06108e+07		
93.4873		390.635		394.853		-232.832		-488.662		-2.3224		2.4319		-488.553		-2.98771e+07		
193.201		44.8145		52.9565		-50.4972		-397.781		0.596776		-0.570467		-397.754		-2.40761e+07		
975.594		902.384		992.639		-146.94		490.567		5.09818		0.554384		496.22		2.80586e+07		
211.505		871.292		871.43		326.126		249.886		-11.8014		11.8094		249.894		1.36038e+07		
15.7586		497.315		487.462		-124.681		-389.524		-4.24313		3.92245		-389.844		-2.40671e+07		
718.949		727.783		189.308		-378.237		160.004		-8.37155		-7.94913		143.683		8.62346e+06		
381.3		495.812		487.898		-291.246		-404.457		-1.78836		1.53107		-404.714		-2.49678e+07		
517.833		482.666		605.192		152.989		329.631		2.78398		1.62117		334.036		1.9482e+07		
915.54		732.018		760.189		-346.246		474.813		5.69102		-4.30178		476.202		2.76621e+07		
107.253		94.7444		797.697		424.061		-57.3035		10.4083		10.3248		-36.5704		-3.48573e+06		
576.911		577.252		877.248		52.0658		159.83		7.20389		7.21689		174.25		9.00582e+06		
597.558		254.202		272.6		175.232		81.0319		4.99288		-4.67256		81.3522		4.77449e+06		
237.352		167.99		245.633		-207.727		-154.084		0.995273		0.0660913		-153.022		-9.38097e+06		
741.73		718.767		859.164		387.532		-148.435		4.21499		3.1066		-141.113		-1.00159e+07		
685.709		812.042		806.474		-439.595		457.975		-3.2756		2.9778		457.677		2.6396e+07		
356.254		326.716		326.607		457.399		82.7463		0.3322		-0.334537		82.744		4.79399e+06		
97.8237		150.91		168.048		-5.53471		4.54063		-0.127864		0.308524		4.72129		229233		
906.613		891.976		903.008		243.003		-491.107		0.762221		-0.107816		-490.453		-3.13111e+07		
412.955		409.559		140.178		-433.152		324.928		-2.40094		-2.49325		320.034		1.93279e+07		
211.694		280.725		248.299		54.7926		-69.7656		-0.845162		0.278243		-70.3326		-4.37955e+06		
135.784		300.143		309.322		-249.694		-403.088		-1.09153		1.2764		-402.904		-2.45735e+07		
190.123		202.673		67.9441		79.9261		-297.153		-0.683942		-0.521028		-298.358		-1.80647e+07		
618.343		649.22		479.492		-252.254		-369.061		-3.81243		-2.51893		-375.393		-2.31771e+07		
669.364		705.848		652.42		190.704		51.954		-2.02828		-0.370086		49.5557		2.14761e+06		
678.986		569.096		563.889		278.217		273.973		2.1689		-2.36387		273.778		1.5932e+07		
846.031		859.007		435.634		316.757		40.8281		-9.42299		-8.69178		22.7134		994968		
589.123		468.47		497.465		443.83		19.088		2.57137		-1.64575		20.0136		716201		
308.337		502.178		494.085		84.9549		-335.938		-2.72942		2.46295		-336.204		-2.0834e+07		
504.815		520.048		367.482		431.175		-300.208		-2.49552		-1.97956		-304.683		-1.87083e+07		
675.298		772.419		784.626		-351.015		460.63		-2.00933		2.63749		461.258		2.66822e+07		
89.4421		98.5053		167.939		-400.101		-470.345		0.277561		0.333858		-469.733		-2.84828e+07		
840.088		728.618		722.135		-27.4642		-20.9699		2.73414		-3.04497		-21.2808		-2.33078e+06		
84.2302		753.708		743.291		-441.611		326.938		-9.52765		9.01228		326.422		1.86488e+07		
24.0092		904.216		899.984		-218.155		-393.423		-13.6273		13.3749		-393.676		-2.54436e+07		
728.559		749.858		514.363		-240.947		-235.799		-5.44		-4.39933		-245.638		-1.53942e+07		
487.974		778.044		769.345		-431.454		-460.632		-6.29082		5.84595		-461.077		-2.90863e+07		
74.5904		59.2679		815.532		-302.072		243.711		10.9662		10.8984		265.576		1.47414e+07		
130.565		105.929		587.022		210.124		232.443		5.60513		5.41257		243.461		1.40441e+07		
898.477		875.093		883.463		457.169		-402.864		0.928555		-0.442082		-402.377		-2.59113e+07		
486.52		472.074		593.901		302.641		192.607		2.37477		1.91712		196.899		1.12101e+07		
700.328		614.262		614.002		436.957		-313.506		1.86437		-1.8749		-313.517		-1.97268e+07		
309.322		236.992		290.562		162.787		256.471		1.11997		-0.185966		257.405		1.54083e+07		
419.439		454.146		375.149		481.195		422.25		-1.58358		-0.581531		420.085		2.51404e+07		
508.104		473.55		645.028		375.048		-174.478		3.73013		2.60909		-168.139		-1.10072e+07		
350.204		348.551		415.057		-135.35		-271.134		0.858272		0.820101		-269.455		-1.66509e+07		
905.523		657.462		670.556		82.3496		-67.4026		6.69416		-6.11948		-66.8279		-4.94345e+06		
358.104		301.333		396.924		444.312		-138.126		1.72159		0.484345		-135.92		-8.54041e+06		
528.591		379.777		422.322		-306.433		-14.1805		2.79764		-1.66984		-13.0527		-1.14661e+06		
792.276		885.28		859.786		321.056		-174.325		-3.31328		1.84299		-175.795		-1.21169e+07		
593.855		804.59		788.917		464.316		290.685		-5.28251		4.45711		289.859		1.62964e+07		
858.006		888.218		703.983		-78.0966		-216.258		-5.71906		-3.97552		-225.952		-1.46649e+07		
198.55		212.467		170.856		338.439		-41.7501		-0.358098		-0.169054		-42.2773		-2.61684e+06		
119.978		143.497		78.0259		-126.194		121.096		-0.342059		-0.137262		120.617		7.28707e+06		
679.564		116.573		131.803		21.4321		-364.738		7.46913		-7.3441		-364.613		-2.20997e+07		
491.928		858.976		841.767		-381.515		200.067		-8.67729		7.71002		199.099		1.06316e+07		
960.866		970.611		677.774		-201.867		480.731		-8.28753		-7.66549		464.778		2.72078e+07		
873.872		872.266		639.213		479.761		336.334		-5.77453		-5.86718		324.692		1.88319e+07		
370.219		371.571		107.348		175.921		321.233		-2.1076		-2.07447		317.051		1.91636e+07		
178.692		145.827		238.431		184.266		-425.233		0.764239		0.411764		-424.057		-2.57759e+07		
736.477		736.018		295.361		-300.393		-230.531		-7.49895		-7.52133		-245.551		-1.50343e+07		
238.684		207.166		204.704		-156.741		78.9401		0.215453		-0.248963		78.9066		4.6913e+06		
59.5979		81.813		108.834		181.08		350.331		0.0332134		0.137036		350.501		2.11872e+07		
