MA		MC		MH		la2		la3		la4		la5		laL		m22Squared		
267.339		518.049		499.705		291.99		385.926		-3.56227		2.94525		385.309		2.28179e+07		
85.9213		123.406		152.73		364.458		-50.7593		0.00414696		0.263466		-50.4917		-3.10221e+06		
647.5		696.314		611.704		-228.508		-395.782		-2.91275		-0.744829		-399.439		-2.49208e+07		
521.855		369.613		366.563		26.0205		162.178		2.20558		-2.27979		162.104		9.54117e+06		
287.242		353.03		290.971		420.924		-9.03294		-1.35647		0.0356354		-10.3538		-795898		
392.984		331.568		404.211		-469.447		-211.236		1.61855		0.147905		-209.469		-1.3003e+07		
148.564		126.148		330.922		-432.702		-448.241		1.64839		1.44488		-445.148		-2.71576e+07		
872.309		878.174		208.715		-208.85		312.332		-12.1934		-11.8541		288.284		1.73587e+07		
251.06		272.77		167.778		-393.588		-136.906		-0.952256		-0.576404		-138.435		-8.43381e+06		
252.191		303.66		243.517		-224.886		23.256		-1.01656		-0.0710509		22.1684		1.22294e+06		
480.119		390.315		393.117		-140.074		-59.5501		1.32797		-1.25543		-59.4776		-3.90843e+06		
141.842		133.725		732.73		311.276		-227.355		8.61338		8.53945		-210.202		-1.37944e+07		
872.859		904.921		873.265		-430.973		174.41		-1.87208		0.0117017		172.55		8.91686e+06		
533.62		516.113		527.616		470.685		-274.258		0.502069		-0.105279		-273.861		-1.71297e+07		
499.773		509.759		29.2455		-272.41		7.78112		-4.44645		-4.11325		-0.778577		-48827		
760.248		766.808		254.277		-192.734		312.988		-8.81344		-8.48239		295.693		1.77648e+07		
478.11		486.477		561.695		277.938		-444.781		1.16947		1.43617		-442.176		-2.73897e+07		
935.117		726.956		736.314		446.325		390.426		5.94341		-5.49085		390.879		2.25701e+07		
666.329		589.568		663.123		-250.309		362.235		3.11563		-0.0704266		365.28		2.12258e+07		
497.532		589.219		524.149		12.548		-278.285		-2.84367		0.449371		-280.679		-1.75351e+07		
282.539		278.276		513.813		-423.745		241.146		3.12245		3.04342		247.311		1.44383e+07		
202.266		314.669		283.447		36.0742		-425.687		-1.26874		0.651578		-426.304		-2.59589e+07		
332.531		318.256		462.323		-346.739		442.586		2.01179		1.70477		446.303		2.6581e+07		
114.093		216.74		168.279		103.552		-375.697		-0.869475		0.252835		-376.314		-2.28296e+07		
787.111		795.742		367.357		125.165		-462.372		-8.45917		-8.00768		-478.839		-2.92473e+07		
142.625		101.952		314.603		52.8475		109.081		1.62814		1.29938		112.009		6.58036e+06		
782.021		800.959		711.035		274.845		503.374		-2.74215		-1.75137		498.88		2.91791e+07		
268.47		303.344		247.896		177.356		-338.815		-0.834599		-0.175547		-339.825		-2.06878e+07		
539.431		560.3		539.154		239.363		331.35		-0.763408		-0.00494609		330.582		1.94241e+07		
900.085		875.337		896.641		-13.9088		-192.585		1.34987		-0.102247		-191.338		-1.31869e+07		
904.862		146.146		155.054		358.856		328.458		13.2213		-13.1326		328.547		1.98343e+07		
184.609		171.119		862.587		-217.727		-379.272		11.8906		11.732		-355.649		-2.30106e+07		
641.362		629.112		851.706		-17.6771		-348.672		5.704		5.18969		-337.778		-2.18918e+07		
679.453		650.746		888.816		-239.787		233.885		6.68764		5.42562		245.999		1.33069e+07		
589.004		592.492		516.698		-16.4313		-152.33		-1.45732		-1.32113		-155.109		-9.9205e+06		
231.336		261.645		267.23		101.545		-249.6		-0.198089		0.295715		-249.502		-1.52417e+07		
368.526		137.96		145.379		328.291		287.987		1.96444		-1.89497		288.057		1.73898e+07		
424.582		438.476		65.1566		-100.909		-339.507		-3.30502		-2.90872		-345.721		-2.09301e+07		
729.591		697.958		739.752		-494.657		-124.539		1.73913		0.246705		-122.553		-8.5109e+06		
966.727		16.1148		53.0208		-79.3658		300.748		15.4811		-15.3967		300.832		1.81996e+07		
276.579		263.336		842.513		6.98331		150.663		10.7019		10.4655		171.83		8.97882e+06		
688.7		382.551		390.688		-18.7727		67.1255		5.5234		-5.31546		67.3335		3.76948e+06		
655.001		825.406		830.615		371.274		-383.264		-4.02609		4.31118		-382.979		-2.45562e+07		
450.308		358.916		418.025		-368.634		150.079		1.98097		-0.463217		151.597		8.82456e+06		
225.555		252.163		91.299		410.39		-280.554		-1.12303		-0.702947		-282.38		-1.71052e+07		
829.551		58.4413		83.5474		149.252		-57.5765		11.3739		-11.2561		-57.4587		-3.49113e+06		
22.0065		30.3184		3.98234		395.12		246.623		-0.0221143		-0.00774054		246.593		1.49228e+07		
158.028		193.716		80.0707		-270.793		15.8776		-0.721589		-0.306719		14.8492		885794		
818.839		101.701		115.737		58.0771		-10.5322		10.9592		-10.8583		-10.4314		-658054		
992.513		274.772		286.001		-135.353		203.391		15.1345		-14.9264		203.599		1.21574e+07		
433.543		73.6831		105.525		273.634		-27.4412		3.11052		-2.92193		-27.2526		-1.67149e+06		
879.41		841.413		996.398		230.329		-233.374		5.78723		3.62626		-223.961		-1.55388e+07		
561.216		776.576		766.626		-143.269		394.759		-5.01457		4.50712		394.251		2.26831e+07		
139.842		216.209		207.972		-36.52		-429.254		-0.507049		0.391577		-429.37		-2.60702e+07		
729.665		645.697		696.379		-102.945		137.033		3.03234		-0.784373		139.281		7.45882e+06		
346.812		361.326		131.854		233.699		456.438		-2.03994		-1.70026		452.697		2.73607e+07		
715.898		719.512		455.674		8.98577		394.984		-5.20929		-5.03786		384.737		2.28674e+07		
150.122		235.019		204.144		474.375		-301.302		-0.764369		0.316248		-301.75		-1.8344e+07		
396.719		388.622		277.206		123.871		-62.4998		-1.12078		-1.33093		-64.9515		-4.08429e+06		
758.681		784.571		604.916		-465.309		397.922		-4.78525		-3.46476		389.672		2.28495e+07		
247.704		542.794		540.355		473.736		22.3121		-3.8983		3.811		22.2248		760991		
577.254		916.259		912.387		306.176		355.898		-8.48355		8.24951		355.664		1.98584e+07		
97.2082		151.554		96.43		107.003		-242.909		-0.449283		-0.00248999		-243.361		-1.47458e+07		
625.967		624.67		673.197		-89.8444		218.71		1.06754		1.01394		220.791		1.2455e+07		
742.393		777.667		613.543		103.981		493.198		-4.6591		-2.88704		485.652		2.86369e+07		
299.294		294.419		876.945		-337.978		413.411		11.3233		11.2277		435.962		2.48446e+07		
112.501		181.978		150.731		352.483		329.133		-0.509881		0.16629		328.789		1.98516e+07		
97.1393		61.7844		102.721		349.092		-5.87167		0.204129		0.0184353		-5.64911		-362965		
388.564		719.914		705.905		-347.548		77.1515		-6.39945		5.73931		76.4913		3.63235e+06		
803.858		800.403		308.706		-22.4114		181.677		-8.92001		-9.10319		163.654		9.71309e+06		
339.574		403.083		314.311		-182.362		-377.034		-1.83176		-0.272963		-379.139		-2.31416e+07		
847.089		876.691		827.931		365.831		-332.847		-2.21666		-0.530254		-335.594		-2.16797e+07		
658.068		694.053		661.083		-176.975		444.549		-1.54233		0.0657227		443.073		2.59389e+07		
86.5448		389.536		369.751		-17.3728		299.503		-2.63187		2.13539		299.006		1.78212e+07		
812.402		805.324		933.18		-127.367		230.578		3.86228		3.48386		237.924		1.26566e+07		
230.007		139.737		214.16		-169.047		490.119		0.986765		-0.11631		490.989		2.9621e+07		
557.842		753.779		742.396		-84.2487		37.3292		-4.52815		3.96531		36.7664		1.12265e+06		
826.926		597.035		598.216		153.004		69.2975		5.43272		-5.38607		69.3441		3.4807e+06		
767.903		781.543		481.349		-28.0799		180.71		-6.61393		-5.91544		168.181		9.71422e+06		
603.809		684.417		612.779		-305.59		-322.899		-3.25156		0.180314		-325.97		-2.04774e+07		
908.277		968.569		864.319		-289.61		-446.076		-5.02738		-1.28759		-452.391		-2.8871e+07		
145.576		867.151		869.817		-197.892		410.67		-11.9989		12.152		410.823		2.33482e+07		
74.3692		53.8891		14.0126		-360.318		-140.839		-0.00133761		-0.088149		-140.929		-8.52883e+06		
395.11		385.737		934.242		294.125		400.465		12.085		11.8431		424.393		2.3937e+07		
350.128		345.166		463.746		-293.917		204.374		1.64205		1.52804		207.544		1.21296e+07		
222.569		161.04		199.781		-17.0697		-283.926		0.62102		-0.159043		-283.464		-1.72339e+07		
440.255		412.026		561.984		-489.801		-370.286		2.81114		2.01603		-365.458		-2.27477e+07		
255.717		399.612		359.442		78.0343		-356.614		-2.06208		1.0544		-357.622		-2.19002e+07		
233.77		213.358		709.31		-408.958		283.567		7.71244		7.4108		298.69		1.70693e+07		
860.698		843.72		892.377		-382.312		374.673		1.87405		0.917687		377.464		2.125e+07		
413.247		512.538		453.747		339.875		267.425		-2.45771		0.580222		265.547		1.56581e+07		
287.273		279.138		828.325		-424.319		58.6254		10.1264		9.97417		78.726		3.39194e+06		
481.86		194.025		224.378		-371.281		-47.1383		3.42461		-3.00489		-46.7186		-2.92792e+06		
800.198		619.789		642.463		-333.924		-44.9826		4.70615		-3.7603		-44.0368		-3.49045e+06		
208.63		297.926		267.383		-409.545		-271.816		-1.03278		0.462142		-272.387		-1.66267e+07		
145.321		127.236		723.068		-95.9684		-140.432		8.45343		8.29053		-123.688		-8.53075e+06		
678.097		514.198		532.975		-132.307		-374.243		3.55406		-2.90424		-373.593		-2.31765e+07		
716.557		759.479		752.935		142.196		434.072		-1.21049		0.883357		433.745		2.51147e+07		
247.735		257.244		66.6602		271.337		-404.791		-1.09943		-0.940727		-406.831		-2.46287e+07		
272.312		380.387		351.087		187.721		99.9394		-1.5198		0.811499		99.2311		5.75854e+06		
675.344		679.951		843.214		18.1491		-455.523		4.00608		4.21244		-447.304		-2.84911e+07		
614.466		707.463		676.406		-332.998		138.733		-2.74168		1.32124		137.313		7.39456e+06		
671.891		748.325		754.963		239.691		-412.161		-1.62887		1.95869		-411.832		-2.60623e+07		
331.815		296.35		435.672		-110.58		331.153		2.0534		1.31715		334.524		1.98644e+07		
372.268		570.204		573.194		-95.2721		1.28577		-3.02613		3.13914		1.39878		-572455		
810.44		782.485		995.985		425.52		-109.291		7.01026		5.5386		-96.7418		-7.8384e+06		
591.299		605.518		653.826		484.54		361.293		0.724104		1.28649		363.304		2.11307e+07		
662.496		668.078		629.903		-412.259		-148.705		-0.941562		-0.69607		-150.342		-9.89168e+06		
886.375		931.864		920.475		417.142		-140.141		-1.71537		1.01811		-140.839		-1.02175e+07		
705.224		657.781		718.701		-420.244		311.837		2.45422		0.317094		314.609		1.80058e+07		
945.302		952.913		387.965		228.885		320.634		-12.7565		-12.279		295.598		1.75874e+07		
353.183		339.785		950.356		38.1357		-488.596		13.1702		12.8633		-462.562		-2.97988e+07		
316.166		329.192		240.564		-293.156		-158.746		-0.973355		-0.695517		-160.415		-9.82342e+06		
524.62		526.862		758.355		-3.92166		1.14265		4.87741		4.95534		10.9754		-486019		
822.174		818.484		506.123		7.29378		467.771		-6.73711		-6.93718		454.096		2.69678e+07		
685.168		685.369		869.227		186.471		197.441		4.71859		4.72769		206.887		1.10089e+07		
891.331		916.983		747.335		-369.366		-264.348		-5.43219		-3.89914		-273.679		-1.7679e+07		
984.341		981.17		395.451		-143.672		-267.584		-13.221		-13.427		-294.232		-1.81185e+07		
257.35		763.971		756.144		161.584		-59.8897		-8.74679		8.35357		-60.2829		-4.79159e+06		
994.645		839.653		872.208		-464.948		36.8352		5.6189		-3.77703		38.6771		819089		
358.738		349.358		550.067		134.968		413.685		3.09282		2.87329		419.651		2.47905e+07		
198.008		183.498		710.335		-437.172		-399.298		7.87297		7.69001		-383.735		-2.42312e+07		
674.732		681.127		723.468		-471.021		-179.757		0.839472		1.12603		-177.792		-1.1806e+07		
392.476		232.236		278.837		268.07		-81.899		2.04773		-1.26062		-81.1119		-5.06407e+06		
848.364		813.588		835.12		296.804		153.797		1.54166		-0.368413		154.97		7.98332e+06		
892.623		119.03		136.323		485.595		-230.705		13.0052		-12.8593		-230.559		-1.39897e+07		
201.622		199.775		513.219		251.881		363.005		3.70521		3.68071		370.391		2.18878e+07		
449.315		410.538		443.315		-67.148		-234.103		1.01343		-0.0885046		-233.178		-1.4504e+07		
354.497		351.101		681.19		-77.8376		-232.229		5.6703		5.59111		-220.968		-1.43001e+07		
462.935		313.185		309.436		-102.72		-298.843		1.88198		-1.95912		-298.921		-1.8281e+07		
762.751		765.156		303.62		-42.485		135.415		-8.21195		-8.09048		119.112		7.02382e+06		
730.183		6.74302		52.8535		-323.444		-40.4096		8.855		-8.76418		-40.3188		-2.44552e+06		
588.892		624.629		505.518		150.597		-20.6047		-2.94106		-1.50778		-25.0536		-2.02724e+06		
638.232		609.66		804.89		423.739		339.752		5.15264		3.97427		348.879		1.98171e+07		
361.334		66.7321		95.2746		336.571		-230.526		2.16031		-2.00749		-230.373		-1.39594e+07		
280.779		263.202		818.973		81.9634		-173.646		10.0966		9.78055		-153.769		-1.06469e+07		
778.887		795.175		489.609		444.055		-178.524		-6.91098		-6.06366		-191.499		-1.20682e+07		
926.436		26.1368		54.1314		447.682		191.064		14.2086		-14.1343		191.139		1.15611e+07		
370.363		335.281		347.293		267.677		132.158		0.544557		-0.273595		132.429		7.77285e+06		
742.008		660.58		648.166		405.328		100.422		1.61879		-2.15573		99.8854		5.20443e+06		
439.066		720.298		719.543		-480.88		-178.749		-5.40578		5.36988		-178.785		-1.18548e+07		
56.6726		21.4802		716.614		-181.443		-437.22		8.52377		8.43287		-420.263		-2.64597e+07		
647.316		244.95		257.54		162.158		-93.797		6.03714		-5.82806		-93.588		-5.79622e+06		
601.449		601.404		458.443		298.198		-264.931		-2.50287		-2.50464		-269.938		-1.67559e+07		
567.522		568.016		192.375		332.737		206.727		-4.72924		-4.7107		197.287		1.1865e+07		
353.291		520.959		510.025		52.0233		427.724		-2.6085		2.23594		427.351		2.53413e+07		
319.225		305.458		950.028		294.358		-97.5089		13.5146		13.2304		-70.7639		-6.08746e+06		
657.479		637.739		997.594		-355.866		201.946		10.1469		9.30191		221.395		1.14075e+07		
811.808		935.601		896.092		257.069		-102.679		-4.77039		2.37868		-105.071		-7.96441e+06		
274.581		192.816		238.397		218.043		-18.17		0.956294		-0.306722		-17.5204		-1.17393e+06		
429.606		155.471		158.599		-18.7058		-194.621		2.66661		-2.63414		-194.588		-1.1826e+07		
858.491		346.109		356.876		265.767		-389.535		10.3243		-10.0741		-389.285		-2.38127e+07		
51.6491		208.475		190.15		-337.743		-489.195		-0.794808		0.5534		-489.436		-2.9691e+07		
527.781		269.666		277.677		-16.8454		-145.278		3.47377		-3.32885		-145.133		-8.93711e+06		
94.9477		69.132		131.464		296.307		419.47		0.276611		0.13662		419.883		2.53751e+07		
695.551		243.715		246.002		81.9063		298.381		7.03144		-6.99442		298.418		1.79381e+07		
719.009		727.595		595.453		-377.987		282.517		-3.09425		-2.68375		276.739		1.6038e+07		
218.588		214.344		759.606		-67.3041		47.6888		8.80586		8.74513		65.2398		2.79405e+06		
176.938		198.547		227.091		316.433		387.929		0.0666903		0.334839		388.331		2.33971e+07		
769.019		718.787		759.147		319.46		-153.607		2.22069		-0.249296		-151.635		-1.0329e+07		
433.131		476.685		492.794		-240.419		-128.972		-0.396722		0.912886		-128.456		-8.25931e+06		
285.621		180.079		212.088		170.224		352.139		1.01963		-0.604765		352.554		2.12452e+07		
47.6619		23.4155		517.335		-431.784		-328.506		4.44198		4.38502		-319.679		-1.9881e+07		
592.653		588.947		95.7529		15.9747		81.6035		-5.5078		-5.65254		70.4431		4.2446e+06		
585.053		527.753		510.455		137.673		-445.741		0.756889		-1.35043		-446.335		-2.75315e+07		
578.003		597.231		362.33		20.8976		-235.974		-4.09808		-3.35124		-243.423		-1.49936e+07		
396.134		474.365		472.263		-22.2176		65.3288		-1.15819		1.09245		65.2631		3.5034e+06		
740.902		740.515		897.199		-210.134		468.146		4.24976		4.23078		476.627		2.72336e+07		
647.217		623.392		754.56		-192.021		205.596		3.48693		2.48644		211.569		1.16646e+07		
658.598		734.653		707.492		-287.243		477.927		-2.39829		1.10374		476.632		2.78428e+07		
691.11		703.74		612.205		-434.012		-315.347		-2.28157		-1.69937		-319.328		-2.0074e+07		
700.736		838.873		824.449		-424.245		372.756		-3.91083		3.11794		371.963		2.11503e+07		
766.406		769.389		867.611		-32.9386		274.513		2.5813		2.73268		279.827		1.54285e+07		
712.591		714.556		398.124		238.923		21.5393		-5.8644		-5.77174		9.90315		282293		
956.048		954.728		255.132		492.346		-102.262		-13.9449		-14.0283		-130.235		-8.0115e+06		
761.511		614.079		645.415		-27.2809		-182.784		4.00347		-2.69909		-181.48		-1.18156e+07		
147.242		204.278		211.103		-398.876		-431.08		-0.284453		0.378156		-430.986		-2.61707e+07		
532.616		650.056		621.066		-177.879		188.354		-2.90406		1.68623		187.136		1.05533e+07		
886.28		875.055		773.432		-344.052		352.552		-2.44156		-3.09496		347.015		1.98036e+07		
451.155		722.354		723.726		-279.776		-125.271		-5.22623		5.2918		-125.205		-8.62449e+06		
744.086		725.817		790.106		162.065		249.61		2.05419		1.1667		252.831		1.40518e+07		
137.666		228.617		234.612		-469.537		-126.963		-0.5046		0.596387		-126.871		-7.78779e+06		
66.5854		128.767		82.0124		-6.09466		-325.774		-0.363573		0.0378813		-326.1		-1.97477e+07		
557.297		262.775		268.22		214.478		-227.379		4.03894		-3.94339		-227.283		-1.38982e+07		
579.047		112.66		118.769		-442.582		47.6915		5.35423		-5.30751		47.7382		2.86072e+06		
640.662		677.101		577.011		-462.548		308.066		-2.8677		-1.28074		303.917		1.7726e+07		
900.935		911.061		854.384		83.248		-70.1279		-1.95665		-1.35026		-73.4348		-5.90393e+06		
93.4901		557.262		546.49		-172.767		-222.332		-5.1836		4.79065		-222.725		-1.40757e+07		
612.642		603.521		757.984		-109.329		-278.297		3.65844		3.29186		-271.347		-1.75699e+07		
312.486		45.7363		56.5722		-449.834		169.782		1.59734		-1.5607		169.819		1.02703e+07		
942.353		732.868		767.555		182.548		51.2015		6.65904		-4.93901		52.9215		2.02432e+06		
163.73		243.837		185.783		-249.57		-488.014		-0.951645		0.127373		-488.838		-2.96516e+07		
840.212		427.994		436.809		-82.2843		360.687		8.76463		-8.5127		360.939		2.1461e+07		
20.8259		267.687		252.047		496.113		-390.135		-1.31125		1.0426		-390.404		-2.37527e+07		
86.6278		73.8367		529.538		384.576		-357.805		4.57749		4.50966		-348.718		-2.16639e+07		
105.432		74.2542		110.422		437.834		406.65		0.202947		0.0178016		406.871		2.45978e+07		
258.004		267.066		243.13		-17.9368		440.271		-0.280431		-0.123177		439.867		2.65008e+07		
806.975		780.904		917.879		-433.571		285.077		4.52916		3.16103		292.767		1.60321e+07		
292.181		175.887		232.083		-452.813		358.35		1.27833		-0.520643		359.107		2.1624e+07		
525.532		506.881		633.155		331.539		153.128		2.69702		2.06062		157.886		8.75287e+06		
444.327		444.496		262.281		-165.49		327.182		-2.13062		-2.12563		322.926		1.94046e+07		
599.672		571.702		653.046		176.898		-106.869		2.18767		1.10488		-103.576		-7.12097e+06		
718.674		191.352		205.513		-195.612		-116.117		8.02262		-7.83688		-115.932		-7.10019e+06		
757.635		504.251		531.178		353.491		-237.58		5.7443		-4.82287		-236.658		-1.48859e+07		
135.693		136.857		150.777		-445.526		65.2663		0.0609212		0.0714043		65.3986		3.91219e+06		
338.662		59.6587		88.5839		499.519		249.728		1.90728		-1.76557		249.87		1.51054e+07		
773.739		779.725		525.119		-153.28		372.964		-5.64349		-5.33613		361.985		2.13544e+07		
183.813		650.039		638.769		-112.908		181.356		-6.66417		6.18413		180.875		1.01298e+07		
671.698		85.8831		99.1786		-329.45		398.009		7.3743		-7.29299		398.09		2.40711e+07		
380.754		24.5185		73.2344		420.362		-170.317		2.46439		-2.307		-170.159		-1.03081e+07		
191.592		598.513		583.299		419.625		278.45		-5.60992		5.01569		277.856		1.61343e+07		
555.985		408.051		449.503		46.2004		322.124		2.94404		-1.76921		323.299		1.91607e+07		
468.104		357.279		415.6		15.4826		-484.998		2.25638		-0.7667		-483.508		-2.96054e+07		
221.656		219.621		909.706		148.687		293.632		12.8929		12.8633		319.388		1.7673e+07		
445.626		531.541		476.475		306.114		226.886		-2.30452		0.470053		225.051		1.31652e+07		
501.383		482.878		426.579		437.67		-319.411		-0.545117		-1.14705		-321.103		-1.97958e+07		
923.584		921.632		786.419		-248.653		-402.126		-3.75686		-3.87588		-409.759		-2.60339e+07		
98.6519		75.7798		882.634		198.85		-479.031		12.8444		12.7125		-453.474		-2.90005e+07		
502.556		103.28		117.677		-442.543		-474.743		4.04979		-3.94465		-474.638		-2.87509e+07		
310.786		106.818		137.405		462.749		-257.699		1.53097		-1.28409		-257.452		-1.56177e+07		
146.573		84.9378		232.325		-218.443		324.546		1.00849		0.536901		326.091		1.96258e+07		
699.791		951.702		952.143		-197.859		267.669		-6.86086		6.88857		267.697		1.43868e+07		
670.546		595.863		682.053		17.2167		166.374		3.38294		0.2572		170.014		9.35818e+06		
694.427		748.523		651.185		-90.2355		-177.554		-3.54124		-0.961518		-182.056		-1.18654e+07		
451.923		434.105		778.963		-153.046		183.319		7.1737		6.65195		197.145		1.07169e+07		
294.087		210.63		234.347		182.671		496.004		0.870432		-0.521657		496.353		2.99274e+07		
892.618		616.74		614.017		197.63		278.956		6.82545		-6.93618		278.845		1.61205e+07		
359.6		378.433		410.778		-28.9584		111.596		0.19213		0.651511		112.44		6.46691e+06		
458.062		477.487		401.389		372.382		-434.1		-1.40547		-0.804866		-436.31		-2.6726e+07		
859.923		918.01		849.654		-15.5015		243.404		-3.70322		-0.290102		239.411		1.30444e+07		
967.271		975.513		224.121		-227.675		314.284		-15.1598		-14.6305		284.494		1.7116e+07		
505.506		519.265		119.283		94.1767		476.328		-4.45348		-3.98751		467.887		2.82862e+07		
251.646		269.943		260.828		16.1357		113.407		-0.237633		0.0777581		113.247		6.71722e+06		
450.808		426.859		658.99		355.376		390.675		4.51251		3.81784		399.005		2.32777e+07		
275.083		234.186		222.431		-238.722		121.343		0.255464		-0.432862		121.166		7.23353e+06		
737.786		817.86		773.563		-446.871		-359.9		-3.22329		0.893497		-362.229		-2.31175e+07		
358.877		369.861		218.541		-329.621		428.19		-1.60357		-1.33903		425.247		2.56388e+07		
44.7768		615.309		610.816		-53.8314		-488.931		-6.31418		6.13211		-489.114		-3.03454e+07		
546.4		538.613		477.462		-453.756		210.595		-0.887126		-1.16635		208.541		1.21642e+07		
516.54		165.598		169.933		198.336		204.849		3.97986		-3.93179		204.897		1.23418e+07		
815.167		206.059		211.328		127.287		83.868		10.3152		-10.2426		83.9407		4.99044e+06		
800.06		590.415		588.462		-455.166		378.382		4.77896		-4.85503		378.306		2.2201e+07		
226.302		239.006		296.407		6.52608		111.698		0.41018		0.605541		112.714		6.64528e+06		
772.822		997.416		995.088		145.179		-282.085		-6.64656		6.49325		-282.239		-1.90603e+07		
411.138		400.338		854.926		-179.219		113.631		9.57419		9.28454		132.49		6.55597e+06		
906.942		129.668		142.168		167.705		163.917		13.3705		-13.2582		164.029		9.88599e+06		
4.64584		737.222		738.215		-156.264		356.052		-8.95647		9.00489		356.1		2.04598e+07		
141.009		189.926		140.658		-194.383		144.34		-0.536639		-0.0016313		143.802		8.66274e+06		
573.027		595.451		404.414		139.669		-396.206		-3.58935		-2.72339		-402.519		-2.4686e+07		
684.065		686.357		120.24		317.773		-348.415		-7.59751		-7.49367		-363.507		-2.20269e+07		
586.533		598.328		341.153		-304.57		-486.091		-4.22347		-3.76158		-494.076		-3.01323e+07		
547.773		514.115		573.861		-242.158		-118.518		1.66474		0.483538		-116.37		-7.70089e+06		
149.984		76.0106		140.612		98.0893		38.832		0.507497		-0.0450061		39.2944		2.3384e+06		
152.282		92.9344		244.378		-295.263		-63.0626		1.08462		0.603656		-61.3744		-3.83357e+06		
560.135		558.191		325.22		208.028		-435.667		-3.36498		-3.43683		-442.469		-2.6988e+07		
962.394		972.593		777.511		-479.567		9.9487		-5.96785		-5.3156		-1.33475		-1.28982e+06		
766.779		906.93		873.688		-115.192		74.4728		-4.85433		2.89809		72.5166		2.86175e+06		
797.931		656.904		674.311		157.211		-373.486		3.77328		-3.00746		-372.72		-2.34649e+07		
533.375		538.297		228.659		-186.356		-477.554		-4.01141		-3.83707		-485.402		-2.94792e+07		
966.293		975.917		638.293		-356.677		254.154		-9.3147		-8.69693		236.143		1.34756e+07		
219.243		183.181		176.298		1.87344		-293.815		0.19892		-0.280693		-293.897		-1.78476e+07		
72.6231		161.185		114.634		139.019		-146.753		-0.554337		0.129996		-147.177		-8.93284e+06		
153.652		104.198		117.345		280.087		159.228		0.258845		-0.162584		159.324		9.6141e+06		
322.883		310.086		190.524		-14.5476		145.254		-0.855212		-1.12291		143.276		8.59791e+06		
925.905		802.442		815.198		41.1389		224.915		3.86714		-3.18514		225.597		1.23231e+07		
728.157		738.431		752.58		-162.601		114.506		0.0996352		0.597586		115.203		5.83886e+06		
585.315		532.492		620.179		423.587		-14.1492		2.64592		0.694507		-10.8088		-1.42335e+06		
92.9965		371.701		354.65		-393.939		-264.21		-2.34481		1.93549		-264.619		-1.62652e+07		
605.236		711.786		657.854		57.4318		41.6115		-3.5395		1.09824		39.1702		1.50488e+06		
547.265		548.918		337.373		-463.149		-17.9099		-3.12812		-3.06826		-24.1062		-1.68645e+06		
979.768		981.065		969.006		-212.608		486.328		-0.430646		-0.346565		485.551		2.75057e+07		
850.404		293.502		301.273		-261.275		220.643		10.6032		-10.4505		220.796		1.31802e+07		
919.789		915.592		919.761		115.424		177.473		0.253722		-0.000842179		177.725		9.06331e+06		
540.126		534.529		745.283		58.5695		423.125		4.55649		4.3577		432.039		2.50344e+07		
190.107		342.505		330.546		-6.29152		-22.1014		-1.47428		1.20828		-22.3674		-1.57211e+06		
608.462		778.611		754.492		497.931		-408.263		-4.51095		3.28891		-409.485		-2.59189e+07		
468.631		476.512		182.348		-136.735		103.098		-3.32577		-3.07959		96.6929		5.78496e+06		
567.859		226.99		239.142		315.498		-36.2161		4.57074		-4.38354		-36.0289		-2.2947e+06		
705.149		706.8		593.112		-164.532		394.648		-2.4806		-2.40354		389.763		2.28834e+07		
668.357		703.509		612.79		-329.728		502.44		-2.77014		-1.17637		498.494		2.94158e+07		
607.005		571.602		729.234		91.5479		-209.745		4.07791		2.69889		-202.969		-1.33464e+07		
539.42		579.408		436.187		-373.465		172.186		-3.14288		-1.66428		167.378		9.74855e+06		
459.778		465.668		327.064		-57.6782		-163.758		-1.90572		-1.72558		-167.389		-1.03437e+07		
451.061		731.2		713.139		-480.311		252.153		-5.90397		5.04183		251.291		1.419e+07		
648.2		649.898		279.723		229.585		203.092		-5.72288		-5.65005		191.719		1.14456e+07		
585.217		569.509		778.611		-208.745		-402.623		4.95792		4.35846		-393.307		-2.50138e+07		
82.2099		64.666		393.866		-468.169		-150.314		2.53695		2.45179		-145.325		-9.10474e+06		
528.967		588.44		554.174		268.156		-269.837		-1.74513		0.451152		-271.131		-1.7022e+07		
44.0726		806.747		802.674		-67.7023		-419.111		-10.8311		10.6144		-419.328		-2.66646e+07		
560.065		705.559		685.407		347.551		391.701		-3.50605		2.57964		390.774		2.27085e+07		
424.822		530.305		484.016		458.07		-125.104		-2.44072		0.888984		-126.656		-8.13325e+06		
300.177		295.16		956.437		100.47		-26.0141		13.7259		13.6272		1.33901		-1.74851e+06		
465.312		578.505		584.534		485.247		176.45		-1.83654		2.06828		176.682		1.00087e+07		
459.699		238.594		253.609		352.689		-86.831		2.67345		-2.42921		-86.5867		-5.36852e+06		
352.404		324.364		478.44		-167.649		170.971		2.35755		1.73038		175.059		1.0136e+07		
391.666		408.174		89.9419		336.881		0.550908		-2.83759		-2.40123		-4.68791		-299873		
229.246		232.259		383.92		-132.058		369.906		1.52125		1.5672		372.994		2.22773e+07		
175.332		145.87		325.079		159.998		-6.97144		1.55102		1.23827		-4.18215		-464440		
86.2214		144.234		159.935		380.155		160.268		-0.142006		0.299838		160.426		9.65715e+06		
265.634		114.233		140.447		55.7148		-219.379		1.06069		-0.840043		-219.159		-1.33021e+07		
