mh MH MA MC la2 laL la1 la3 la4 la5 S T U
125.100000 454.627584 517.375054 747.073170 2.726491 0.172089 0.258609 11.786607 -10.606674 -1.007844 -0.022849 1.225682 0.003812
125.100000 108.994815 316.393674 525.085528 0.978886 0.617516 0.258609 9.337026 -7.261630 -1.457880 -0.044694 1.467869 0.013549
125.100000 793.486701 857.154174 961.288340 3.277428 0.066032 0.258609 9.797480 -7.994846 -1.736601 -0.008107 0.321585 0.000462
125.100000 269.607822 502.965042 634.871648 3.811783 -0.778332 0.258609 10.140223 -7.939418 -2.979137 -0.025075 0.855917 0.003908
125.100000 692.970236 805.741343 887.957216 2.443802 1.186056 0.258609 11.373784 -7.394890 -2.792838 -0.008961 0.294552 0.000505
125.100000 228.516992 355.113154 458.194779 3.777087 1.390566 0.258609 6.603152 -3.991664 -1.220922 -0.023477 0.426462 0.003619
125.100000 69.199917 278.240609 509.600063 0.361680 0.060802 0.258609 8.485139 -7.224172 -1.200165 -0.052144 1.671821 0.018381
125.100000 126.753366 165.079606 406.790035 2.867571 0.026755 0.258609 4.964680 -4.753100 -0.184825 -0.055216 1.186489 0.020824
125.100000 785.029770 903.304890 995.398140 1.133862 -0.040954 0.258609 12.337449 -9.078648 -3.299755 -0.008702 0.356081 0.000483
125.100000 146.984319 549.008115 609.454409 0.294038 0.662818 0.258609 12.224398 -6.937918 -4.623662 -0.024724 0.463640 0.002391
125.100000 337.906756 472.510282 663.764860 3.142927 0.312745 0.258609 11.100068 -8.984742 -1.802581 -0.025893 1.126812 0.004701
125.100000 301.473164 497.822235 517.418256 0.613406 0.300597 0.258609 6.144856 -3.250880 -2.593379 -0.012906 0.076294 0.000416
125.100000 452.798565 473.831018 672.420150 3.988944 -0.162056 0.258609 8.005116 -7.845121 -0.322052 -0.019870 0.798395 0.002911
125.100000 62.886992 138.250226 473.187859 3.214014 0.323676 0.258609 7.592893 -7.018732 -0.250485 -0.082155 2.268619 0.042068
125.100000 87.308310 257.877237 527.718806 2.427429 0.164811 0.258609 9.116639 -7.978896 -0.972932 -0.056177 1.988383 0.021323
125.100000 84.715925 130.472238 163.789960 3.747115 0.642911 0.258609 1.292338 -0.486723 -0.162704 -0.023804 0.047531 0.003363
125.100000 24.930352 69.891150 467.453995 0.038852 -0.048575 0.258609 7.152553 -7.130679 -0.070448 -0.129751 2.728296 0.086388
125.100000 28.725350 539.533654 588.002901 1.937841 -0.376329 0.258609 11.023045 -6.602768 -4.796606 -0.026730 0.397497 0.002368
125.100000 103.297062 143.873198 471.980102 3.334067 -0.658298 0.258609 6.351251 -6.843821 -0.165728 -0.072177 2.061162 0.033676
125.100000 193.446190 327.165510 348.695102 0.865600 -0.138134 0.258609 2.643505 -1.631269 -1.150371 -0.014839 0.060122 0.000753
125.100000 97.515353 313.693614 332.487381 1.529344 0.731928 0.258609 4.071164 -1.870295 -1.468941 -0.021719 0.074416 0.001239
125.100000 496.548107 678.871677 758.704736 2.746686 -0.102737 0.258609 10.772829 -7.334242 -3.541323 -0.013241 0.381685 0.000977
125.100000 825.021844 943.337167 975.346756 2.497736 0.885877 0.258609 9.830297 -5.487087 -3.457333 -0.005170 0.088526 0.000114
125.100000 587.431059 687.492519 833.861459 4.039294 0.403379 0.258609 11.978820 -9.467391 -2.108049 -0.014214 0.661280 0.001420
125.100000 14.062083 44.008234 154.892211 2.076650 0.122168 0.258609 0.908533 -0.757630 -0.028736 -0.109521 0.252111 0.065739
125.100000 243.141925 477.354694 488.247384 3.632551 0.456693 0.258609 6.381325 -3.136121 -2.788511 -0.014652 0.047424 0.000302
125.100000 575.551156 609.904596 796.769266 1.851820 1.489541 0.258609 11.522661 -9.360166 -0.672954 -0.015754 0.758535 0.001831
125.100000 134.355205 221.895793 539.348508 2.976565 0.902715 0.258609 9.920016 -8.501959 -0.515342 -0.058531 2.221976 0.023160
125.100000 57.837300 497.255871 522.714512 2.795143 -0.187517 0.258609 8.731953 -4.888829 -4.030641 -0.024322 0.181065 0.001313
125.100000 360.234932 533.116615 646.807661 2.366758 1.456002 0.258609 10.993676 -6.985554 -2.552120 -0.019171 0.590044 0.002320
125.100000 199.579231 206.404882 435.163942 3.478256 1.630485 0.258609 6.572509 -4.896234 -0.045791 -0.041029 0.966570 0.011961
125.100000 709.211251 723.018204 771.360657 2.029736 -0.275069 0.258609 2.766000 -2.714300 -0.326769 -0.003996 0.055367 0.000108
125.100000 77.869773 112.848765 581.840033 3.871691 -0.975157 0.258609 10.012818 -10.877737 -0.110238 -0.097994 3.855740 0.056170
125.100000 38.623216 302.726261 338.386463 3.114361 -0.394573 0.258609 3.340428 -2.245288 -1.489712 -0.027857 0.165385 0.003046
125.100000 104.030992 495.429065 602.674784 0.871100 -0.119692 0.258609 11.526632 -7.769208 -3.877115 -0.030708 0.866664 0.005055
125.100000 579.410892 720.213377 768.966632 1.612281 0.145828 0.258609 8.592939 -5.423278 -3.023834 -0.008809 0.169470 0.000384
125.100000 56.766355 407.729967 499.610825 3.013411 -0.807143 0.258609 7.335780 -5.449068 -2.693855 -0.032287 0.636781 0.005621
125.100000 580.908637 701.905713 741.655477 4.116572 -0.402033 0.258609 6.624142 -4.461287 -2.564888 -0.007628 0.117320 0.000277
125.100000 292.175658 437.029987 603.664353 0.183964 1.671601 0.258609 10.893758 -7.476692 -1.745466 -0.026305 0.935020 0.004766
125.100000 74.565121 364.839065 538.398229 2.059075 -0.049096 0.258609 9.347186 -7.288615 -2.107667 -0.041233 1.304134 0.011102
125.100000 32.416099 203.914846 352.932499 4.132934 -0.441307 0.258609 3.640607 -3.412166 -0.669748 -0.051344 0.760192 0.017665
125.100000 244.640182 481.294875 553.735039 3.427874 -0.242435 0.258609 7.913215 -5.316799 -2.838852 -0.020912 0.396859 0.002234
125.100000 706.884624 721.783611 834.728883 0.977457 -0.485358 0.258609 6.028174 -6.161795 -0.351737 -0.008314 0.265846 0.000508
125.100000 228.474986 248.189274 356.064086 3.889527 0.472059 0.258609 2.936889 -2.309547 -0.155283 -0.021716 0.251595 0.003405
125.100000 43.965000 99.702677 471.633793 4.055007 0.904005 0.258609 8.191516 -7.155187 -0.132324 -0.102039 2.554596 0.059946
125.100000 3.232141 491.951084 570.370841 1.707026 0.235956 0.258609 10.987244 -6.752255 -3.999032 -0.030199 0.632460 0.004212
125.100000 242.455530 474.724010 494.698518 2.679035 0.917195 0.258609 7.062410 -3.392585 -2.752631 -0.015606 0.089499 0.000572
125.100000 467.467877 702.324036 737.766395 3.496008 0.452948 0.258609 11.219457 -6.226671 -4.539838 -0.011754 0.173896 0.000458
125.100000 766.926981 827.550409 873.531522 2.881166 1.445319 0.258609 7.224958 -4.182331 -1.597308 -0.004869 0.090278 0.000144
125.100000 298.086748 506.998213 688.960007 1.878975 -0.322798 0.258609 12.427886 -9.971394 -2.779289 -0.027589 1.269946 0.005099
125.100000 70.550038 313.913342 354.365265 2.149618 -0.503210 0.258609 3.482428 -2.439530 -1.546108 -0.026819 0.187025 0.003018
125.100000 325.929110 639.405561 683.112022 3.996400 -0.774467 0.258609 11.136837 -6.910814 -5.000491 -0.016866 0.277155 0.000954
125.100000 178.939673 205.089039 257.502156 3.122356 1.332621 0.258609 2.465808 -0.967245 -0.165941 -0.016204 0.075476 0.001768
125.100000 339.935515 554.890804 689.459082 0.175370 -0.139144 0.258609 11.751849 -8.712534 -3.178459 -0.022148 0.845199 0.003092
125.100000 137.512480 277.403369 579.800247 2.121800 -0.247667 0.258609 10.237449 -9.525982 -0.959134 -0.053244 2.302602 0.019376
125.100000 297.222384 440.356388 493.553065 3.786063 0.001283 0.258609 5.132273 -3.386449 -1.744540 -0.015050 0.189522 0.001189
125.100000 740.461626 788.971943 870.149791 0.979501 1.051409 0.258609 7.954616 -5.677196 -1.226011 -0.006883 0.193844 0.000330
125.100000 142.036470 337.618528 617.146529 3.112478 0.517764 0.258609 12.438429 -10.370465 -1.550200 -0.047907 2.274135 0.015737
125.100000 175.132496 475.469155 568.343626 1.149354 0.993194 0.258609 10.654873 -6.432789 -3.228890 -0.026474 0.626419 0.003744
125.100000 88.228447 514.648268 529.235708 1.263513 0.151141 0.258609 9.150618 -4.751368 -4.248109 -0.022414 0.101681 0.000692
125.100000 330.666469 479.399969 636.889429 4.098286 0.091214 0.258609 9.883263 -7.801105 -1.990945 -0.023627 0.871915 0.003812
125.100000 361.072210 452.283794 500.062521 2.795742 0.187801 0.258609 4.143429 -2.729712 -1.225915 -0.010927 0.121668 0.000678
125.100000 73.770664 219.907597 307.406418 4.186762 0.559716 0.258609 3.502957 -2.234053 -0.709188 -0.036340 0.346439 0.008436
125.100000 587.477468 656.366559 800.734341 1.592054 1.644258 0.258609 11.428306 -8.368103 -1.415944 -0.013426 0.565201 0.001296
125.100000 251.115192 354.762668 504.497780 3.852333 1.568820 0.258609 7.896375 -5.289851 -1.037704 -0.026859 0.685184 0.005046
125.100000 56.255498 311.021439 551.239222 1.674117 -0.038988 0.258609 9.898880 -8.391671 -1.546197 -0.051487 1.908239 0.017869
125.100000 110.074501 301.071640 626.171153 2.306864 -0.221828 0.258609 12.335972 -11.260164 -1.297636 -0.056208 2.821692 0.021378
125.100000 304.060731 489.252288 667.444528 2.248298 0.613394 0.258609 12.280697 -9.239601 -2.427703 -0.026896 1.160954 0.004899
125.100000 98.000482 223.555435 533.464806 1.567613 0.614458 0.258609 9.702322 -8.420720 -0.667145 -0.062069 2.282017 0.025724
125.100000 393.803359 642.128796 681.451254 0.006186 1.706485 0.258609 11.928401 -5.971002 -4.250914 -0.013737 0.204062 0.000658
125.100000 341.021840 397.133192 450.527535 0.490284 0.996149 0.258609 3.860819 -2.180241 -0.684429 -0.010683 0.107372 0.000731
125.100000 367.244458 374.559124 698.050483 2.125585 -0.098843 0.258609 11.547861 -11.557042 -0.089663 -0.033721 1.935172 0.008237
125.100000 656.913628 783.519257 841.288284 1.557346 0.777224 0.258609 9.906396 -6.115639 -3.013532 -0.008172 0.195614 0.000366
125.100000 278.741894 362.880977 454.047861 1.089555 1.096075 0.258609 5.341644 -3.353481 -0.892087 -0.018401 0.291380 0.002287
125.100000 265.648665 384.285399 401.014277 3.101264 1.091338 0.258609 4.073797 -1.708315 -1.274143 -0.010875 0.041212 0.000348
125.100000 362.928885 410.896881 670.169747 1.077424 0.561795 0.258609 11.051917 -9.876749 -0.613373 -0.029244 1.445681 0.006218
125.100000 54.332219 293.099739 567.601373 2.069117 -0.034019 0.258609 10.515896 -9.179113 -1.370802 -0.056182 2.262589 0.021242
125.100000 728.352080 805.393025 952.294778 4.155095 -0.232256 0.258609 12.206391 -10.486087 -1.952561 -0.011493 0.604540 0.000946
125.100000 504.576148 615.846507 712.107596 2.828536 1.392174 0.258609 9.737079 -6.284792 -2.060114 -0.012654 0.366077 0.001048
125.100000 163.183530 201.829538 245.266811 1.606453 0.919472 0.258609 2.027508 -0.874935 -0.233100 -0.016286 0.065220 0.001690
125.100000 76.565488 76.680273 301.083264 3.754316 1.077614 0.258609 3.879810 -2.801906 -0.000291 -0.076884 0.859377 0.037514
125.100000 382.641574 525.405153 660.892683 4.169476 -0.441018 0.258609 9.155273 -7.454113 -2.142177 -0.019647 0.685193 0.002593
125.100000 400.662642 458.842535 664.906873 0.296214 0.772913 0.258609 10.078571 -8.479332 -0.826326 -0.023216 0.993156 0.003927
125.100000 286.939607 494.811643 606.101552 2.099640 1.291595 0.258609 10.711410 -6.734505 -2.685310 -0.022311 0.635784 0.003030
125.100000 16.448578 265.901785 336.789403 3.291856 -0.339181 0.258609 3.400543 -2.575846 -1.163877 -0.035294 0.339783 0.007066
125.100000 5.476467 129.689202 530.549481 2.715272 0.510355 0.258609 9.812119 -9.024328 -0.277436 -0.100418 3.193673 0.058569
125.100000 429.214261 509.575879 666.650653 4.136743 1.486691 0.258609 10.086011 -7.352663 -1.246657 -0.018610 0.681866 0.002479
125.100000 201.316257 304.930627 534.240929 1.269692 0.422264 0.258609 8.515500 -7.226450 -0.866786 -0.039328 1.357655 0.010888
125.100000 202.825232 417.625494 455.510600 1.689152 0.852104 0.258609 6.349884 -3.295503 -2.202277 -0.018739 0.169116 0.001362
125.100000 105.402285 146.959843 558.452990 3.890794 0.261084 0.258609 10.200938 -9.766552 -0.173302 -0.079925 3.134335 0.040137
125.100000 22.956290 161.350378 530.516560 2.990911 -0.268902 0.258609 9.015282 -8.862693 -0.421491 -0.086432 2.930153 0.045898
125.100000 8.003760 8.560073 292.506018 0.519718 -0.215348 0.258609 2.610209 -2.825405 -0.000152 -0.137593 1.170317 0.092454
125.100000 485.388868 681.444940 769.923043 3.090421 -0.359196 0.258609 11.445257 -8.024215 -3.780238 -0.014343 0.458309 0.001164
125.100000 5.379170 90.134751 313.600319 3.948828 -0.499352 0.258609 2.749912 -3.115492 -0.133772 -0.096957 1.053373 0.055452
125.100000 120.326391 184.550072 262.018088 4.015293 1.284232 0.258609 3.074669 -1.466881 -0.323556 -0.029086 0.197161 0.005728
125.100000 175.655303 245.619904 603.796005 3.418055 1.351902 0.258609 12.380880 -10.541928 -0.487051 -0.055947 2.677063 0.021358
125.100000 26.865105 291.839363 353.515085 2.105029 0.370742 0.258609 4.477133 -2.710917 -1.395474 -0.032545 0.306426 0.005535
125.100000 412.103527 646.206941 681.775768 2.939013 1.668293 0.258609 11.417413 -5.655094 -4.094026 -0.012760 0.173575 0.000547
125.100000 56.208934 455.026355 608.110018 2.362776 -0.720665 0.258609 11.396406 -8.747888 -3.369184 -0.037012 1.315849 0.008359
125.100000 742.399121 750.529000 889.581860 1.941410 0.553800 0.258609 8.492178 -7.737814 -0.200564 -0.009353 0.376693 0.000648
125.100000 158.901489 174.935915 386.722170 0.314177 1.004193 0.258609 5.112341 -4.019694 -0.088454 -0.045390 0.860303 0.014464
125.100000 40.627581 105.404343 447.372832 4.070268 0.429798 0.258609 6.989777 -6.403666 -0.156314 -0.097395 2.237590 0.055678
125.100000 4.009470 5.179963 420.054114 4.045764 0.368581 0.258609 6.199415 -5.830657 -0.000178 -0.153854 2.434410 0.109168
125.100000 208.818789 266.683898 597.397768 0.885134 0.523457 0.258609 10.877043 -9.898913 -0.454673 -0.049055 2.271849 0.016753
125.100000 502.666796 613.436411 660.912176 2.594699 1.023111 0.258609 7.108476 -4.042430 -2.042936 -0.008904 0.137853 0.000423
125.100000 790.275753 844.757402 885.854427 3.034853 1.644914 0.258609 6.939457 -3.822548 -1.471996 -0.004283 0.072359 0.000109
125.100000 760.053801 812.995398 974.913736 2.060815 -0.358657 0.258609 11.961226 -10.943722 -1.376161 -0.011416 0.639618 0.000953
125.100000 449.054633 461.613113 633.482841 1.623541 0.727503 0.258609 7.325772 -6.409285 -0.188985 -0.017638 0.581143 0.002296
125.100000 245.981572 303.797317 485.363468 2.208129 -0.391172 0.258609 5.394761 -5.260686 -0.525247 -0.030307 0.786542 0.006600
125.100000 239.412206 278.945632 490.943701 3.530410 1.577027 0.258609 7.648397 -5.732741 -0.338629 -0.034156 0.962569 0.008389
125.100000 620.726664 720.194134 789.951643 1.087663 -0.348092 0.258609 7.541459 -5.685538 -2.204012 -0.008673 0.216929 0.000466
125.100000 190.850863 468.413530 546.667401 3.912343 -0.350718 0.258609 8.322069 -5.649005 -3.023782 -0.024263 0.482778 0.002993
125.100000 734.802616 807.999879 868.068467 1.693469 -0.068310 0.258609 6.991244 -5.193454 -1.866100 -0.006274 0.147354 0.000248
125.100000 424.636099 491.796373 583.877272 1.246298 1.597511 0.258609 6.905094 -4.290532 -1.017051 -0.012897 0.269060 0.001148
125.100000 863.426441 885.313698 989.607801 2.415590 -0.026882 0.258609 7.700608 -7.095010 -0.632479 -0.006601 0.242394 0.000318
125.100000 135.581855 175.721358 429.856143 2.865656 0.564093 0.258609 6.063262 -5.292686 -0.206484 -0.054590 1.312036 0.020399
125.100000 162.529946 399.567648 441.034912 1.424177 -0.088060 0.258609 5.467357 -3.353713 -2.201704 -0.021406 0.200358 0.001828
125.100000 660.749974 686.240640 795.510901 0.111743 -0.058676 0.258609 6.427115 -5.918409 -0.567382 -0.008887 0.271042 0.000576
125.100000 397.111685 436.246379 705.538585 3.392733 0.661782 0.258609 11.901355 -10.700654 -0.538919 -0.028045 1.509710 0.005741
125.100000 140.341600 376.547657 407.501332 3.339100 0.393422 0.258609 5.230542 -2.819598 -2.017522 -0.021229 0.142160 0.001528
125.100000 384.269564 422.666663 632.520129 0.850427 1.791841 0.258609 10.134052 -7.830214 -0.511997 -0.023969 0.950292 0.004204
125.100000 408.271709 555.492039 652.671639 2.211311 1.183444 0.258609 9.752896 -6.224855 -2.344597 -0.015834 0.432756 0.001569
125.100000 236.631725 523.033174 533.188375 0.526597 -0.299923 0.258609 7.245032 -3.949723 -3.595233 -0.015921 0.052871 0.000294
125.100000 127.926494 210.223416 240.662824 3.840429 -0.487823 0.258609 0.885480 -0.913446 -0.459857 -0.018677 0.061775 0.001775
125.100000 327.874923 387.325139 514.064451 2.546970 0.716862 0.258609 5.897651 -4.478184 -0.702604 -0.019343 0.431309 0.002675
125.100000 226.543950 385.810721 595.855623 1.744972 0.415854 0.258609 10.453588 -8.426131 -1.611603 -0.034501 1.377143 0.008263
125.100000 309.575494 545.522917 658.942160 1.973721 -0.162736 0.258609 11.020019 -7.848789 -3.333966 -0.021876 0.708292 0.002837
125.100000 295.590343 546.577913 573.541854 1.846539 1.869972 0.258609 9.853864 -4.491035 -3.492857 -0.015129 0.133820 0.000629
125.100000 705.525302 733.499923 840.544437 2.868916 -0.175855 0.258609 6.723114 -6.233753 -0.665216 -0.008294 0.266075 0.000501
125.100000 191.653899 368.708980 492.709068 3.781297 0.699510 0.258609 7.508652 -5.169656 -1.639485 -0.028668 0.660136 0.005331
125.100000 242.029304 451.705076 567.460502 3.411664 -0.509326 0.258609 8.196908 -6.302584 -2.403650 -0.024867 0.669280 0.003817
125.100000 35.517702 363.717294 518.144268 3.192187 0.311466 0.258609 9.142584 -6.665926 -2.165192 -0.040834 1.147851 0.010652
125.100000 230.635368 361.360222 428.761176 2.721796 1.625976 0.258609 5.943627 -3.038839 -1.278811 -0.019170 0.241033 0.002170
125.100000 186.492039 190.114891 473.500144 3.330461 -0.111939 0.258609 6.148326 -6.237719 -0.022546 -0.049580 1.442023 0.017102
125.100000 82.233067 312.387047 516.768690 2.665079 0.928567 0.258609 9.530841 -7.101458 -1.500816 -0.046320 1.467294 0.014453
125.100000 127.016822 313.294218 405.762721 3.754174 -0.675885 0.258609 4.232242 -3.552783 -1.355344 -0.030093 0.445741 0.005535
125.100000 29.776651 235.061251 478.189007 3.328117 -0.295454 0.258609 7.232409 -6.629470 -0.898393 -0.060003 1.713850 0.024057
125.100000 216.048837 223.710500 406.051363 3.787863 1.137891 0.258609 5.044316 -3.850749 -0.055676 -0.033040 0.627158 0.007873
125.100000 376.338758 553.219151 603.453575 2.625405 1.241458 0.258609 8.595723 -4.637288 -2.716977 -0.013397 0.207255 0.000842
125.100000 123.969340 197.934971 398.420453 0.041056 0.022154 0.258609 4.760420 -4.344819 -0.393447 -0.048143 0.966331 0.016048
125.100000 47.291320 362.548889 449.290001 3.102694 0.051251 0.258609 6.648681 -4.462371 -2.135059 -0.033089 0.543342 0.006025
125.100000 15.127590 24.431063 172.447619 3.556374 -0.930220 0.258609 0.045037 -0.969176 -0.006082 -0.118499 0.367633 0.072757
125.100000 151.777718 269.222252 411.508503 0.670791 1.134929 0.258609 5.970105 -4.018134 -0.817043 -0.034859 0.654306 0.008354
125.100000 209.037850 255.923073 489.906204 4.028943 1.148793 0.258609 7.636706 -6.127681 -0.360232 -0.039822 1.177366 0.011272
125.100000 148.673283 348.341795 381.651609 3.506777 0.051286 0.258609 4.134643 -2.443489 -1.639868 -0.020605 0.135322 0.001626
125.100000 375.188421 427.395613 645.105379 0.957519 1.255379 0.258609 10.356926 -8.409157 -0.692390 -0.025271 1.070155 0.004654
125.100000 263.047266 339.047418 587.444295 1.979040 0.278004 0.258609 9.396152 -8.361997 -0.756152 -0.035475 1.448472 0.008995
125.100000 161.741088 263.291524 314.852296 4.143692 0.861434 0.258609 3.273087 -1.698416 -0.713237 -0.020500 0.142055 0.002449
125.100000 555.996540 581.072877 795.348129 0.334753 0.420176 0.258609 11.109795 -10.218446 -0.471174 -0.017882 0.940044 0.002365
125.100000 132.256746 197.113961 352.832025 2.367174 -0.366532 0.258609 3.169676 -3.183210 -0.352999 -0.040679 0.610708 0.011590
125.100000 769.860766 900.053993 972.972575 3.855232 -0.148267 0.258609 11.550788 -8.106426 -3.592630 -0.008058 0.272160 0.000381
125.100000 146.573373 434.721458 445.623874 2.448487 0.519222 0.258609 6.372116 -3.085048 -2.767846 -0.019102 0.055433 0.000484
125.100000 0.947985 125.101485 573.097793 3.299839 -0.259999 0.258609 10.594657 -10.596055 -0.258601 -0.106844 3.849271 0.064547
125.100000 197.807421 395.209492 487.424118 0.733672 0.230892 0.258609 6.789636 -4.624334 -1.934410 -0.024889 0.471864 0.003672
125.100000 55.571257 85.717080 189.900178 3.676221 -0.286148 0.258609 0.803611 -1.019376 -0.070382 -0.056891 0.244701 0.021744
125.100000 202.698604 229.961959 630.481672 0.428326 -0.120046 0.258609 11.659331 -11.584458 -0.194920 -0.057178 2.999589 0.022256
125.100000 164.284678 367.574455 521.096943 1.843338 -0.486389 0.258609 7.595856 -6.295585 -1.786660 -0.033707 0.953540 0.007505
125.100000 53.341531 141.791759 385.330624 3.838606 -0.297293 0.258609 4.515793 -4.527880 -0.285207 -0.071949 1.340978 0.033471
125.100000 113.594855 528.955137 606.509791 0.062027 0.396645 0.258609 12.127439 -7.320559 -4.410234 -0.027461 0.620121 0.003403
125.100000 530.402588 652.494950 744.102116 0.454843 1.585479 0.258609 10.586769 -6.614769 -2.386522 -0.012086 0.358723 0.000931
125.100000 139.791253 288.452062 566.503149 2.205846 1.038091 0.258609 10.998572 -8.908478 -1.052003 -0.050198 2.047005 0.017305
125.100000 457.532225 690.271703 766.775873 1.785913 -0.526351 0.258609 11.986356 -8.098349 -4.414358 -0.014796 0.428869 0.001111
125.100000 525.420718 749.080645 759.055543 2.934719 -0.034439 0.258609 9.883546 -5.207580 -4.710405 -0.008856 0.042468 0.000095
125.100000 35.981876 517.598890 584.892143 0.833018 0.258600 0.258609 11.521873 -6.857597 -4.405676 -0.028564 0.550276 0.003391
125.100000 180.360527 252.586148 419.939835 2.455329 -0.397913 0.258609 4.355195 -4.236388 -0.516720 -0.035222 0.718889 0.008777
125.100000 394.714329 612.195668 702.393189 3.370844 -0.852313 0.258609 10.303638 -7.537336 -3.618615 -0.017025 0.501721 0.001615
125.100000 415.865126 416.823866 670.282917 2.247995 -0.218771 0.258609 8.913868 -9.119447 -0.013192 -0.025405 1.175624 0.004740
125.100000 265.061885 438.063505 537.703471 2.908883 0.653248 0.258609 7.886616 -5.223290 -2.010077 -0.021781 0.487882 0.002924
125.100000 718.550244 757.009592 906.479665 3.031644 0.776372 0.258609 10.869271 -9.155146 -0.937753 -0.010963 0.516606 0.000883
125.100000 401.588942 485.828050 595.460955 3.679040 0.845608 0.258609 7.234003 -5.153099 -1.235297 -0.015594 0.389067 0.001681
125.100000 204.148485 383.180056 528.817520 4.116348 -0.995251 0.258609 6.869491 -6.127179 -1.737563 -0.030008 0.836929 0.005979
125.100000 127.162859 602.369886 629.123254 4.137210 -0.347861 0.258609 12.198431 -6.817573 -5.728718 -0.022530 0.216906 0.001030
125.100000 674.418076 744.889418 875.176554 1.038812 0.240324 0.258609 10.521713 -8.628594 -1.652794 -0.011136 0.480736 0.000884
125.100000 249.438301 332.082771 542.079469 2.673846 -0.660328 0.258609 6.994860 -6.861026 -0.794162 -0.033009 1.106344 0.007775
125.100000 129.176605 283.668857 620.948533 3.593049 0.112588 0.258609 12.304091 -11.137543 -1.053960 -0.056732 2.828604 0.021808
125.100000 250.139425 629.061655 646.235199 3.132009 -0.558742 0.258609 11.175352 -6.228957 -5.505136 -0.017646 0.117791 0.000468
125.100000 459.411321 478.010675 715.178390 0.321619 0.841088 0.258609 10.769747 -9.640546 -0.288113 -0.022524 1.108328 0.003738
125.100000 371.402565 532.057843 667.626470 1.930205 -0.699851 0.258609 9.472177 -7.773561 -2.398468 -0.020344 0.728061 0.002738
125.100000 199.325826 329.350388 543.199465 3.789309 -0.450978 0.258609 7.987612 -7.302678 -1.135913 -0.037585 1.304083 0.009877
125.100000 68.679222 164.900546 406.922078 2.580058 -0.810616 0.258609 4.505953 -4.945174 -0.371395 -0.065163 1.376055 0.028063
125.100000 226.161032 241.290524 461.330948 1.756989 1.175946 0.258609 6.519241 -5.226429 -0.116867 -0.036496 0.932889 0.009559
125.100000 515.342713 555.511438 689.992897 2.900791 0.451816 0.258609 7.409053 -6.246436 -0.710801 -0.013524 0.431396 0.001334
125.100000 219.211949 254.951239 522.403554 0.646810 1.923991 0.258609 9.355136 -7.151116 -0.280029 -0.042243 1.449896 0.012643
125.100000 310.586787 391.586300 487.448846 3.823933 -0.917199 0.258609 3.747426 -3.724780 -0.939845 -0.017405 0.309647 0.002068
125.100000 164.280800 243.522308 370.483963 2.001493 0.917955 0.258609 4.562287 -3.110342 -0.533990 -0.031660 0.469848 0.007002
125.100000 292.914876 558.477050 605.045174 0.072606 0.013419 0.258609 9.276441 -5.526862 -3.736161 -0.017250 0.258679 0.001141
125.100000 403.624699 531.289459 616.525576 2.629312 0.739548 0.258609 7.917513 -5.205668 -1.972298 -0.014506 0.331346 0.001312
125.100000 361.795861 553.042203 687.389650 4.118551 0.430519 0.258609 11.720370 -8.398723 -2.891127 -0.021033 0.789842 0.002843
125.100000 317.186560 386.734950 672.264118 3.078426 -0.160324 0.258609 11.450877 -10.802215 -0.808986 -0.034369 1.827476 0.008492
125.100000 264.736214 320.210315 428.506018 1.828835 0.194398 0.258609 3.946534 -3.215925 -0.536212 -0.020415 0.323754 0.002953
125.100000 79.586786 284.072930 359.427651 1.620884 0.603442 0.258609 4.663663 -2.831400 -1.228822 -0.031878 0.351559 0.005869
125.100000 649.877303 731.419487 821.637700 0.047923 1.488611 0.258609 9.841708 -6.491871 -1.861226 -0.009214 0.284902 0.000572
125.100000 35.582935 336.705964 369.162712 3.053725 -0.646955 0.258609 3.815169 -2.609643 -1.852481 -0.026955 0.164977 0.002521
125.100000 431.626594 509.972036 581.561001 3.238105 0.750399 0.258609 5.770945 -3.801530 -1.219016 -0.011218 0.196992 0.000819
125.100000 420.743901 664.955274 756.502783 2.431297 -0.499001 0.258609 12.564355 -8.682034 -4.381322 -0.016889 0.555057 0.001538
125.100000 1.346076 308.738076 355.687908 3.639164 0.386253 0.258609 4.567364 -2.606034 -1.575077 -0.030256 0.235931 0.004112
125.100000 757.796761 894.422403 982.477019 0.796502 -0.401196 0.258609 12.521177 -9.192194 -3.730179 -0.009127 0.363351 0.000511
125.100000 685.329274 775.397139 837.487887 2.259425 1.600042 0.258609 9.257843 -5.483756 -2.174045 -0.007251 0.173778 0.000322
125.100000 723.355601 897.155293 928.806825 1.323678 0.178527 0.258609 11.396677 -6.564104 -4.654047 -0.007103 0.119309 0.000178
125.100000 30.642323 231.089761 398.284035 2.920910 0.600624 0.258609 5.812178 -4.344618 -0.866936 -0.051181 0.967803 0.017562
125.100000 58.492566 198.001400 576.164957 3.784983 -0.212729 0.258609 10.645380 -10.266808 -0.591301 -0.076338 3.184389 0.037153
125.100000 236.696811 426.738267 531.552743 1.668653 1.411811 0.258609 8.898193 -5.402963 -2.083419 -0.023935 0.550863 0.003521
125.100000 411.169803 529.664009 673.855921 1.571339 0.474202 0.258609 9.893899 -7.577484 -1.842213 -0.018929 0.690572 0.002477
125.100000 467.857679 528.527150 626.227443 1.882179 1.775469 0.258609 7.501888 -4.727508 -0.998912 -0.012182 0.284154 0.001040
