mh MH MA MC la2 laL la1 la3 la4 la5 S T U
125.100000 434.758768 573.445932 672.831950 3.897719 1.072759 0.258609 9.787401 -6.404095 -2.310547 -0.015117 0.431868 0.001453
125.100000 792.871508 820.466030 894.920235 2.959107 -0.756784 0.258609 4.935496 -4.956618 -0.735661 -0.005546 0.139972 0.000218
125.100000 423.699002 543.243461 668.651628 4.180629 -0.659508 0.258609 8.183580 -6.932971 -1.910117 -0.017069 0.560767 0.001977
125.100000 251.163907 476.861015 520.782644 3.057760 1.110515 0.258609 7.989068 -4.163352 -2.715201 -0.017666 0.210799 0.001265
125.100000 82.283733 176.786775 277.678890 3.627805 0.700713 0.258609 3.025221 -1.919938 -0.404570 -0.039728 0.342999 0.010660
125.100000 554.850978 613.948332 685.229252 4.061306 1.043556 0.258609 6.386920 -4.201965 -1.141400 -0.008482 0.170958 0.000484
125.100000 69.276846 241.436078 328.368374 0.643688 0.328112 0.258609 3.733046 -2.521001 -0.883933 -0.035807 0.376185 0.008000
125.100000 232.228471 372.170806 562.548907 2.569535 0.671193 0.258609 9.347617 -7.278759 -1.397664 -0.032375 1.122749 0.007296
125.100000 24.793862 258.932311 342.124373 1.133966 -0.425938 0.258609 3.422114 -2.750306 -1.097746 -0.037302 0.404603 0.008341
125.100000 594.190463 599.513403 686.245644 2.552806 0.276443 0.258609 4.171968 -3.790527 -0.104997 -0.007480 0.147036 0.000405
125.100000 310.068352 515.867148 580.260595 0.610481 0.019929 0.258609 7.970222 -5.141507 -2.808787 -0.017206 0.313030 0.001488
125.100000 270.907592 426.405214 599.794420 3.399226 0.405561 0.258609 9.869584 -7.672258 -1.791766 -0.028189 1.022796 0.005459
125.100000 271.592540 532.364662 625.151790 2.648829 1.539233 0.258609 12.017528 -7.013928 -3.464367 -0.021914 0.581375 0.002608
125.100000 844.893693 905.385796 964.548640 0.571952 1.307990 0.258609 8.463411 -5.405833 -1.749588 -0.005178 0.130383 0.000173
125.100000 473.999600 533.874632 642.202200 2.550081 0.973398 0.258609 7.178304 -5.207707 -0.997199 -0.012910 0.334538 0.001180
125.100000 184.843348 395.491011 484.126373 0.012294 0.135030 0.258609 6.751835 -4.596743 -2.020062 -0.025357 0.465782 0.003720
125.100000 315.639093 366.622973 544.813574 2.686506 -0.391506 0.258609 6.125573 -5.942283 -0.574796 -0.024961 0.743625 0.004520
125.100000 147.395059 305.244240 534.502447 0.164916 0.167475 0.258609 8.891369 -7.543235 -1.180659 -0.044110 1.540723 0.013417
125.100000 315.555613 402.946173 519.676762 0.084000 -0.034316 0.258609 5.600180 -4.596915 -1.037581 -0.019546 0.434410 0.002652
125.100000 92.097154 566.681083 603.381293 3.024003 -0.221134 0.258609 11.530703 -6.585509 -5.166329 -0.024352 0.295585 0.001586
125.100000 203.679464 349.892017 383.778131 3.264148 0.058839 0.258609 3.555446 -2.159124 -1.337483 -0.016561 0.109575 0.001180
125.100000 333.772535 369.510541 479.264269 2.295534 0.715734 0.258609 4.625117 -3.494057 -0.415327 -0.016594 0.292739 0.001986
125.100000 50.589193 461.098486 521.471155 4.108471 -0.110569 0.258609 8.791966 -5.431510 -3.471025 -0.028309 0.435267 0.003350
125.100000 362.560711 391.135678 657.794847 3.978932 1.875454 0.258609 11.831294 -9.599953 -0.355887 -0.029701 1.429090 0.006426
125.100000 256.598655 279.558370 405.075876 1.119626 0.376575 0.258609 3.623439 -3.043446 -0.203417 -0.022221 0.340506 0.003584
125.100000 200.622667 286.807122 332.919169 3.873121 1.474726 0.258609 3.807521 -1.638617 -0.694178 -0.016482 0.110863 0.001570
125.100000 250.392707 305.951636 361.826733 3.624374 0.801275 0.258609 3.055954 -1.743907 -0.510772 -0.014128 0.114032 0.001296
125.100000 179.611090 211.246206 374.509569 2.433983 0.182297 0.258609 3.751511 -3.364891 -0.204323 -0.035035 0.573897 0.008777
125.100000 211.035269 285.839293 616.429392 3.667794 -0.420794 0.258609 10.665507 -10.472113 -0.614188 -0.048226 2.367731 0.016211
125.100000 464.367606 511.292264 580.737602 2.003745 1.595660 0.258609 5.615056 -3.262861 -0.756536 -0.009325 0.148636 0.000595
125.100000 634.036614 739.115925 827.608948 0.619516 0.238025 0.258609 9.588747 -6.966395 -2.384327 -0.009875 0.314631 0.000632
125.100000 270.001139 501.121831 558.395185 3.939573 -0.480052 0.258609 7.415531 -4.950536 -2.945047 -0.018393 0.294509 0.001555
125.100000 452.578046 578.345338 682.397274 3.063169 -0.700759 0.258609 7.919743 -6.477987 -2.142515 -0.014744 0.437099 0.001418
125.100000 149.602301 421.632924 579.362264 3.778809 -0.199840 0.258609 10.153778 -7.785810 -2.567808 -0.034239 1.155423 0.007496
125.100000 242.305965 290.828904 472.503759 0.718568 0.313253 0.258609 5.751405 -5.010674 -0.427478 -0.030578 0.757209 0.006733
125.100000 251.704371 302.415379 563.489555 3.723953 -0.881897 0.258609 7.518043 -7.935601 -0.464340 -0.037839 1.462191 0.010232
125.100000 171.439958 453.014798 540.230663 2.010035 0.184583 0.258609 8.858570 -5.768462 -2.905525 -0.026129 0.553283 0.003637
125.100000 18.372264 76.170067 582.604998 2.608949 -0.626601 0.258609 10.580057 -11.116362 -0.090296 -0.138787 4.342512 0.095222
125.100000 464.642771 485.652669 587.946726 0.288994 1.877806 0.258609 6.167199 -3.959470 -0.329923 -0.011410 0.231953 0.000947
125.100000 674.279019 736.202893 825.394427 1.507052 0.501283 0.258609 7.990997 -6.046418 -1.443296 -0.008370 0.247996 0.000485
125.100000 83.805875 540.912285 638.450329 3.501193 -0.916283 0.258609 12.323039 -8.520526 -4.718796 -0.029941 0.852560 0.004425
125.100000 126.704876 137.087604 172.381648 0.645244 -0.017255 0.258609 0.434239 -0.406235 -0.045259 -0.015721 0.029598 0.001529
125.100000 368.777413 664.989623 685.142371 3.088394 0.251162 0.258609 11.270505 -5.959286 -5.060057 -0.013746 0.114123 0.000365
125.100000 623.433801 641.333885 844.000318 0.006969 0.251164 0.258609 10.948065 -10.322794 -0.374107 -0.015375 0.820583 0.001753
125.100000 91.996549 100.909980 539.122051 2.856359 -0.214740 0.258609 9.111363 -9.297690 -0.028413 -0.093820 3.231438 0.052353
125.100000 758.863179 900.579478 938.367101 0.812735 0.292626 0.258609 10.361352 -6.182644 -3.886081 -0.006452 0.124642 0.000180
125.100000 348.457196 418.258470 572.055498 3.194660 1.951030 0.258609 8.753366 -5.917979 -0.884357 -0.021274 0.627459 0.003249
125.100000 531.015436 638.018583 769.063847 3.812599 -0.216520 0.258609 10.011579 -8.161037 -2.067062 -0.014499 0.571436 0.001451
125.100000 602.093291 645.874859 800.500323 2.423005 0.391727 0.258609 9.588780 -8.294185 -0.902869 -0.013263 0.563578 0.001289
125.100000 250.240086 422.134762 481.654833 2.335387 0.460547 0.258609 6.058117 -3.687701 -1.909869 -0.018260 0.247458 0.001743
125.100000 129.206059 154.407478 491.421020 2.813517 -0.024130 0.258609 7.405324 -7.311345 -0.118109 -0.066963 2.103888 0.029531
125.100000 390.549280 403.310314 677.301880 3.008453 -0.202178 0.258609 9.917760 -9.952537 -0.167402 -0.028500 1.428298 0.005937
125.100000 545.738084 629.154274 747.871642 0.544518 0.859335 0.258609 9.501081 -7.022256 -1.619490 -0.012805 0.440384 0.001145
125.100000 163.629964 249.618834 267.469437 1.478548 -0.020020 0.258609 1.459428 -0.892251 -0.587197 -0.013615 0.033600 0.000683
125.100000 289.501036 304.342417 564.479668 2.319231 0.724035 0.258609 8.484840 -7.615167 -0.145638 -0.034345 1.292625 0.008519
125.100000 20.746911 388.999961 578.390308 3.608172 -0.509142 0.258609 10.532728 -8.548471 -2.493399 -0.043386 1.589902 0.012272
125.100000 62.662019 412.504226 538.597568 4.118114 0.565582 0.258609 10.022942 -6.710431 -2.746930 -0.035474 0.947732 0.007498
125.100000 50.472926 76.396855 405.812510 1.709840 -0.397107 0.258609 4.961352 -5.304111 -0.054349 -0.104255 1.900112 0.061970
125.100000 124.096667 131.394918 495.603534 3.774291 1.482595 0.258609 9.091257 -7.577849 -0.030812 -0.073341 2.310415 0.034629
125.100000 28.310691 200.323003 351.956565 2.155735 -0.522348 0.258609 3.545070 -3.417543 -0.649875 -0.052445 0.775629 0.018431
125.100000 114.579571 276.217805 318.180449 2.703461 1.054315 0.258609 3.966283 -1.868148 -1.043820 -0.023789 0.148438 0.002730
125.100000 87.858363 156.270933 460.359975 2.644105 1.075934 0.258609 7.824966 -6.473047 -0.275985 -0.070703 1.918333 0.032478
125.100000 170.130849 417.814996 451.155822 0.320186 0.530538 0.258609 6.300816 -3.363892 -2.406386 -0.020206 0.162606 0.001389
125.100000 296.085659 367.798501 565.011556 3.134840 0.349334 0.258609 8.002561 -6.866509 -0.786718 -0.028253 0.961359 0.005744
125.100000 158.515210 271.170358 631.394966 4.160162 -0.399250 0.258609 11.945668 -11.545026 -0.799892 -0.056589 2.946337 0.021770
125.100000 208.794229 266.050496 458.988752 1.274952 1.574875 0.258609 7.096576 -5.072435 -0.449267 -0.035165 0.868490 0.008826
125.100000 300.869013 485.732563 644.640404 0.871607 -0.317328 0.258609 10.424925 -8.339352 -2.402901 -0.025494 0.980233 0.004336
125.100000 257.506032 364.534183 533.489048 1.196996 -0.132878 0.258609 7.081783 -6.114525 -1.100136 -0.028406 0.840909 0.005676
125.100000 665.467255 823.172524 845.719864 1.531183 1.616537 0.258609 10.618963 -5.123017 -3.879409 -0.006646 0.074581 0.000131
125.100000 632.082524 771.903630 844.026168 0.819385 0.786926 0.258609 11.126402 -7.095591 -3.243884 -0.009672 0.280408 0.000539
125.100000 353.056825 542.131542 647.610574 1.121488 0.115922 0.258609 9.857158 -6.944332 -2.796905 -0.019014 0.561495 0.002201
125.100000 79.479766 576.622427 609.610646 3.220122 -0.287926 0.258609 11.785183 -6.683188 -5.389920 -0.024306 0.271370 0.001434
125.100000 304.470120 362.798247 573.312647 0.246826 0.093284 0.258609 7.892389 -7.155961 -0.643144 -0.028819 1.026496 0.006006
125.100000 265.367812 301.777502 552.424040 2.297209 0.248554 0.258609 8.006907 -7.417128 -0.341225 -0.035610 1.297178 0.009116
125.100000 191.328540 278.752985 417.000118 2.540529 1.115044 0.258609 5.652108 -3.857961 -0.679103 -0.030303 0.561019 0.006430
125.100000 98.532049 158.915210 241.271005 0.396623 -0.195291 0.258609 1.407694 -1.346103 -0.256882 -0.033923 0.209734 0.007851
125.100000 188.163268 338.798281 584.431153 2.787015 0.259954 0.258609 10.378083 -8.806429 -1.311700 -0.041300 1.710512 0.011867
125.100000 486.867314 597.925324 665.403193 2.703332 0.732567 0.258609 7.531484 -4.808123 -1.990794 -0.010767 0.220878 0.000697
125.100000 169.145277 245.117916 553.485649 1.809815 -0.573801 0.258609 8.605135 -8.658864 -0.520072 -0.052145 2.077930 0.018736
125.100000 129.837957 372.230207 449.987609 2.484299 -0.644046 0.258609 5.490892 -4.123942 -2.010996 -0.027668 0.424548 0.004156
125.100000 332.571177 483.945695 690.752035 0.981228 0.443445 0.258609 12.557093 -10.071216 -2.042433 -0.027498 1.334988 0.005287
125.100000 480.648317 563.954675 628.477858 3.559138 0.027743 0.258609 5.446528 -3.980785 -1.438001 -0.009814 0.175174 0.000606
125.100000 106.148912 192.733434 353.162712 2.978476 -0.713835 0.258609 3.035795 -3.321998 -0.427632 -0.045330 0.693510 0.014192
125.100000 645.389806 667.386048 712.748287 0.730756 0.043574 0.258609 3.066977 -2.546237 -0.477165 -0.004430 0.056301 0.000130
125.100000 239.700170 505.877729 524.896079 1.125396 0.112701 0.258609 7.319381 -3.927281 -3.279399 -0.016319 0.095653 0.000554
125.100000 485.929616 666.525509 707.249428 1.298934 0.176075 0.258609 8.903491 -5.288183 -3.439234 -0.010558 0.164503 0.000458
125.100000 417.461516 445.455575 687.468083 0.955569 -0.138334 0.258609 9.721479 -9.460638 -0.399176 -0.024830 1.191521 0.004524
125.100000 326.866766 336.105891 475.306498 2.691581 0.070525 0.258609 4.005828 -3.834085 -0.101218 -0.019347 0.378448 0.002743
125.100000 31.440004 65.468735 537.974511 2.848559 -0.459578 0.258609 9.072714 -9.477800 -0.054493 -0.135570 3.696141 0.091980
125.100000 370.212662 411.994815 465.982232 0.772395 1.142450 0.258609 3.789090 -2.106579 -0.540061 -0.009424 0.095077 0.000587
125.100000 205.779372 239.372746 618.037694 2.086773 0.010690 0.258609 11.235009 -10.977208 -0.247111 -0.054557 2.743090 0.020423
125.100000 331.815441 578.591669 694.819351 0.165307 -0.085221 0.258609 12.231272 -8.603973 -3.712520 -0.021390 0.754947 0.002695
125.100000 257.722353 522.683742 536.922492 1.032896 1.184717 0.258609 8.517157 -3.915533 -3.416906 -0.015276 0.070392 0.000379
125.100000 35.956962 154.069518 263.658718 3.658621 -0.126250 0.258609 2.128461 -1.883824 -0.370886 -0.050461 0.408052 0.017013
125.100000 272.400764 570.911319 670.751996 4.092054 -0.324014 0.258609 12.092737 -8.256900 -4.159851 -0.022784 0.700403 0.002779
125.100000 67.408589 412.712519 506.957419 3.970260 -0.410478 0.258609 7.933164 -5.604073 -2.739568 -0.032075 0.656689 0.005587
125.100000 11.221011 214.154814 533.235256 0.678811 -0.077378 0.258609 9.315640 -8.637244 -0.755773 -0.071620 2.548638 0.033276
125.100000 231.583694 254.622164 357.222665 0.027106 1.218817 0.258609 3.663692 -2.259776 -0.185099 -0.020812 0.235747 0.003119
125.100000 192.536904 223.865146 460.630147 3.068218 -0.221799 0.258609 5.565420 -5.571654 -0.215565 -0.042584 1.134639 0.012827
125.100000 329.399976 362.871282 608.741253 0.066131 1.481146 0.258609 10.142048 -8.278008 -0.382894 -0.030117 1.245964 0.006593
125.100000 33.991410 262.994364 529.698566 1.618093 -0.499013 0.258609 8.735740 -8.110908 -1.123845 -0.059234 2.080365 0.023487
125.100000 515.053491 540.592858 727.925486 0.873596 0.041590 0.258609 8.786233 -8.299132 -0.445511 -0.017136 0.731236 0.002168
125.100000 434.784735 578.739406 713.764584 0.300232 1.324769 0.258609 11.914435 -8.178708 -2.410958 -0.017949 0.686267 0.002159
125.100000 253.898884 473.186176 581.458541 0.056702 1.181276 0.258609 10.224484 -6.408525 -2.634684 -0.023658 0.630603 0.003357
125.100000 406.412265 441.380103 540.475096 2.056509 0.416861 0.258609 4.612195 -3.705455 -0.489878 -0.013009 0.244049 0.001216
125.100000 313.641049 322.024851 513.576187 1.540038 0.666641 0.258609 6.132627 -5.377921 -0.088064 -0.025700 0.698062 0.004831
125.100000 264.128269 320.419255 640.459565 1.959952 -0.399326 0.258609 10.851408 -10.706998 -0.543736 -0.041747 2.152611 0.012364
125.100000 348.219476 441.464544 463.174903 2.699881 -0.063488 0.258609 3.019141 -1.865858 -1.216771 -0.008419 0.045739 0.000273
125.100000 424.458701 551.525628 697.573226 1.030698 0.397814 0.258609 10.525490 -8.078378 -2.049298 -0.018792 0.727043 0.002428
125.100000 77.569245 131.069215 375.149092 1.538284 0.479754 0.258609 4.932126 -4.267922 -0.184450 -0.068990 1.237150 0.031086
125.100000 103.684446 277.154276 385.380752 0.178989 -0.035546 0.258609 4.517559 -3.461427 -1.091679 -0.034759 0.522166 0.007771
125.100000 105.217511 276.840791 564.690377 3.510282 1.046311 0.258609 11.218976 -9.089148 -1.083517 -0.054919 2.233319 0.020459
125.100000 313.087473 495.053475 505.194086 4.048763 0.747809 0.258609 5.943040 -2.765226 -2.430005 -0.011204 0.035249 0.000188
125.100000 216.300645 299.004510 510.785999 1.793805 -0.021989 0.258609 7.054367 -6.372117 -0.704239 -0.036253 1.117408 0.009328
125.100000 127.218912 277.256570 359.187096 0.103819 0.410972 0.258609 4.139927 -2.726137 -1.002818 -0.028872 0.332612 0.005151
125.100000 256.581521 346.531745 431.801278 3.641948 0.349429 0.258609 4.335755 -3.089866 -0.896460 -0.018971 0.271892 0.002388
125.100000 296.830884 373.781677 632.355869 3.722883 0.455043 0.258609 10.758611 -9.450832 -0.852736 -0.033660 1.563643 0.008131
125.100000 595.667158 678.719651 830.091080 4.019837 -0.041796 0.258609 11.004269 -9.297090 -1.748976 -0.014027 0.651013 0.001405
125.100000 234.438651 302.112984 330.815960 1.551924 -0.585240 0.258609 1.215200 -1.200421 -0.600019 -0.011233 0.050626 0.000638
125.100000 543.000783 634.056340 727.376991 1.382088 1.325176 0.258609 9.066184 -5.969946 -1.771062 -0.011219 0.315871 0.000842
125.100000 121.624549 372.243298 409.733130 1.355193 0.512069 0.258609 5.571514 -3.014159 -2.045286 -0.023209 0.183034 0.002030
125.100000 190.246326 439.863856 451.231490 2.187368 -0.331340 0.258609 5.201616 -2.933866 -2.599090 -0.016830 0.051838 0.000412
125.100000 315.439824 600.378602 640.479883 3.566058 1.078208 0.258609 11.346970 -5.956643 -4.312119 -0.016389 0.232066 0.000899
125.100000 201.899815 342.125579 590.555021 1.994378 0.014197 0.258609 10.193049 -8.918253 -1.260598 -0.040385 1.704661 0.011395
125.100000 125.036355 279.352421 562.275578 2.536854 -0.722981 0.258609 9.208929 -8.900717 -1.031193 -0.052501 2.117721 0.018825
125.100000 93.838598 465.048960 537.353874 1.604500 0.143400 0.258609 9.395283 -5.823619 -3.428264 -0.028153 0.517154 0.003670
125.100000 67.620926 239.685673 615.360743 2.126306 -0.309504 0.258609 12.054044 -11.489786 -0.873763 -0.069585 3.360839 0.031595
125.100000 386.801115 444.114069 487.751470 4.071016 1.796312 0.258609 4.714099 -2.130851 -0.786936 -0.008592 0.080976 0.000447
125.100000 6.377054 190.726233 585.958221 3.566540 -0.600142 0.258609 10.745828 -10.745537 -0.600433 -0.083196 3.482942 0.043090
125.100000 99.085019 141.295946 615.657449 1.650734 -0.298490 0.258609 11.903779 -12.034599 -0.167670 -0.087765 4.063131 0.046950
125.100000 178.414827 545.287141 593.441082 1.403731 1.199940 0.258609 11.786907 -6.199595 -4.387372 -0.022402 0.338715 0.001755
125.100000 309.056384 338.605708 489.552278 3.980923 -0.844959 0.258609 3.918924 -4.447637 -0.316247 -0.022131 0.497751 0.003571
125.100000 35.739796 307.196647 579.587406 2.449889 -0.567376 0.258609 10.492319 -9.521383 -1.538311 -0.055704 2.318827 0.020866
125.100000 167.415443 290.140856 322.854896 3.957637 -0.303160 0.258609 2.215425 -1.590669 -0.927916 -0.017613 0.091207 0.001420
125.100000 703.897189 812.813346 864.510227 0.397500 0.830880 0.258609 9.156172 -5.595530 -2.729762 -0.006916 0.152670 0.000263
125.100000 111.865086 375.002653 408.702163 1.370403 0.768463 0.258609 5.875333 -2.989856 -2.117014 -0.023309 0.167833 0.001887
125.100000 166.218361 445.228243 510.991031 2.904533 0.923335 0.258609 8.639750 -4.897332 -2.819083 -0.024230 0.389655 0.002783
125.100000 440.451263 555.204801 684.579394 2.776401 -0.811721 0.258609 8.265271 -7.188978 -1.888014 -0.016791 0.576999 0.001930
125.100000 185.566402 514.616096 553.390713 3.602396 1.378696 0.258609 10.361656 -5.175787 -3.807172 -0.021018 0.244308 0.001415
125.100000 39.434774 347.760584 614.766567 3.263145 -0.641354 0.258609 11.797764 -10.466378 -1.972740 -0.052153 2.399695 0.018306
125.100000 307.213696 350.801179 435.926575 3.975056 -0.663665 0.258609 2.497540 -2.687260 -0.473944 -0.015099 0.200916 0.001603
125.100000 266.625001 287.980284 495.101978 2.179201 1.752738 0.258609 7.504509 -5.556058 -0.195713 -0.031044 0.857987 0.006986
125.100000 7.926641 214.190892 365.402559 1.925174 0.412370 0.258609 4.822979 -3.653538 -0.757071 -0.051663 0.812771 0.017840
125.100000 188.167648 216.553288 507.943989 0.537271 0.773022 0.258609 8.129755 -7.166895 -0.189838 -0.049318 1.650681 0.016930
125.100000 60.987024 131.797574 471.657930 2.474098 -0.278794 0.258609 6.950428 -7.003642 -0.225580 -0.084532 2.298273 0.044131
125.100000 437.780715 601.848613 637.373378 3.557783 -0.624351 0.258609 6.467752 -4.273513 -2.818590 -0.010518 0.129401 0.000442
125.100000 188.839678 199.081336 350.275740 1.072942 0.992940 0.258609 3.869293 -2.810701 -0.065651 -0.031997 0.442351 0.007370
125.100000 100.239197 217.303328 530.100379 3.856073 0.061187 0.258609 9.016125 -8.340673 -0.614265 -0.062685 2.278671 0.026198
125.100000 517.523524 651.563909 743.281017 2.338949 0.807132 0.258609 10.214101 -6.817490 -2.589479 -0.012613 0.379035 0.000996
125.100000 542.841257 545.471832 701.258651 0.721593 0.004322 0.258609 6.517874 -6.466244 -0.047308 -0.013544 0.453489 0.001357
125.100000 287.569690 637.937364 676.193442 4.146682 -0.885052 0.258609 11.493203 -7.019875 -5.358380 -0.017976 0.260808 0.000943
125.100000 195.580716 271.141264 534.200592 2.677771 1.570175 0.258609 9.737220 -7.584294 -0.582751 -0.043949 1.581486 0.013571
125.100000 307.600468 336.997292 454.365697 0.752433 1.638044 0.258609 5.333931 -3.382761 -0.313126 -0.018432 0.315500 0.002464
125.100000 13.094994 43.362365 329.238112 4.130411 -0.371656 0.258609 3.205125 -3.548544 -0.028237 -0.149729 1.382333 0.105673
125.100000 124.950545 238.605462 463.182846 3.678952 -0.217861 0.258609 6.356457 -5.891524 -0.682793 -0.048759 1.319462 0.016376
125.100000 2.997361 133.404599 523.456188 3.457289 -0.481632 0.258609 8.573738 -8.761435 -0.293936 -0.098064 3.068486 0.056405
125.100000 213.789713 469.130460 591.706552 2.941571 -0.583526 0.258609 9.476974 -7.178992 -2.881508 -0.027162 0.810791 0.004455
125.100000 79.064980 287.220020 388.901497 3.912308 -0.252717 0.258609 4.539176 -3.531994 -1.259899 -0.035557 0.524132 0.007872
125.100000 130.309791 386.402710 582.771278 1.083506 1.023276 0.258609 11.686298 -8.476387 -2.186635 -0.039634 1.503625 0.010464
125.100000 426.050064 708.859548 717.821932 3.309578 0.972238 0.258609 12.002368 -5.726356 -5.303774 -0.011566 0.047135 0.000128
125.100000 292.547518 319.717222 672.007344 1.911170 -0.250865 0.258609 11.845434 -11.821412 -0.274887 -0.041932 2.392816 0.012497
125.100000 600.705003 638.268020 688.746933 3.696983 -0.204895 0.258609 3.547033 -2.982882 -0.769046 -0.005680 0.081855 0.000212
125.100000 450.191505 452.123009 536.550622 2.705060 -0.044359 0.258609 2.771894 -2.787453 -0.028799 -0.009328 0.134203 0.000628
125.100000 250.617685 418.439035 632.329761 0.274674 0.916497 0.258609 12.055095 -9.283188 -1.855410 -0.032990 1.453194 0.007549
125.100000 162.685087 422.258406 464.264131 2.683399 -0.438652 0.258609 5.810100 -3.739734 -2.509018 -0.021695 0.218526 0.001814
125.100000 634.385465 748.272693 841.584615 1.835139 -0.047938 0.258609 10.059133 -7.504997 -2.602074 -0.010381 0.354950 0.000696
125.100000 667.500499 762.486118 857.588788 1.231693 0.599602 0.258609 10.180593 -7.336491 -2.244500 -0.009630 0.332228 0.000618
125.100000 727.018942 826.227717 878.534853 2.075011 -0.364224 0.258609 7.675533 -5.493393 -2.546363 -0.006522 0.145789 0.000241
125.100000 412.136399 471.289912 542.528484 3.801586 1.551470 0.258609 5.665448 -3.250442 -0.863536 -0.010971 0.170630 0.000810
125.100000 746.857001 828.385100 853.177688 0.660796 -0.128160 0.258609 5.494049 -3.500018 -2.122191 -0.004244 0.048532 0.000077
125.100000 454.545926 593.427379 695.592772 0.046681 0.432674 0.258609 9.595121 -6.757396 -2.405051 -0.014844 0.449740 0.001408
125.100000 20.587205 118.438257 520.053412 3.711787 0.159280 0.258609 9.083588 -8.699512 -0.224797 -0.103318 3.117161 0.061221
125.100000 476.816830 554.695482 638.118356 3.886994 1.215404 0.258609 7.158981 -4.616113 -1.327464 -0.011303 0.247047 0.000856
125.100000 677.058227 858.340211 896.853588 3.260476 -0.275977 0.258609 11.156983 -6.833514 -4.599446 -0.008073 0.155149 0.000255
125.100000 481.294331 601.021137 742.494357 1.537360 0.227960 0.258609 10.792228 -8.422981 -2.141288 -0.016673 0.675338 0.001915
125.100000 558.124255 610.213311 670.501468 3.292857 1.830619 0.258609 6.393695 -3.557431 -1.005645 -0.007361 0.124691 0.000358
125.100000 519.610637 627.109265 759.651983 0.241994 1.487150 0.258609 11.635736 -8.111591 -2.036995 -0.014865 0.582626 0.001526
125.100000 194.223477 307.075550 569.744920 2.017605 0.370842 0.258609 9.852186 -8.546507 -0.934838 -0.043126 1.742761 0.013019
125.100000 373.184834 481.819622 509.692202 3.048202 -0.013538 0.258609 3.969515 -2.448199 -1.534854 -0.009219 0.069665 0.000356
125.100000 108.338801 229.662077 605.954803 0.933141 0.407774 0.258609 12.154879 -11.069477 -0.677629 -0.066474 3.160617 0.029131
125.100000 89.238131 126.510886 228.492602 0.915169 -0.029035 0.258609 1.433237 -1.329389 -0.132883 -0.041447 0.253197 0.011922
125.100000 369.719842 385.286364 668.404274 0.784404 1.233456 0.258609 11.481044 -10.053378 -0.194210 -0.030473 1.534279 0.006764
125.100000 258.487297 454.252496 654.109780 2.877445 -0.383525 0.258609 11.548656 -9.626515 -2.305665 -0.031209 1.404750 0.006644
125.100000 512.445665 531.440466 573.488863 4.110178 1.302893 0.258609 3.493682 -1.863134 -0.327656 -0.005093 0.047290 0.000169
125.100000 632.317137 772.178029 828.947974 2.914432 0.329166 0.258609 9.825160 -6.250010 -3.245984 -0.008696 0.204831 0.000400
125.100000 678.519987 817.630344 860.284653 1.554081 0.942838 0.258609 10.186685 -5.804591 -3.439256 -0.007325 0.142375 0.000249
125.100000 649.598188 745.269879 834.376820 0.166908 0.154599 0.258609 9.216892 -6.857102 -2.205192 -0.009491 0.302573 0.000593
125.100000 647.762372 765.337010 868.490874 0.043875 1.387001 0.258609 12.447887 -8.315420 -2.745466 -0.010891 0.417914 0.000778
125.100000 47.854059 314.247292 410.107445 0.978941 0.372152 0.258609 5.854937 -3.888804 -1.593981 -0.035686 0.548493 0.007566
125.100000 279.427862 449.061623 619.650193 2.261520 1.229763 0.258609 11.339037 -8.067229 -2.042045 -0.027509 1.040193 0.005147
125.100000 596.910325 709.314705 777.802527 1.266141 1.512926 0.258609 9.731408 -5.792257 -2.426225 -0.009214 0.227485 0.000509
125.100000 100.258502 417.835068 514.203322 0.935830 -0.214100 0.258609 8.192051 -5.687293 -2.718857 -0.030864 0.654909 0.005244
125.100000 198.072017 366.199895 564.787295 2.583376 1.532150 0.258609 10.777711 -7.677878 -1.567682 -0.035707 1.284478 0.008779
125.100000 379.652708 413.624259 459.524183 3.005468 1.836634 0.258609 4.051794 -1.769842 -0.445318 -0.007951 0.067468 0.000411
125.100000 105.862704 355.808719 515.270141 1.946893 -0.304527 0.258609 8.099744 -6.497453 -1.906817 -0.038427 1.093122 0.009638
125.100000 614.822396 733.872217 773.870391 2.329502 1.829778 0.258609 9.129296 -4.646304 -2.653213 -0.007239 0.116860 0.000251
125.100000 506.275603 734.236685 760.927443 1.555512 -0.361906 0.258609 10.302897 -5.991848 -4.672955 -0.010376 0.123688 0.000296
125.100000 458.492233 717.471953 752.747948 1.450149 0.757039 0.258609 12.536216 -6.746609 -5.032568 -0.012411 0.187885 0.000483
125.100000 88.055696 180.193754 406.082186 3.959086 1.133441 0.258609 6.327074 -4.785212 -0.408421 -0.058153 1.229295 0.022807
125.100000 283.456536 447.083197 626.355088 1.080961 -0.330636 0.258609 9.979797 -8.335158 -1.975276 -0.027994 1.102571 0.005377
125.100000 149.783961 304.750976 640.775419 2.480308 -0.579272 0.258609 12.249002 -11.664318 -1.163955 -0.053583 2.837453 0.019614
125.100000 248.758950 321.862072 478.770815 3.700707 0.277058 0.258609 5.807512 -4.841146 -0.689308 -0.027501 0.653819 0.005392
125.100000 141.147824 301.174656 517.462168 3.183363 0.523777 0.258609 8.714814 -7.021371 -1.169665 -0.043489 1.410895 0.013015
125.100000 253.285480 263.225244 418.474969 2.077774 0.139068 0.258609 3.806454 -3.582549 -0.084837 -0.025973 0.467363 0.004911
