MA,MC,MH,la2,la3,la4,la5,laL,m22Squared,
843.723,850.583,573.575,1.28984,12.6245,-6.71103,-6.32693,-0.413494,-682999,
865.539,874.26,741.394,3.2965,7.23987,-3.79797,-3.29655,0.145359,-1.09053e+06,
347.083,365.83,218.101,1.9201,2.73912,-1.64631,-1.20462,-0.111819,-101903,
734.945,739.416,620.186,1.78741,6.57097,-2.78765,-2.5698,1.21352,-695824,
397.493,398.269,242.919,2.48402,2.54157,-1.65618,-1.63579,-0.75041,-163431,
509.488,566.409,509.13,0.200932,2.61251,-2.03001,-0.00602021,0.57648,-483541,
602.946,610.445,485.301,1.45201,5.24847,-2.41629,-2.11559,0.716585,-427669,
725.278,739.573,581.703,1.34523,8.74672,-3.79287,-3.10082,1.85303,-564619,
632.099,652.718,529.553,0.0348925,6.19445,-2.84396,-1.96845,1.38204,-477217,
472.502,528.153,466.801,0.253717,3.54208,-1.92891,-0.088493,1.52468,-343538,
414.886,470.721,370.174,0.965581,2.32349,-2.21425,-0.580043,-0.470798,-302548,
844.347,887.192,817.79,1.17081,5.38948,-3.18128,-0.729394,1.4788,-1.24807e+06,
689.114,716.652,533.199,0.285797,7.9773,-4.42859,-3.1492,0.39951,-544425,
212.24,245.951,149.975,2.09876,0.603546,-0.883167,-0.37268,-0.6523,-84459.8,
551.219,589.101,489.255,1.14211,3.32639,-2.49303,-1.06538,-0.232022,-492781,
903.528,936.549,847.703,4.09074,6.07166,-3.62361,-1.61548,0.832567,-1.38682e+06,
185.051,217.598,170.812,3.99111,1.69471,-0.516846,-0.0837305,1.09413,7858.9,
537.062,548.722,246.508,4.03981,8.86743,-4.18055,-3.76214,0.924737,-65570.6,
961.743,992.145,841.583,3.21452,10.3848,-5.54387,-3.58069,1.26019,-1.34026e+06,
915.601,932.059,904.368,1.994,3.21245,-1.34281,-0.337833,1.53181,-1.54306e+06,
366.636,383.471,143.206,3.7068,4.4665,-2.29973,-1.88238,0.284386,-23805.8,
599.374,615.096,419.304,2.73553,7.66591,-3.66219,-3.03117,0.972552,-292776,
955.565,977.554,798.009,3.91431,11.0135,-5.97034,-4.5655,0.477608,-1.24473e+06,
303.356,315.633,150.549,3.70639,2.61706,-1.3973,-1.14614,0.0736202,-40874.6,
654.792,664.99,549.871,3.94556,5.02068,-2.53341,-2.08862,0.398644,-580591,
553.046,595.609,463.494,1.7426,6.56321,-3.12004,-1.50428,1.93888,-312320,
857.498,861.224,733.937,1.71639,7.54261,-3.46103,-3.24939,0.832191,-1.02697e+06,
963.208,979.088,808.391,2.84177,9.5933,-5.55159,-4.53226,-0.490545,-1.33668e+06,
148.881,157.274,92.501,3.34676,-0.287174,-0.309803,-0.224886,-0.821863,-66848.7,
719.133,752.296,715.27,1.10605,1.72089,-1.70427,-0.0915431,-0.0749255,-1.02776e+06,
527.233,554.154,367.926,3.96209,7.26988,-3.3186,-2.35649,1.59479,-174230,
374.645,395.98,306.964,4.01703,1.77479,-1.30567,-0.762303,-0.293186,-206197,
762.946,818.075,720.766,3.67173,6.86179,-3.91473,-1.03415,1.91291,-923245,
816.138,856.07,778.93,1.1677,5.0358,-3.18756,-0.980737,0.867499,-1.16096e+06,
603.66,627.644,591.201,3.98075,2.29867,-1.22201,-0.246009,0.830644,-648769,
879.801,906.284,677.772,1.81107,13.5381,-6.76311,-5.19987,1.57509,-823431,
179.28,194.655,15.7915,1.70031,1.21914,-0.717006,-0.527,-0.0248693,-2003.73,
790.086,855.163,776.085,2.37438,5.02373,-3.90086,-0.36235,0.760526,-1.15859e+06,
423.362,495.276,415.12,2.07848,2.23351,-2.29751,-0.114196,-0.178204,-355434,
680.385,695.241,553.578,1.05566,5.429,-3.26109,-2.58567,-0.417771,-638180,
375.586,383.871,199.217,0.55785,3.67101,-1.88315,-1.67522,0.112642,-72558.4,
446.438,478.355,295.262,4.14458,4.70789,-2.82836,-1.85285,0.0266812,-172745,
662.711,676.081,388.812,4.07219,10.1893,-5.3508,-4.75927,0.0792362,-297554,
242.544,255.559,228.376,0.524533,1.87925,-0.324501,-0.110254,1.44449,-16896.3,
543.562,551.762,18.2961,2.61274,10.7442,-5.17364,-4.87681,0.693783,41315.5,
778.49,827.89,726.219,0.391154,5.81478,-3.92232,-1.29969,0.592767,-1.01892e+06,
149.266,199.359,135.042,1.40058,1.02538,-0.643984,-0.0668266,0.314568,-17436.1,
700.421,716.94,537.409,2.0633,7.42417,-4.10815,-3.33434,-0.0183162,-578725,
894.912,911.619,713.398,0.211903,11.0976,-5.82151,-4.82403,0.452094,-990516,
582.542,608.306,381.419,3.76144,8.69314,-4.21765,-3.2037,1.27179,-213998,
703.959,734.418,686.582,1.07891,3.91963,-1.84722,-0.399309,1.6731,-841539,
372.798,391.553,363.154,3.77669,0.864054,-0.591051,-0.117277,0.155726,-254338,
516.658,536.896,404.781,3.60068,4.87214,-2.40815,-1.70348,0.760503,-281673,
246.94,274.841,131.579,2.8476,1.08848,-1.20271,-0.721565,-0.835793,-85205.1,
877.496,905.005,720.816,2.96271,9.27073,-5.75873,-4.13815,-0.62615,-1.07704e+06,
642.653,678.199,634.834,1.85216,3.39145,-1.71676,-0.165059,1.50963,-714671,
473.027,509.7,338.721,3.2946,6.60974,-2.99264,-1.80155,1.81555,-119594,
892.867,927.523,875.048,2.78455,4.72725,-2.60555,-0.520561,1.60114,-1.43452e+06,
554.215,556.827,324.23,3.97766,6.60928,-3.43436,-3.33844,-0.163513,-220146,
965.943,982.397,784.235,3.67012,11.5793,-6.31465,-5.25517,0.00946897,-1.22948e+06,
837.12,847.314,551.731,1.98094,14.0586,-7.11719,-6.54972,0.391653,-585113,
558.932,579.491,517.838,4.0135,2.73629,-1.50469,-0.731186,0.500411,-506030,
609.34,614.139,306.968,3.79568,10.2301,-4.77245,-4.57839,0.879263,-135249,
582.072,586.534,149.545,2.987,11.5477,-5.40144,-5.22909,0.917213,10778.4,
889.666,923.762,817.018,1.88079,6.7351,-4.09229,-2.04883,0.59398,-1.29909e+06,
415.773,446.496,258.824,3.27827,4.07512,-2.62509,-1.74958,-0.29955,-152107,
600.716,638.889,547.066,1.87652,4.36665,-2.58141,-1.01755,0.767694,-552105,
571.517,604.323,438.677,1.47953,6.61839,-3.49232,-2.21751,0.90856,-329893,
500.282,558.674,471.802,3.72355,3.34838,-2.50105,-0.457486,0.389845,-421602,
123.01,149.169,102.152,1.80345,0.786433,-0.312916,-0.0776059,0.395911,3089.06,
615.546,653.935,511.549,0.721888,5.84961,-3.54751,-1.93692,0.365181,-501266,
385.2,411.66,364.116,1.88857,0.606477,-0.957896,-0.261074,-0.612494,-302226,
307.453,325.833,195.976,3.61428,2.47106,-1.31205,-0.927366,0.231643,-62795.2,
511.886,512.175,339.225,0.103373,5.55151,-2.43814,-2.42834,0.685031,-188692,
325.462,350.826,197.962,3.05768,2.21067,-1.66971,-1.10279,-0.56182,-112377,
428.674,495.5,401.958,2.35246,4.63864,-2.40777,-0.366706,1.86417,-210328,
547.908,555.509,474.733,3.229,4.53974,-1.51374,-1.23655,1.78945,-342452,
271.462,291.845,198.92,1.73923,1.7282,-0.943322,-0.563853,0.221029,-65762.7,
792.052,829.179,738.226,1.64505,5.33375,-3.35041,-1.36112,0.622227,-1.0523e+06,
826.859,845.938,696.434,3.31869,7.75935,-4.33779,-3.28302,0.138539,-961657,
654.13,676.48,629.484,3.29502,2.37607,-1.50563,-0.522778,0.347656,-771461,
328.107,342.738,152.031,0.762453,3.96701,-1.72137,-1.397,0.848637,5129,
631.827,638.008,576.739,0.664377,2.79423,-1.35957,-1.10016,0.334496,-645013,
704.406,732.356,652.609,3.33678,5.15647,-2.48864,-1.16151,1.50632,-760640,
438.621,452.148,312.706,3.57713,5.33646,-1.96151,-1.56328,1.81166,-85935.1,
590.606,602.005,237.753,1.78629,10.6133,-5.27922,-4.82996,0.504138,-82544.1,
398.019,407.159,97.488,0.41121,5.18074,-2.70397,-2.46075,0.0160125,-18038.8,
746.555,773.395,661.245,2.4931,4.95865,-3.33283,-1.98458,-0.358765,-896201,
749.26,753.779,590.755,2.36829,7.72246,-3.73429,-3.50981,0.478363,-669034,
479.035,483.82,133.088,3.14797,7.36032,-3.65154,-3.49928,0.209508,-22746,
816.58,830.336,568.48,1.22042,11.7794,-6.42712,-5.67838,-0.32607,-666072,
225.72,252.846,139.944,2.19297,0.971772,-0.947321,-0.518295,-0.493844,-69054,
415.549,439.615,393.304,2.02687,1.1811,-0.977503,-0.297329,-0.0937303,-315048,
842.281,859.417,712.938,1.2176,7.89272,-4.28776,-3.32403,0.280931,-999560,
478.35,515.912,381.358,2.68252,3.158,-2.61217,-1.37789,-0.832067,-341222,
694.433,704.984,594.173,2.98124,5.24156,-2.62288,-2.13491,0.483766,-676806,
883.267,901.152,839.061,3.00604,3.53216,-2.31287,-1.25815,-0.0388614,-1.4104e+06,
778.914,804.52,593.6,3.59408,8.84362,-5.54292,-4.20296,-0.902256,-759324,
674.708,688.281,459.582,0.676079,9.7414,-4.64366,-4.03224,1.06549,-357951,
814.919,818.456,810.739,2.71676,-0.0518076,-0.303198,-0.112281,-0.467286,-1.34287e+06,
338.86,341.234,298.402,0.87295,1.67349,-0.479391,-0.426045,0.768056,-131608,
328.361,349.001,190.848,2.88673,3.68325,-1.64187,-1.17982,0.861564,-20707.5,
938.371,986.951,894.602,3.0704,6.95904,-4.41688,-1.32572,1.21644,-1.52701e+06,
598.995,633.751,474.739,3.61544,6.9014,-3.62067,-2.20467,1.07606,-385636,
36.8484,77.3182,34.3059,3.83638,-0.387743,-0.155686,-0.00298948,-0.546419,-35420.9,
581.739,600.373,526.859,2.08033,4.73454,-1.73331,-1.00536,1.99587,-434379,
505.427,508.149,97.6677,1.81657,8.94979,-4.15484,-4.06368,0.731269,25175.6,
975.189,988.818,972.658,1.0884,2.28345,-0.966112,-0.0814782,1.23586,-1.81734e+06,
587.182,593.149,115.802,1.53658,10.6313,-5.70855,-5.47578,-0.553036,-60287.6,
861.468,894.044,816.119,2.82153,5.52548,-3.14711,-1.25715,1.12123,-1.26425e+06,
652.916,660.723,446.274,3.42021,7.57318,-4.0923,-3.75337,-0.272491,-414811,
513.657,555.659,487.115,1.42381,3.66707,-1.9233,-0.438925,1.30485,-395598,
536.101,549.121,244.897,0.55232,8.1997,-4.22513,-3.75817,0.216399,-106854,
893.683,926.383,814.288,3.27531,7.11518,-4.20773,-2.24079,0.666654,-1.28579e+06,
646.293,653.528,573.801,3.22061,4.67284,-1.77233,-1.46155,1.43896,-571416,
74.1584,110.239,51.7291,2.49915,0.430251,-0.266542,-0.0466583,0.117051,1731.68,
384.858,388.485,348.884,1.96552,1.20352,-0.52888,-0.436183,0.238454,-229010,
606.27,642.232,599.315,0.828031,1.76745,-1.6224,-0.138551,0.00649957,-717964,
290.316,298.365,146.383,1.93934,2.57981,-1.19526,-1.03866,0.345888,-21923.9,
455.766,515.933,439.132,3.29481,2.59109,-2.17816,-0.245973,0.166958,-375571,
335.784,359.017,191.267,2.15504,3.02795,-1.79212,-1.25864,-0.0228115,-74546.6,
517.943,522.823,364.336,2.29988,5.15499,-2.40732,-2.23947,0.508199,-234728,
793.711,800.301,583.572,2.99727,11.1505,-5.12971,-4.78256,1.23826,-606178,
213.798,221.902,80.0389,2.09277,1.91055,-0.766159,-0.649473,0.494922,17138.2,
214.278,245.873,79.3933,1.19104,2.41604,-1.13506,-0.654564,0.626415,25301.5,
526.244,557.526,417.456,2.24033,5.91387,-2.81689,-1.69647,1.40052,-263786,
425.328,480.953,386.757,2.19985,4.33575,-2.18366,-0.5176,1.63449,-200250,
637.531,658.019,515.609,1.07384,6.38662,-3.20045,-2.32324,0.862934,-479484,
639.541,654.016,490.374,3.4471,6.90468,-3.40395,-2.78513,0.715593,-437629,
713.716,719.559,369.162,0.297258,13.3368,-6.44224,-6.16547,0.729084,-228440,
542.999,545.415,345.113,0.282246,6.0596,-2.99103,-2.90411,0.164466,-228253,
378.697,416.367,314.114,0.989353,4.24605,-1.72919,-0.739367,1.77749,-89768.7,
114.369,171.646,91.9818,3.27138,0.0365273,-0.617748,-0.0763353,-0.657556,-56714,
246.566,251.311,198.883,2.64561,2.20451,-0.42907,-0.350983,1.42446,7093.53,
527.247,590.125,491.078,1.49561,4.16879,-2.93061,-0.60863,0.629551,-444218,
597.392,609.403,436.744,2.06317,7.52565,-3.2243,-2.74526,1.5561,-287322,
682.333,726.648,640.32,3.75602,4.60767,-2.9818,-0.918251,0.707622,-777197,
737.411,803.473,727.187,2.60359,5.80622,-3.61168,-0.247443,1.9471,-939770,
569.527,609.784,500.255,1.24603,5.69586,-2.7936,-1.22457,1.67769,-398982,
405.88,428.214,273.921,2.24033,4.08602,-2.09801,-1.48235,0.505655,-119465,
434.452,447.859,368.089,2.83314,1.69155,-1.27103,-0.880081,-0.459561,-298790,
757.226,804.986,734.204,3.01943,4.71199,-3.03323,-0.567394,1.11137,-1.01086e+06,
525.228,542.597,421.006,2.15824,3.76515,-2.24258,-1.62963,-0.107054,-360970,
938.473,940.707,908.33,2.38247,2.42113,-1.0586,-0.919896,0.442638,-1.62334e+06,
641.104,654.817,615.298,3.19828,1.71931,-1.12308,-0.535765,0.0604614,-753526,
603.18,604.694,564.981,4.18823,1.62799,-0.797817,-0.737385,0.0927914,-632791,
516.113,524.505,344.035,0.569463,7.13429,-2.73446,-2.44585,1.95398,-118473,
346.639,382.958,342.26,2.66999,2.01621,-0.925586,-0.0498531,1.04077,-171301,
175.018,184.662,143.001,3.86256,1.41732,-0.282889,-0.168253,0.966179,17570.7,
949.256,975.891,757.051,3.46157,12.5279,-7.11404,-5.41941,-0.00560087,-1.14659e+06,
529.68,544.165,125.532,0.997208,9.78552,-4.88983,-4.37574,0.519947,-51.2993,
187.616,211.681,106.308,1.87686,1.58007,-0.712481,-0.394909,0.472683,6002.03,
958.757,981.697,824.51,3.2889,9.58544,-5.42712,-3.95593,0.202389,-1.34739e+06,
450.133,478.595,383.842,0.397268,4.58618,-1.78716,-0.913559,1.88547,-180568,
595.193,603.935,125.507,0.200823,11.7391,-5.94007,-5.59361,0.205424,-19072.5,
932.135,974.76,931.146,3.9172,4.66723,-2.71674,-0.0304416,1.92005,-1.61787e+06,
55.0933,72.5748,36.6254,0.315387,0.406874,-0.10175,-0.0279902,0.277133,14088.2,
536.174,549.899,394.331,2.08313,4.93989,-2.67366,-2.181,0.0852321,-305836,
847.587,864.302,821.915,2.40207,3.31798,-1.65391,-0.708236,0.955835,-1.29325e+06,
773.491,783.008,757.965,2.74036,2.37509,-0.882479,-0.39292,1.09969,-1.08247e+06,
629.447,636.795,292.416,3.46701,11.6315,-5.44163,-5.13412,1.05576,-107123,
497.875,556.179,471.918,1.32526,3.52669,-2.44703,-0.415971,0.663695,-405249,
943.795,944.425,828.616,2.81388,7.67612,-3.41273,-3.37338,0.890019,-1.31935e+06,
743.923,759.206,431.386,2.14201,12.9493,-6.82913,-6.06994,0.0502048,-369150,
413.831,430.301,269.255,0.81947,5.03384,-2.09141,-1.63192,1.31051,-65690.1,
787.87,806.82,659.958,0.8208,9.00899,-4.05897,-3.06026,1.88976,-756729,
390.758,434.747,381.427,1.90236,2.67193,-1.31917,-0.119062,1.23369,-216316,
948.901,949.238,720.521,1.02891,13.4693,-6.32133,-6.3002,0.847718,-987000,
540.244,553.118,158.964,0.720831,9.80806,-4.87055,-4.40535,0.532157,-18335.3,
492.783,505.009,440.822,3.58871,1.18189,-1.20478,-0.801627,-0.824514,-438544,
591.936,603.024,477.695,1.66556,4.00561,-2.4571,-2.01923,-0.470717,-484871,
924.706,968.135,881.412,3.74307,6.18661,-4.00889,-1.29213,0.885591,-1.50018e+06,
319.132,328.406,11.7901,3.93045,3.43179,-1.87913,-1.68065,-0.127984,-8023.11,
924.516,940.871,840.674,2.51562,5.77864,-3.4539,-2.4456,-0.120852,-1.42078e+06,
337.53,370.55,251.982,3.93185,2.40287,-1.60607,-0.833358,-0.0365576,-129202,
784.161,799.048,570.769,2.9945,11.3331,-5.55671,-4.77778,0.998559,-591125,
883.651,889.964,807.411,1.06558,5.98045,-2.50052,-2.13045,1.34948,-1.22216e+06,
943.518,966.963,883.676,0.929734,5.57759,-3.28711,-1.80683,0.483648,-1.5325e+06,
496.139,523.697,433.254,1.32878,2.85076,-1.89462,-0.965771,-0.0096371,-376002,
612.923,638.37,499.236,1.18435,5.01929,-3.14168,-2.08934,-0.211724,-511285,
647.734,685.725,532.719,3.13157,5.77017,-3.91777,-2.24353,-0.391131,-591249,
653.641,659.737,563.193,0.221621,5.24517,-2.08329,-1.81869,1.34319,-553088,
581.602,613.377,566.569,4.13303,1.83842,-1.54008,-0.28522,0.0131269,-641208,
238.304,268.107,168.472,2.45894,2.27006,-0.968188,-0.469396,0.83248,-6387.18,
681.738,688.099,233.895,1.84107,14.1253,-7.06405,-6.77604,0.285167,-92156.9,
96.5535,117.679,37.6085,0.440198,0.252954,-0.280251,-0.130679,-0.157976,-12388.9,
874.227,889.286,793.889,0.674207,5.48248,-3.09218,-2.2145,0.175794,-1.24988e+06,
410.223,437.682,369.751,3.89986,2.95839,-1.2911,-0.521622,1.14567,-204101,
631.622,643.359,128.292,0.481903,13.8002,-6.81499,-6.32045,0.664766,7311.44,
804.95,809.712,699.652,1.97245,7.18913,-2.87211,-2.618,1.69903,-876208,
703.122,737.854,636.867,0.782967,5.58867,-3.12108,-1.46707,1.00052,-750652,
658.464,692.713,580.895,2.56221,5.66806,-3.11798,-1.58861,0.961474,-616693,
601.656,637.65,572.523,2.02506,2.19161,-2.0395,-0.565263,-0.413151,-680567,
452.811,456.37,369.858,2.74661,3.60505,-1.23462,-1.12769,1.24273,-198384,
284.119,293.789,226.538,0.303264,2.88786,-0.67058,-0.485893,1.73139,2137.78,
386.672,398.284,274.135,3.46098,4.46551,-1.53008,-1.22886,1.70657,-47025,
568.699,600.813,468.993,2.14975,4.0236,-2.95094,-1.70969,-0.637027,-478460,
830.627,837.116,782.12,0.253023,4.40697,-1.65033,-1.29273,1.4639,-1.13483e+06,
423.661,435.522,418.751,3.13934,1.26909,-0.405156,-0.0683475,0.795588,-302559,
840.248,874.705,780.952,1.40961,6.62938,-3.54149,-1.5885,1.49939,-1.12904e+06,
676.698,677.814,595.612,3.7595,4.48406,-1.75476,-1.70479,1.02451,-647507,
698.438,711.763,377.368,0.318969,13.1243,-6.32874,-5.70772,1.08781,-218983,
655.256,671.336,635.818,1.83085,1.15334,-1.1197,-0.414687,-0.381047,-831589,
317.569,319.153,310.646,1.37512,0.244414,-0.105203,-0.0718633,0.0673477,-188927,
752.8,754.737,660.398,2.99483,4.52212,-2.25432,-2.15782,0.109979,-865595,
411.226,411.477,302.405,1.86174,2.75643,-1.2901,-1.28326,0.183074,-171819,
282.117,332.216,280.468,0.579173,2.14197,-1.03251,-0.0153262,1.09414,-91112,
289.141,296.893,276.395,3.06911,-0.179457,-0.269252,-0.119115,-0.567824,-187151,
685.434,724.891,589.711,3.59117,6.23914,-3.85611,-2.017,0.366041,-673367,
423.519,462.312,400.439,4.17007,2.81321,-1.44993,-0.314245,1.04903,-257220,
380.518,392.93,110.054,3.38469,4.30623,-2.50978,-2.19252,-0.396064,-48191.9,
549.628,591.17,533.533,3.93396,4.05622,-1.8543,-0.288078,1.91385,-453496,
769.861,778.143,675.767,1.22886,5.59382,-2.67146,-2.24773,0.674626,-872498,
829.178,837.189,667.219,1.74781,8.22463,-4.44599,-4.00481,-0.226175,-904049,
953.977,980.531,845.544,4.03836,10.1126,-4.9221,-3.22439,1.96609,-1.31091e+06,
354.895,389.041,297.195,1.21023,3.36431,-1.46127,-0.62175,1.28129,-99110.8,
644.119,650.516,533.734,2.27197,4.68652,-2.42218,-2.14848,0.115853,-562733,
560.705,587.58,383.065,2.77351,8.15725,-3.79026,-2.77036,1.59662,-196857,
266.946,270.697,228.104,3.002,1.88399,-0.384389,-0.317749,1.18185,-32541.8,
685.001,728.749,600.144,1.94006,5.13558,-3.84613,-1.80206,-0.51261,-751367,
848.914,873.135,748.572,2.46131,6.12181,-4.02728,-2.6488,-0.55427,-1.15426e+06,
276.193,276.906,178.004,0.865717,2.28435,-0.749979,-0.736944,0.797426,-15113.7,
103.894,138.317,79.0247,0.466316,0.515161,-0.350726,-0.075172,0.0892628,-7087.97,
738.225,779.125,706.781,2.09543,4.21685,-2.80184,-0.750826,0.664183,-958886,
393.334,405.85,185.589,4.16981,3.98723,-2.31796,-1.98738,-0.318113,-88137.8,
506.962,531.426,498.624,4.18653,0.686983,-0.978105,-0.138556,-0.429678,-523255,
389.267,416.803,305.068,3.79918,3.69681,-1.69961,-0.966066,1.03114,-123733,
257.08,278.413,136.996,3.81049,3.43011,-1.15952,-0.781975,1.48861,52549,
714.505,720.382,437.883,3.81629,11.3516,-5.54634,-5.26762,0.537642,-350947,
244.502,274.595,200.343,3.17669,2.51442,-0.840874,-0.324604,1.34894,1357.29,
636.555,663.228,628.32,2.10095,1.46366,-1.31788,-0.172132,-0.0263567,-791167,
155.25,180.248,2.36121,3.84379,1.85064,-0.675368,-0.398194,0.777073,47014.2,
353.172,354.047,180.302,0.40784,3.77807,-1.54436,-1.52393,0.709788,-22064.1,
450.628,508.935,410.766,1.21285,2.49884,-2.41648,-0.567404,-0.485044,-366810,
265.498,283.049,151.643,2.4784,2.02309,-1.10299,-0.784811,0.135284,-37804.6,
409.902,431.08,254.249,1.46552,3.90573,-2.29687,-1.70826,-0.0993998,-135300,
814.021,841.105,733.171,3.42632,6.49588,-3.54854,-2.06705,0.880289,-1.02181e+06,
975.887,982.822,902.729,3.19816,4.68756,-2.72001,-2.27106,-0.303515,-1.64821e+06,
419.33,423.36,417.874,3.71936,1.97156,-0.132375,-0.0201487,1.81904,-239156,
476.084,480.921,244.457,2.0088,6.65308,-2.91089,-2.7579,0.984291,-59952.9,
954.234,992.245,913.623,1.30661,5.81946,-3.69871,-1.25347,0.867273,-1.61693e+06,
269.267,304.035,152.814,3.32836,3.49393,-1.47097,-0.812225,1.21073,26564.5,
988.957,993.463,924.512,3.37636,6.03717,-2.33295,-2.0377,1.66652,-1.60859e+06,
459.591,459.762,168.318,2.36116,6.75963,-3.02743,-3.02223,0.709975,-13696.9,
589.252,595.514,308.193,1.12111,8.68508,-4.41326,-4.16807,0.103742,-183687,
200.72,222.64,176.025,1.43237,0.133484,-0.460427,-0.153742,-0.480686,-91058.8,
755.182,810.856,700.909,1.11709,5.43726,-4.18738,-1.30588,-0.0560016,-985935,
802.147,850.941,785.437,0.0154712,3.9609,-3.1041,-0.438373,0.418424,-1.2085e+06,
524.176,559.467,418.149,3.21314,5.39491,-2.9149,-1.65099,0.829026,-299528,
503.293,505.959,393.183,3.77287,4.79275,-1.72007,-1.63116,1.44152,-221950,
293.651,343.154,273.023,0.170946,2.26896,-1.23498,-0.193168,0.840813,-98200.1,
710.601,716.574,386.062,3.56973,12.0309,-6.16298,-5.88124,-0.0133373,-298895,
539.276,567.544,372.496,3.94143,6.50143,-3.54682,-2.51282,0.441798,-250771,
798.663,828.361,657.775,4.09928,8.46267,-4.98768,-3.39075,0.0842376,-860237,
439.306,448.308,67.3208,0.640283,6.20395,-3.37825,-3.11418,-0.288478,-26521.7,
203.748,233.827,143.656,4.00529,0.694059,-0.77995,-0.344973,-0.430864,-67348.1,
542.194,554.891,266.471,1.28436,7.80812,-4.1448,-3.68444,-0.0211244,-143292,
302.782,342.979,196.6,3.7498,3.77812,-1.7341,-0.876227,1.16779,-6632.69,
248.916,249.246,139.68,1.87908,1.04602,-0.706878,-0.701443,-0.362304,-60946.1,
232,294.422,199.116,2.80188,3.53109,-1.32027,-0.234268,1.97655,40318.8,
721.998,745.69,624.099,3.24014,6.53055,-3.32684,-2.17764,1.02607,-716905,
217.073,217.266,35.4832,1.27874,1.43669,-0.760615,-0.757845,-0.081774,-7466.74,
432.811,483.797,402.755,0.823386,2.41237,-1.95951,-0.414998,0.0378647,-322132,
862.24,889.019,847.593,2.37255,1.75064,-1.96376,-0.413865,-0.626992,-1.47477e+06,
378.598,412.284,332.414,0.754723,3.75386,-1.42312,-0.542625,1.78811,-112788,
698.14,742.828,599.698,1.83836,7.47454,-4.23939,-2.11122,1.12393,-651259,
496.366,569.022,480.708,0.74913,3.692,-2.81103,-0.252808,0.628165,-424146,
759.04,766.875,392.568,1.11642,13.9868,-7.369,-6.97389,-0.356055,-329766,
280.102,293.664,203.505,3.93553,1.06263,-0.869274,-0.612116,-0.418758,-108170,
951.291,988.396,884.778,0.742347,7.56057,-4.39666,-2.01801,1.1459,-1.49632e+06,
646.343,666.044,434.943,3.36271,8.97326,-4.63173,-3.77725,0.564274,-344203,
496.217,521.245,347.747,0.13192,6.61124,-2.91219,-2.07057,1.62848,-143307,
193.209,205.085,124.054,3.05901,1.85118,-0.518887,-0.362553,0.969737,27906.1,
145.864,151.206,70.5749,2.91717,1.22629,-0.321722,-0.269276,0.635292,28483.7,
546.974,554.938,119.056,1.97479,10.5328,-4.99964,-4.70961,0.823548,21489,
892.984,910.8,722.371,3.94094,10.0429,-5.61623,-4.55416,-0.127449,-1.05135e+06,
289.471,306.396,84.7098,0.775041,3.17369,-1.59938,-1.26607,0.308239,4301.87,
446.557,455.133,337.558,2.40434,2.8081,-1.66788,-1.41231,-0.272091,-244357,
867.53,873.621,822.173,0.0627509,3.00865,-1.61695,-1.26646,0.125238,-1.34436e+06,
637.217,674.201,536.681,2.67514,7.1316,-3.55313,-1.9502,1.62826,-477517,
605.343,648.446,574.813,0.446745,3.7484,-2.38142,-0.59538,0.771599,-614125,
511.038,516.92,302.9,1.68799,5.84094,-2.99927,-2.79945,0.0422182,-180942,
291.394,329.77,177.434,2.68858,2.47307,-1.67069,-0.882866,-0.0804874,-67836.3,
160.871,196.421,43.7353,2.43347,2.00839,-0.815822,-0.396038,0.796527,44377,
765.171,765.621,717.704,1.22147,1.94194,-1.18589,-1.16314,-0.407092,-1.05483e+06,
726.802,730.393,542.795,3.36303,8.82813,-4.03335,-3.86037,0.934421,-532706,
405.676,415.25,56.1209,2.16881,5.82586,-2.92721,-2.66746,0.231197,7692.04,
600.767,613.216,573.481,3.01123,2.66853,-1.02892,-0.529456,1.11016,-590579,
492.734,501.557,384.308,2.3097,4.36141,-1.86132,-1.57138,0.928714,-239183,
791.024,800.807,739.257,1.70451,3.083,-1.82371,-1.30903,-0.0497392,-1.09601e+06,
966.567,996.638,863.619,3.85125,8.69992,-5.06451,-3.11346,0.52195,-1.46009e+06,
250.315,269.261,210.445,3.3602,0.16066,-0.628893,-0.303565,-0.771798,-135280,
965.511,994.417,802.431,0.855104,11.8648,-6.63663,-4.76432,0.463885,-1.25972e+06,
653.748,655.764,308.978,0.252767,12.8236,-5.57207,-5.48481,1.76677,-84017.6,
577.298,604.116,411.051,0.516577,7.46689,-3.76223,-2.71515,0.98951,-278045,
457.284,462.324,339.573,2.91255,2.41189,-1.70317,-1.54999,-0.841269,-281530,
460.531,487.714,265.848,3.07243,5.91067,-3.18868,-2.33679,0.3852,-118040,
818.285,844.234,744.01,1.63122,7.12151,-3.34325,-1.91751,1.86076,-994496,
991.164,999.688,893.778,1.78966,6.81709,-3.59421,-3.03336,0.189522,-1.58621e+06,
691.576,747.615,639.174,2.2767,5.82181,-3.81774,-1.15232,0.851755,-765543,
975.604,981.666,890.571,0.333607,7.03268,-3.01438,-2.62225,1.39605,-1.50175e+06,
682.43,715.798,620.8,2.73829,5.76646,-2.86915,-1.32721,1.5701,-675770,
577.769,612.193,488.589,2.56453,4.61915,-2.92525,-1.57145,0.122454,-470028,
788.483,819.188,691.697,3.26024,6.31848,-3.99876,-2.36731,-0.0475882,-959770,
323.824,357.791,295.657,3.01153,2.86041,-1.0535,-0.28833,1.51858,-82927.8,
