MA,MC,MH,la2,la3,la4,la5,laL,m22Squared,
236.931,252.015,86.5428,4.07147,2.31845,-1.0476,-0.803865,0.466981,13280.5,
211.14,245.719,113.077,0.297881,1.53352,-1.04748,-0.52538,-0.0393404,-27953.4,
393.193,435.62,366.201,4.14569,3.58272,-1.50086,-0.338705,1.74315,-162718,
513.97,543.297,445.523,0.349133,3.3501,-2.10999,-1.08523,0.154884,-387609,
382.545,383.973,257.583,0.775384,3.42255,-1.35802,-1.32183,0.742701,-87752.3,
599.285,609.988,276.251,0.336452,10.0061,-5.10134,-4.6736,0.231134,-138642,
599.76,635.493,473.608,2.9855,6.0141,-3.69632,-2.23753,0.0802484,-443753,
956.167,998.927,923.668,4.07077,5.25318,-3.77242,-1.00953,0.471227,-1.67781e+06,
936.359,945.891,830.269,2.597,8.24775,-3.69,-3.09707,1.46067,-1.2903e+06,
906.437,935.534,893.663,4.08565,2.04758,-2.15126,-0.37998,-0.48366,-1.62653e+06,
544.566,549.88,222.284,1.31303,8.08848,-4.27611,-4.08391,-0.271544,-115253,
686.31,692.673,551.668,1.16901,6.38824,-3.04434,-2.75439,0.589518,-572999,
446.32,470.174,222.427,1.46693,5.76271,-3.19673,-2.47418,0.091812,-93391.7,
494.655,508.076,422.185,2.00354,2.42695,-1.54271,-1.09795,-0.213705,-369414,
747.034,757.094,477.507,2.79423,12.8422,-5.95395,-5.45387,1.4344,-369222,
704.827,716.888,492.543,0.904139,8.5887,-4.76698,-4.20026,-0.378542,-508104,
638.389,643.422,210.451,1.2002,12.8422,-6.21577,-6.00255,0.623827,-50827.7,
462.374,489.399,369.047,1.89699,3.50708,-2.13228,-1.28221,0.0925879,-266788,
283.847,316.943,234.873,0.929929,2.07584,-1.07693,-0.419781,0.57912,-75285,
427.569,437.079,357.534,0.86576,3.477,-1.18035,-0.908599,1.38805,-171662,
866.08,896.54,857.54,2.95309,3.01527,-2.01766,-0.243244,0.754366,-1.4251e+06,
652.434,656.014,151.151,1.70824,13.869,-6.81129,-6.65648,0.401286,-21409.2,
370.87,415.09,297.797,3.00051,3.67323,-1.95605,-0.807406,0.909774,-122311,
800.984,848.405,796.517,3.89818,2.41911,-2.70289,-0.117925,-0.401708,-1.29319e+06,
222.408,228.466,133.769,1.75396,2.20123,-0.611971,-0.521702,1.06756,28816,
919.894,942.819,792.969,2.13467,8.68361,-5.00382,-3.59254,0.0872503,-1.25232e+06,
576.643,599.784,531.892,1.33568,3.27883,-1.71948,-0.819735,0.739617,-521060,
795.545,808.534,662.974,3.41849,6.67488,-3.88374,-3.19515,-0.404012,-903518,
652,658.361,290.151,2.21387,11.0019,-5.90898,-5.63349,-0.540536,-201087,
858.787,897.638,831.361,2.23768,5.56208,-3.02118,-0.765982,1.77492,-1.27491e+06,
639.002,641.945,311.318,3.72568,9.99143,-5.27041,-5.14583,-0.424809,-219545,
284.565,322.704,272.214,0.813859,1.77428,-0.879069,-0.113629,0.781578,-100903,
944.959,949.184,751.835,0.784287,11.9469,-5.67943,-5.41496,0.852544,-1.07892e+06,
664.501,682.588,440.23,0.102814,8.83591,-4.89935,-4.09411,-0.157555,-397140,
825.115,860.398,820.818,3.62309,1.8221,-2.08227,-0.116869,-0.377041,-1.3703e+06,
591.153,593.688,324.87,2.09151,8.3219,-4.12996,-4.03071,0.161233,-201323,
791.411,820.84,696.33,4.13292,5.81881,-3.9056,-2.3375,-0.42429,-995426,
900.42,916.834,644.433,1.69187,13.7569,-7.52069,-6.53483,-0.298663,-848661,
579.215,616.172,562.689,1.93952,3.30148,-1.77187,-0.311852,1.21776,-559543,
660.688,701.893,625.09,1.3648,3.01387,-2.6119,-0.756359,-0.354395,-802921,
696.593,750.162,672.37,0.122075,3.63197,-3.1093,-0.547961,-0.025292,-905694,
321.944,351.73,287.296,1.28263,1.21603,-1.01198,-0.34881,-0.144758,-173839,
814.816,817.87,756.554,3.678,4.84822,-1.6776,-1.51285,1.65778,-1.04443e+06,
540.01,540.996,219.282,3.59737,7.13034,-4.05938,-4.02416,-0.953201,-153853,
301.379,318.764,208.87,1.29221,3.6366,-1.13631,-0.780003,1.72029,16851.7,
339.388,380.516,280.746,3.98418,1.31712,-1.57947,-0.600939,-0.86329,-209879,
349.812,353.02,201.288,0.421576,3.01526,-1.42708,-1.35256,0.235621,-66774.7,
552.714,553.975,549.428,2.26875,1.67515,-0.105973,-0.0598467,1.50933,-512403,
105.712,130.777,45.0464,2.89505,0.134372,-0.347035,-0.151129,-0.363793,-26073.6,
612.021,632.754,414.248,2.13062,7.69157,-4.20688,-3.35396,0.13073,-335291,
949.608,961.481,827.444,1.24617,9.53576,-4.33725,-3.58736,1.61116,-1.27182e+06,
540.874,566.599,498.084,2.4045,2.13534,-1.67622,-0.73463,-0.275506,-512848,
452.241,454.149,251.383,0.0966189,5.84275,-2.39255,-2.3354,1.1148,-58923.2,
749.39,770.478,470.847,2.63423,11.475,-6.67578,-5.61652,-0.81732,-492854,
474.97,543.546,465.951,2.76673,4.40772,-2.44856,-0.140228,1.81894,-324147,
672.966,673.274,247.711,0.336631,13.9645,-6.48343,-6.46975,1.01129,-61522.2,
389.341,429.491,328.406,0.646383,4.30111,-1.80925,-0.722724,1.76914,-108639,
587.035,620.215,556.921,3.19994,2.37967,-1.8931,-0.56924,-0.0826694,-625326,
729.771,751.637,458.317,2.91171,12.7884,-6.3999,-5.32935,1.05915,-356013,
261.773,310.609,227.274,3.19715,1.93561,-1.20261,-0.278795,0.454201,-75820.7,
418.306,435.829,325.6,1.95492,3.35505,-1.63426,-1.1396,0.581188,-176860,
817.874,821.873,697.773,0.216898,6.00952,-3.22466,-3.00798,-0.22311,-987277,
681.426,681.543,532.022,2.92362,7.17008,-3.00108,-2.99581,1.17319,-495098,
238.212,274.91,115.165,0.758152,1.79105,-1.34086,-0.718519,-0.268329,-42764,
564.456,581.435,452.78,1.11411,4.36656,-2.52018,-1.87721,-0.0308243,-411886,
975.085,994.684,793.44,2.35218,12.8992,-6.58426,-5.30841,1.00653,-1.19818e+06,
277.561,333.766,229.31,0.742095,1.52078,-1.53969,-0.404137,-0.423045,-130767,
850.075,868.957,783.24,2.61105,5.61173,-2.8766,-1.80385,0.931283,-1.17057e+06,
937.92,955.954,853.781,1.7106,6.60875,-3.61989,-2.4911,0.497763,-1.42776e+06,
117.436,145.55,47.1744,1.60842,0.71442,-0.435473,-0.191121,0.0878259,864.013,
580.909,585.223,433.962,3.33795,4.59283,-2.63059,-2.46434,-0.502095,-407031,
688.77,700.19,624.305,1.53551,4.94479,-1.923,-1.39875,1.62304,-681294,
700.763,751.43,693.311,0.768733,3.70645,-2.60336,-0.171668,0.931427,-904995,
531.764,548.417,405.882,0.902878,6.48464,-2.54494,-1.95044,1.98927,-209097,
480.277,485.422,479.508,2.5273,1.05955,-0.176391,-0.0121895,0.870972,-407148,
442.423,455.999,173.55,3.9359,6.02764,-3.13988,-2.73677,0.15099,-51102,
321.132,369.38,271.391,3.65491,2.6995,-1.58809,-0.487019,0.624387,-109521,
553.678,559.138,346.451,3.17503,7.79274,-3.28314,-3.08235,1.42725,-153685,
203.248,209.685,186.001,2.71456,-0.394996,-0.198783,-0.110932,-0.704711,-111839,
300.585,337.332,282.92,2.94857,1.04402,-0.945053,-0.17033,-0.0713604,-164405,
916.419,947.699,833.645,2.60761,6.22747,-4.32081,-2.39376,-0.487099,-1.41941e+06,
790.06,834.419,691.046,1.33602,8.94615,-4.80486,-2.42333,1.71796,-851125,
947.759,965.123,767.573,2.77274,12.4395,-6.20513,-5.10737,1.12704,-1.11013e+06,
399.201,414.54,303.479,3.82124,3.28604,-1.524,-1.11147,0.650563,-144830,
695.289,731.488,560.088,1.24458,7.97141,-4.51159,-2.80468,0.655141,-587751,
575.707,583.304,554.074,2.94097,2.83164,-0.694874,-0.403884,1.73288,-509128,
479.199,533.891,471.334,1.02889,2.24207,-1.95472,-0.123532,0.163814,-434399,
680.639,720.204,591.847,3.2061,6.63245,-3.69877,-1.86704,1.06665,-636017,
310.091,329.233,165.829,2.94974,3.98083,-1.53898,-1.13454,1.30732,24115.4,
544.636,577.663,420.532,1.85111,6.37551,-3.20433,-1.97934,1.19184,-281568,
696.525,752.95,663.703,3.17052,5.72063,-3.44072,-0.737752,1.54215,-787678,
818.56,822.734,671.238,0.67031,7.08544,-3.85325,-3.6268,-0.394611,-925001,
230.224,256.062,61.428,1.94211,2.72714,-1.22875,-0.813502,0.684887,33899.8,
356.752,393.276,293.123,3.38437,3.15924,-1.58866,-0.683303,0.887268,-118148,
563.075,621.454,516.265,2.49524,4.30828,-3.12028,-0.834884,0.353126,-511690,
238.35,259.62,202.313,3.1126,1.0451,-0.612464,-0.262414,0.170227,-71559.6,
339.6,343.468,52.725,3.46855,3.36415,-1.94713,-1.85981,-0.442793,-32355.9,
567.618,601.47,413.308,1.82812,8.25997,-3.80922,-2.50128,1.94947,-223673,
671.412,690.303,424.978,2.35757,10.0862,-5.31491,-4.46474,0.306528,-342663,
147.845,171.63,125.153,0.918182,0.754922,-0.353493,-0.102367,0.299062,-13228.6,
547.13,567.259,429.902,3.56635,4.56913,-2.63398,-1.89264,0.0425044,-367060,
489.22,507.183,423.354,3.31337,1.98396,-1.5848,-0.993248,-0.59408,-394409,
733.57,775.157,686.384,1.76973,5.42701,-3.18079,-1.10719,1.13903,-873316,
631.724,640.082,524.287,1.39487,5.35486,-2.40363,-2.05232,0.898911,-495354,
780.446,798.936,542.684,3.10477,11.5759,-6.1636,-5.19846,0.213879,-576069,
547.257,571.585,402.554,2.68338,7.26528,-3.17072,-2.27115,1.82341,-213753,
253.386,307.46,202.468,3.87929,3.128,-1.38584,-0.383555,1.35861,230.479,
190.926,237.134,153.538,3.79968,0.839374,-0.866529,-0.212815,-0.23997,-61669.8,
530.693,538.44,306.974,1.31159,6.67317,-3.37045,-3.09673,0.205988,-176001,
883.588,906.751,661.26,3.78902,11.7798,-7.04613,-5.67558,-0.941937,-931531,
659.127,663.614,356.308,0.690483,11.9107,-5.27735,-5.08119,1.55213,-159982,
70.2702,99.1221,47.6472,0.694548,0.41804,-0.205602,-0.0440816,0.168356,5647.69,
271.024,282.145,170.228,3.35638,2.14108,-0.938259,-0.734957,0.46786,-29642,
931.241,962.943,794.803,3.61462,9.40294,-5.87609,-3.89151,-0.364658,-1.28549e+06,
427.261,428.656,191.974,1.33693,4.3938,-2.44705,-2.40759,-0.460837,-101596,
572.435,592.118,428.194,0.262992,5.48184,-3.14256,-2.38502,-0.045745,-369469,
826.286,845.632,705.068,1.97742,8.39034,-4.13636,-3.0674,1.18658,-922436,
664.521,676.26,591.88,3.79686,4.82981,-2.02832,-1.50812,1.29336,-622375,
619.917,661.645,554.204,2.19308,4.08004,-3.04232,-1.27495,-0.237229,-628640,
605.775,628.357,573.372,4.09462,1.98898,-1.55241,-0.631357,-0.194791,-669300,
361.164,369.851,169.032,3.89924,5.49277,-1.8932,-1.68331,1.91626,58820.8,
831.245,864.718,763.533,1.27859,6.75789,-3.66055,-1.7844,1.31294,-1.08651e+06,
806.538,840.697,670.2,0.541874,9.67471,-5.18659,-3.32697,1.16115,-828069,
122.142,130.485,51.9222,0.170218,0.270078,-0.27163,-0.201974,-0.203526,-17708.4,
703.19,717.618,564.666,1.39017,7.73021,-3.57968,-2.90219,1.24834,-562150,
295.049,334.916,239.837,3.45153,3.37859,-1.31801,-0.488009,1.57257,-19878.1,
448.004,451.513,380.783,2.44174,3.74255,-1.02492,-0.92062,1.79701,-181244,
489.083,500.119,415.417,1.80116,4.43805,-1.46182,-1.10106,1.87516,-231664,
736.327,773.655,673.729,3.83804,5.20173,-3.32141,-1.45857,0.421748,-882298,
892.663,895.824,701.315,1.12084,11.2522,-5.22688,-5.04007,0.985248,-924062,
924.155,946.37,740.556,4.17695,11.8249,-6.42383,-5.05057,0.350492,-1.07564e+06,
477.146,514.023,430.84,1.64418,3.89777,-1.90277,-0.694782,1.30022,-292563,
340.383,343.613,143.376,2.30698,4.63673,-1.64787,-1.57486,1.414,44456.7,
364.611,401.827,293.116,1.16247,2.15874,-1.71974,-0.777058,-0.338057,-192292,
790.555,794.542,776.626,3.74747,0.127536,-0.569592,-0.360729,-0.802785,-1.25488e+06,
508.36,545.883,389.805,1.31992,6.0124,-3.06695,-1.75957,1.18588,-232130,
634.343,657.099,545.129,1.54792,4.18377,-2.71005,-1.73881,-0.26509,-610373,
252.635,272.827,128.532,2.56372,3.0999,-1.13234,-0.781679,1.18588,38724,
472.413,494.631,325.021,0.453469,6.21739,-2.6523,-1.94222,1.62287,-113068,
431.539,457.196,298.193,3.90166,4.24167,-2.36156,-1.60795,0.272153,-161369,
875.15,914.552,797.064,2.0519,7.24993,-4.48827,-2.15772,0.60394,-1.23408e+06,
308.41,330.373,95.1937,1.00151,3.01315,-1.8857,-1.42201,-0.294558,-35949.2,
697.5,703.106,520.188,2.12598,7.14505,-3.8273,-3.56783,-0.250075,-556325,
881.754,929.61,846.508,3.89202,6.7107,-3.87145,-1.00657,1.83268,-1.32225e+06,
660.96,663.669,539.725,0.789597,6.90481,-2.52398,-2.40539,1.97544,-463061,
346.935,385.645,256.699,1.20328,4.46002,-1.83731,-0.900082,1.72263,-27541.8,
887.893,915.31,778.914,2.89779,8.52781,-4.63556,-3.00163,0.89061,-1.15952e+06,
304.087,371.989,304.006,1.31765,2.17586,-1.51801,-0.000813501,0.65704,-145078,
803.92,833.171,755.505,1.37226,4.42535,-2.83021,-1.2476,0.347538,-1.12054e+06,
243.743,253.386,159.437,0.958555,2.08272,-0.72011,-0.561678,0.800933,-2370.86,
299.469,360.87,273.127,1.65709,3.4875,-1.58925,-0.24925,1.649,-49405.5,
360.433,379.55,266.379,1.93338,3.54794,-1.44171,-0.974184,1.13205,-73408.9,
931.671,933.227,879.223,3.93384,2.30123,-1.66534,-1.56948,-0.933579,-1.60256e+06,
601.176,603.864,521.893,3.82872,2.26005,-1.57841,-1.47136,-0.789709,-592534,
271.631,293.592,113.962,1.88368,2.081,-1.41486,-1.00462,-0.338482,-46458.4,
381.742,399.091,218.701,1.54457,4.8822,-2.06541,-1.6177,1.19909,-23096.2,
190.464,210.958,55.8341,3.93169,0.778804,-0.81983,-0.547941,-0.588967,-41876.8,
404.95,436.011,382.282,0.620463,2.28937,-1.15816,-0.294882,0.836332,-241668,
388.569,430.338,313.056,2.83104,4.5296,-2.00595,-0.875512,1.64815,-96268.4,
677.794,726.071,675.442,1.54005,4.16784,-2.2925,-0.0525996,1.82275,-802138,
289.918,309.626,201.797,1.89506,1.60241,-1.10653,-0.716012,-0.220128,-94765.4,
914.726,916.417,908.716,1.96593,1.51853,-0.283424,-0.181093,1.05401,-1.58775e+06,
721.541,738.355,401.506,0.890712,14.6343,-6.75042,-5.93916,1.94471,-204728,
970.429,971.996,733.906,0.704142,14.9769,-6.7619,-6.66131,1.55369,-983211,
427.32,450.381,335.003,3.90138,4.60085,-1.83186,-1.16292,1.60606,-127262,
471.247,475.883,346.176,3.44128,3.80582,-1.83451,-1.68939,0.281912,-222616,
463.218,471.706,240.994,1.40753,6.44869,-2.84826,-2.58598,1.01446,-54765.1,
434.302,483.861,393.576,1.78919,4.11473,-2.06098,-0.557152,1.4966,-219236,
665.06,669.829,601.633,0.898383,4.16457,-1.53804,-1.32762,1.29891,-645320,
916.137,965.466,856.741,3.83293,8.53913,-4.80763,-1.74006,1.99144,-1.3475e+06,
974.513,996.098,840.601,3.16982,11.1057,-5.4223,-4.01653,1.66682,-1.31235e+06,
385.792,421.103,275.246,1.65113,4.96631,-2.1492,-1.20753,1.60958,-54115.1,
655.591,678.517,482.648,1.96165,8.6738,-4.26371,-3.25286,1.15723,-395868,
285.11,295.437,256.895,3.09418,2.08901,-0.450845,-0.252707,1.38546,-48147.1,
520.792,527.753,448.463,1.7295,2.22884,-1.39966,-1.15846,-0.329281,-422166,
624.111,681.113,582.03,1.66498,4.5198,-3.29757,-0.83872,0.383517,-654309,
575.321,606.526,544.314,3.92595,3.02163,-1.79254,-0.573675,0.655419,-552892,
625.069,625.95,391.395,0.481206,8.70066,-3.96136,-3.92492,0.814375,-257097,
571.537,592.397,322.207,2.24712,8.15594,-4.48471,-3.68228,-0.0110598,-208304,
556.893,576.203,273.738,2.03746,8.27558,-4.60965,-3.88653,-0.220596,-163214,
295.776,303.28,153.351,3.18138,3.41849,-1.2056,-1.05702,1.15586,22915,
929.09,950.308,891.184,2.70341,4.83002,-2.45811,-1.14016,1.23174,-1.51388e+06,
292.557,293.803,102.776,1.66561,2.77941,-1.26393,-1.23978,0.275696,-4441.94,
472.196,481.343,236.723,4.1065,7.17956,-3.04672,-2.75847,1.37437,-28904.3,
916.342,944.328,751.541,1.37343,11.5199,-6.26302,-4.54207,0.714779,-1.08637e+06,
446.352,466.74,388.776,1.15074,3.04548,-1.40979,-0.794559,0.841127,-251391,
145.712,186.419,108.321,4.04433,2.05204,-0.603785,-0.156957,1.2913,54677.3,
208.261,240.068,186.606,1.40774,2.03313,-0.612577,-0.141303,1.27925,7771.88,
883.253,911.717,757.407,0.290554,10.2253,-5.10038,-3.41184,1.71311,-1.04366e+06,
481.419,494.459,92.4194,1.62572,7.49479,-4.10922,-3.68867,-0.303087,-35424.3,
322.185,381.499,286.263,0.990872,2.30811,-1.74059,-0.36117,0.206349,-151405,
708.46,714.151,328.138,1.87593,12.7442,-6.78224,-6.51465,-0.552644,-248793,
387.584,410.249,182.008,3.23602,6.20376,-2.53255,-1.93494,1.73627,38817.8,
612.054,629.262,535.521,4.04614,5.40858,-2.15725,-1.4513,1.80003,-464636,
856.292,862.813,775.862,0.948865,6.09775,-2.53972,-2.16925,1.38878,-1.11988e+06,
829.87,869.149,766.081,0.86085,6.73158,-3.88783,-1.68226,1.16149,-1.10347e+06,
824.302,831.583,666.158,4.15258,8.05649,-4.2934,-3.89496,-0.131873,-895513,
230.257,278.099,184.676,3.06207,3.21519,-1.11631,-0.312528,1.78635,39892.4,
603.625,617.042,571.176,2.79579,1.97126,-1.17122,-0.629943,0.170104,-642189,
402.386,404.17,253.095,0.974305,4.89977,-1.66461,-1.61705,1.61811,-30191.9,
770.744,774.511,736.508,3.16452,2.99567,-1.04506,-0.852708,1.0979,-1.01845e+06,
725.82,759.051,688.021,1.24562,4.7705,-2.51388,-0.88311,1.37351,-863626,
260.766,264.019,246.055,0.740412,0.60058,-0.179617,-0.123207,0.297756,-103067,
79.39,95.4637,69.8928,1.31266,-0.424962,-0.116314,-0.0234281,-0.564704,-43943.6,
277.749,335.058,259.058,3.86457,2.12709,-1.32646,-0.165797,0.634832,-95804.9,
960.477,983.042,899.964,2.33676,4.69697,-3.30977,-1.86035,-0.473142,-1.6485e+06,
782.057,816.532,734.055,2.68079,4.75254,-3.02398,-1.2026,0.525957,-1.04585e+06,
314.709,323.311,160.868,1.03057,3.41223,-1.39038,-1.20899,0.812863,-2565.76,
618.364,646.89,452.267,0.00900435,8.46715,-4.13136,-2.93855,1.39724,-324535,
931.673,941.02,786.755,2.76301,10.8011,-4.69361,-4.11513,1.99239,-1.1174e+06,
566.491,579.087,445.491,1.21249,6.18624,-2.50031,-2.02343,1.6625,-296317,
172.064,230.689,167.52,1.07635,0.344208,-0.805828,-0.0254943,-0.487115,-85604.4,
178.356,209.35,166.521,1.43098,0.274027,-0.464592,-0.0674469,-0.258012,-71072.2,
425.986,433.736,264.601,0.0539551,4.96811,-2.06187,-1.84167,1.06457,-75603.4,
813.797,822.564,717.606,3.72343,5.86161,-2.90828,-2.43417,0.519159,-998500,
857.192,882.918,685.536,4.05355,11.4631,-5.85549,-4.376,1.23161,-865387,
251.877,257.738,181.189,3.86965,0.637938,-0.604569,-0.505863,-0.472494,-94252,
645.825,667.591,576.449,0.332678,5.69645,-2.34602,-1.40121,1.94922,-546629,
868.996,890.382,736.127,1.90305,10.0159,-4.76769,-3.52422,1.72403,-979435,
420.702,424.275,358.578,1.69666,1.85853,-0.899761,-0.799996,0.158774,-247547,
850.155,885.531,824.656,0.372501,3.56301,-2.73494,-0.705695,0.122376,-1.35271e+06,
432.986,472.055,380.328,1.28483,2.75307,-1.8763,-0.707703,0.169069,-279067,
553.382,563.827,363.325,2.45234,7.88913,-3.26468,-2.87903,1.74543,-158383,
658.765,667.592,431.9,2.16465,9.0661,-4.47567,-4.08874,0.501689,-342715,
264.554,285.668,7.31362,3.0802,3.27185,-1.5396,-1.15565,0.576594,34786.2,
215.772,229.373,208.917,4.04503,1.94263,-0.248204,-0.048106,1.64632,12336,
775.361,789.323,527.747,2.18376,11.2102,-6.05392,-5.33196,-0.175676,-567664,
598.084,614.003,476.856,3.58814,4.67185,-2.79102,-2.15336,-0.272542,-471277,
667.567,673.733,586.751,1.08399,3.48372,-1.94839,-1.67507,-0.139742,-697011,
721.708,747.785,605.672,2.03828,8.13285,-3.81161,-2.54518,1.77607,-626198,
670.293,689.137,595.777,2.38423,3.28153,-2.40558,-1.55898,-0.683029,-751234,
237.2,284.017,207.445,2.34561,3.21194,-1.02507,-0.218629,1.96823,33042.6,
270.11,295.452,173.895,1.67754,2.84314,-1.1796,-0.705932,0.957613,-2527.78,
213.978,259.916,169.937,3.00481,3.10123,-0.99886,-0.279397,1.82298,52561.9,
529.293,547.946,469.891,1.44837,3.56142,-1.64487,-0.980794,0.935754,-384967,
509.3,517.8,158.668,2.71858,8.87737,-4.15877,-3.87023,0.848366,988.338,
251.285,298.879,244.031,1.63873,0.347026,-0.924742,-0.0593717,-0.637088,-157657,
407.652,424.743,83.3398,4.16874,4.90918,-3.10147,-2.63128,-0.823571,-63730.3,
622.455,633.88,263.45,2.08651,11.6863,-5.72991,-5.25555,0.70083,-96400.3,
365.452,374.268,82.6692,3.44124,3.87934,-2.30954,-2.09401,-0.524208,-45391.3,
726.968,760.292,671.908,2.72152,3.76952,-2.91075,-1.27276,-0.413986,-927973,
596.833,636.164,478.738,3.1528,5.96567,-3.70166,-2.09895,0.165058,-448391,
514.939,529.52,235.338,3.59887,8.78211,-3.9698,-3.46649,1.34582,-29324.5,
955.629,990.849,859.663,2.15258,7.61424,-5.14437,-2.8787,-0.408824,-1.50278e+06,
842.103,852.988,759.724,3.54823,4.71312,-2.79033,-2.18053,-0.257736,-1.16996e+06,
465.641,472.623,168.899,2.6157,5.87874,-3.32798,-3.11149,-0.560742,-90987.3,
222.891,247.929,23.2323,1.57,2.38253,-1.20163,-0.812031,0.368875,21243.3,
671.591,674.216,274.009,2.49007,13.3123,-6.3292,-6.21248,0.770594,-103529,
760.936,796.252,757.685,1.23934,2.6863,-1.89905,-0.0815714,0.705678,-1.10547e+06,
760.657,781.705,539.7,1.24995,10.8389,-5.82076,-4.74789,0.270206,-566200,
862.79,890.437,768.202,2.10491,7.12211,-4.15122,-2.54927,0.421622,-1.15475e+06,
588.911,596.359,200.481,3.53668,9.62806,-5.35858,-5.06682,-0.797336,-128637,
743.72,793.018,728.392,2.84453,4.45918,-2.8766,-0.372887,1.20969,-987903,
511.905,520.891,94.3697,1.22503,9.49552,-4.48976,-4.18305,0.822716,31976.2,
913.148,941.403,774.917,2.40667,10.5368,-5.58768,-3.85588,1.09328,-1.13483e+06,
557.859,564.94,475.458,1.31376,4.17901,-1.66977,-1.407,1.10224,-385417,
628.632,671.308,539.732,4.03148,6.57935,-3.54981,-1.71637,1.31317,-503154,
325.697,355.596,320.946,2.39268,0.0252201,-0.723971,-0.0507599,-0.749511,-251370,
904.227,927.972,795.988,1.73695,7.22334,-4.47888,-3.04101,-0.296541,-1.28514e+06,
309.818,312.189,193.176,2.6177,1.83753,-1.01823,-0.969502,-0.150199,-83723.5,
991.797,992.149,796.019,3.93807,11.6789,-5.80688,-5.78386,0.088169,-1.26196e+06,
619.547,628.477,183.836,2.63968,12.1037,-6.15262,-5.7843,0.166786,-57498.4,
592.96,595.215,176.154,0.833554,11.9392,-5.38582,-5.2973,1.25605,13950.4,
265.908,276.058,192.055,4.07287,0.654961,-0.7407,-0.55889,-0.644629,-112781,
624.341,643.026,424.585,2.0478,8.19996,-4.24501,-3.46238,0.492569,-330736,
715.928,717.09,321.102,0.424085,15.3498,-6.82093,-6.76593,1.76295,-99526.3,
324.184,389.818,301.585,3.72824,3.71325,-1.78247,-0.233691,1.69708,-79205.9,
181.828,184.894,145.562,2.40673,1.68351,-0.233358,-0.196202,1.25395,33508,
903.665,937.314,763.418,1.37613,11.0977,-5.91079,-3.86349,1.32346,-1.08552e+06,
486.034,486.397,420.807,1.00871,3.43739,-0.989108,-0.977442,1.47084,-265148,
897.823,922.515,815.409,1.10465,7.51127,-3.8187,-2.33317,1.3594,-1.24752e+06,
369.391,379.278,169.995,3.72109,5.62479,-2.02188,-1.77724,1.82567,52686.1,
454.465,484.973,428.16,3.88204,2.86075,-1.33084,-0.383664,1.14624,-297276,
563.441,573.739,266.548,3.36623,9.55953,-4.45899,-4.07194,1.0286,-79849.6,
564.567,592.274,362.464,0.61388,9.20049,-4.15528,-3.09596,1.94924,-144800,
718.598,750.867,640.572,0.981343,5.25023,-3.31958,-1.75245,0.178207,-809881,
200.487,204.029,150.636,2.16307,0.337097,-0.336592,-0.289246,-0.288741,-62855.8,
564.709,566.062,280.442,1.25522,9.35726,-4.02054,-3.97,1.36672,-74587.5,
809.618,832.041,684.459,2.34199,7.26337,-4.3066,-3.09006,-0.133289,-945033,
300,325.285,249.145,3.96041,1.76544,-0.984005,-0.461472,0.319964,-104784,
305.399,368.293,278.098,3.7198,3.7902,-1.66356,-0.263241,1.86339,-41911.7,
310.139,317.877,294.943,2.71928,0.563489,-0.312538,-0.151933,0.0990185,-167991,
787.78,810.618,749.451,2.99326,3.82568,-2.18003,-0.97364,0.672004,-1.08269e+06,
397.978,399.303,325.061,3.82605,2.18044,-0.90612,-0.871206,0.403116,-186934,
601.923,630.57,416.885,2.52991,7.49658,-4.28205,-3.11519,0.0993385,-341574,
156.799,179.671,123.386,3.73817,-0.236043,-0.409034,-0.154703,-0.79978,-78847.6,
760.636,766.492,595.738,2.77741,7.57788,-3.99152,-3.69594,-0.109579,-716438,
717.658,734.983,378.368,1.92097,13.3791,-6.97675,-6.14499,0.257398,-270748,
473.997,482.912,456.671,2.35975,2.13504,-0.548378,-0.26645,1.32021,-337203,
801.021,830.109,704.617,3.50503,6.44459,-3.9666,-2.39854,0.0794486,-988162,
570.712,577.736,181.009,3.14122,9.8986,-5.10743,-4.84082,-0.0496525,-68533.6,
285.221,340.492,283.437,0.542092,1.25438,-1.15972,-0.016771,0.0778948,-155959,
462.765,479.598,249.865,1.52503,6.67704,-3.03134,-2.50709,1.13861,-55960.9,
260.845,307.068,253.148,2.77524,1.64215,-0.932943,-0.0653801,0.643825,-89205.6,
898.115,953.617,886.574,3.99816,5.79783,-3.73694,-0.340359,1.72053,-1.46791e+06,
647.487,664.99,493.44,3.42925,7.22751,-3.66352,-2.90429,0.659697,-447044,
933.55,978.537,929.436,0.674066,3.24091,-2.96946,-0.126656,0.144787,-1.71894e+06,
395.077,410.693,222.55,3.58972,4.17358,-2.17668,-1.76081,0.236086,-84769.6,
752.786,757.155,450.554,1.23673,11.8807,-6.2278,-6.00979,-0.356933,-427598,
329.246,344.507,160.637,0.712772,3.53892,-1.70474,-1.3649,0.469287,-23209.2,
363.244,376.262,330.132,4.06553,0.596606,-0.697548,-0.379381,-0.480323,-247042,
307.862,333.367,295.951,3.46645,1.19674,-0.659346,-0.118839,0.418556,-149845,
642.954,660.172,393.829,0.323726,9.32525,-5.00965,-4.26811,0.0474999,-307327,
263.722,272.785,52.0448,1.78817,1.73976,-1.2652,-1.10451,-0.629953,-43539.5,
419.795,460.867,409.02,3.77145,2.20081,-1.34297,-0.147583,0.710256,-291612,
415.398,467.218,414.996,3.81665,2.02159,-1.51709,-0.00552005,0.498979,-314247,
