0 125.1 372.537 413.445 448.787 3.65573 0.703474
1 125.1 727.689 805.963 851.397 0.733225 1.42985
2 125.1 776.091 823.403 804.043 2.66126 -0.663818
3 125.1 216.163 567.773 568.359 3.73005 1.93273
4 125.1 623.095 753.465 762.7 0.00651396 1.1727
5 125.1 538.876 546.577 620.419 1.0821 1.82293
6 125.1 221.761 358.16 346.953 3.7812 0.999051
7 125.1 434.241 470.441 451.725 2.91626 1.46207
8 125.1 21.1804 151 186.016 1.20997 0.454085
9 125.1 217.596 246.927 282.361 0.920609 0.977504
10 125.1 161.327 563.691 562.316 1.14517 0.0807629
11 125.1 577.425 725.172 718.795 1.43962 1.62809
12 125.1 151.271 369.907 393.87 1.00537 1.02948
13 125.1 351.184 475.369 354.041 1.00022 1.96855
14 125.1 327.471 475.554 503.134 1.43814 0.386386
15 125.1 523.723 618.918 630.157 3.42032 1.79479
16 125.1 116.517 259.466 271.827 3.90969 -0.962009
17 125.1 398.556 450.001 492.96 2.26199 0.257852
18 125.1 264.798 513.19 519.122 3.13568 1.16444
19 125.1 599.993 670.216 618.209 0.578143 0.045617
20 125.1 545.808 743.862 755.943 3.1244 1.3868
21 125.1 788.991 808.58 803.689 3.06918 1.73863
22 125.1 431.27 490.031 474.431 0.92506 1.47916
23 125.1 501.812 570.455 583.924 1.21828 0.327418
24 125.1 310.565 380.018 312.549 0.13663 0.440872
25 125.1 500.116 525.945 543.345 0.784016 0.323692
26 125.1 100.349 239.896 241.078 1.56214 0.101789
27 125.1 208.254 260.778 233.246 3.57719 -0.23606
28 125.1 828.842 965.563 835.747 0.0924522 1.98494
29 125.1 304.627 310.187 337.2 0.515823 1.12318
30 125.1 865.362 991.698 873.222 2.55572 0.261048
31 125.1 181.76 372.047 372.906 2.75614 0.863074
32 125.1 792.895 833.398 809.157 2.09196 -0.381174
33 125.1 627.646 638.796 699.377 0.542508 1.72846
34 125.1 432.535 551.514 545.904 3.30739 0.733978
35 125.1 856.366 994.077 863.825 2.81855 -0.328219
36 125.1 344.246 372.782 429.068 0.567994 1.81041
37 125.1 738.768 832.12 827.101 0.512524 1.62691
38 125.1 531.277 601.577 534.337 0.529168 1.83211
39 125.1 578.519 681.716 715.067 0.681603 1.64328
40 125.1 779.761 842.001 837.688 0.417972 0.658742
41 125.1 9.58869 139.552 160.967 3.18972 -0.0732203
42 125.1 796.184 881.499 888.077 2.86658 0.521103
43 125.1 75.2072 472.016 477.477 1.16546 0.120963
44 125.1 489.452 514.203 509.755 2.61589 1.54523
45 125.1 462.953 494.357 490.282 2.08141 0.439216
46 125.1 414.608 462.548 516.491 0.861623 0.250682
47 125.1 150.986 154.684 196.603 1.12617 0.0852767
48 125.1 190.42 231.71 270.372 2.04349 0.704608
49 125.1 97.7581 381.274 376.036 3.77024 1.07705
50 125.1 107.339 162.458 139.292 0.347006 0.653705
51 125.1 857.042 864.813 918.528 1.41922 0.574371
52 125.1 645.63 837.71 839.406 3.89654 1.71712
53 125.1 790.605 796.3 870.773 2.52816 1.43284
54 125.1 226.057 466.449 480.522 1.91699 0.887091
55 125.1 273.29 388.129 390.704 1.1372 -0.345705
56 125.1 302.153 335.572 372.484 3.32 1.01525
57 125.1 336.647 450.135 344.541 1.44397 1.26812
58 125.1 186.618 256.717 236.847 1.89635 -0.323747
59 125.1 317.135 604.295 613.838 2.57643 0.0527394
60 125.1 467.782 582.176 574.544 1.94356 0.327309
61 125.1 539.501 735.673 543.131 2.17958 -0.349104
62 125.1 139.502 161.714 197.373 1.61701 -0.209075
63 125.1 284.986 403.35 409.086 3.36615 -0.480587
64 125.1 264.063 274.656 270.305 2.5741 0.543512
65 125.1 934.507 945.907 993.589 1.32251 0.679996
66 125.1 428.732 594.202 431.81 0.324964 1.85837
67 125.1 40.2945 121.811 116.295 1.61558 -0.531098
68 125.1 173.53 563.924 571.224 0.383069 1.02735
69 125.1 206.533 598.103 610.069 3.10231 -0.158074
70 125.1 266.926 645.339 650.923 0.24117 0.878346
71 125.1 577.561 641.639 579.47 1.36639 -0.197907
72 125.1 370.722 397.652 433.04 0.146612 0.983052
73 125.1 545.076 678.952 713.293 3.79392 0.118698
74 125.1 430.562 531.799 558.468 0.387159 0.881746
75 125.1 161.611 204.666 164.491 3.83373 1.01268
76 125.1 393.518 472.949 397.675 3.68 1.274
77 125.1 783.116 969.026 997.225 2.52071 -0.30091
78 125.1 510.412 632.942 635.705 1.10482 -0.500626
79 125.1 146.759 287.554 283.12 1.73118 0.625528
80 125.1 255.871 426.075 426.439 1.84115 0.698966
81 125.1 797.9 905.942 945.95 1.781 0.463821
82 125.1 408.132 439.415 421.841 2.15276 1.82431
83 125.1 196.5 272.24 310.711 0.183935 0.855668
84 125.1 202.236 239.909 212.381 3.15518 1.30775
85 125.1 242.169 416.457 445.344 0.227677 0.392857
86 125.1 341.039 479.87 479.829 1.48508 -0.557494
87 125.1 472.554 475.247 486.924 0.436925 1.07217
